정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,6939386.666666667
,교직원보수,0.0
,기타 교직원 보수,4626953.333333333
,교직원 복지 및 역량강화,2312433.3333333335
학생복지/교육격차 해소,학생복지/교육격차 해소,145786956.66666666
,급식 관리,118378086.66666667
,기숙사 관리,0.0
,보건관리,9509680.0
,교육격차 해소,541666.6666666666
,학생복지,17357523.333333332
기본적 교육활동,기본적 교육활동,141839846.66666666
,교과 활동,119288233.33333333
,창의적 체험활동,21217810.0
,자유학기(년) 활동,1333803.3333333333
선택적 교육활동,선택적 교육활동,88484326.66666667
,방과후학교 운영,65136853.333333336
,직업교육,0.0
,국제교육,0.0
,독서활동,9003316.666666666
,교기육성,283333.3333333333
,기타 선택적 교육활동,14060823.333333334
교육활동 지원,교육활동 지원,84475436.66666667
,교무업무 운영,4806363.333333333
,생활지도 운영,9747360.0
,연구학교 운영,4664203.333333333
,학습지원실 운영,11808510.0
,교육여건 개선,53449000.0
학교 일반운영,학교 일반운영,133266133.33333333
,학교기관운영,49114723.333333336
,시설 장비 유지,81727250.0
,학교운영 협력,2424160.0
학교시설 확충,학교시설 확충,28116333.333333332
,시설확충 및 개선,28116333.333333332
학교 재무활동,학교 재무활동,22393080.0
,반환금,22393080.0
,예비비,0.0
세출합계,세출합계,651301500.0
