정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,21516295.0
,교직원보수,0.0
,기타 교직원 보수,17615450.0
,교직원 복지 및 역량강화,3900845.0
학생복지/교육격차 해소,학생복지/교육격차 해소,218419812.5
,급식 관리,127814365.0
,기숙사 관리,0.0
,보건관리,32021925.0
,교육격차 해소,0.0
,학생복지,58583522.5
기본적 교육활동,기본적 교육활동,129685822.5
,교과 활동,93209652.5
,창의적 체험활동,36476170.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,167641165.0
,방과후학교 운영,79224067.5
,직업교육,0.0
,국제교육,0.0
,독서활동,11041557.5
,교기육성,56313985.0
,기타 선택적 교육활동,21061555.0
교육활동 지원,교육활동 지원,247124595.0
,교무업무 운영,24316610.0
,생활지도 운영,7978462.5
,연구학교 운영,12733520.0
,학습지원실 운영,6122250.0
,교육여건 개선,195973752.5
학교 일반운영,학교 일반운영,161982107.5
,학교기관운영,61430620.0
,시설 장비 유지,97160315.0
,학교운영 협력,3391172.5
학교시설 확충,학교시설 확충,24239627.5
,시설확충 및 개선,24239627.5
학교 재무활동,학교 재무활동,9324545.0
,반환금,9324545.0
,예비비,0.0
세출합계,세출합계,979933970.0
