정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,40900600.0
,교직원보수,0.0
,기타 교직원 보수,30469400.0
,교직원 복지 및 역량강화,10431200.0
학생복지/교육격차 해소,학생복지/교육격차 해소,654826200.0
,급식 관리,530735400.0
,기숙사 관리,34010800.0
,보건관리,24469800.0
,교육격차 해소,2401200.0
,학생복지,63209000.0
기본적 교육활동,기본적 교육활동,195329800.0
,교과 활동,109722000.0
,창의적 체험활동,85607800.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,160417800.0
,방과후학교 운영,123095200.0
,직업교육,0.0
,국제교육,0.0
,독서활동,28310600.0
,교기육성,8352000.0
,기타 선택적 교육활동,660000.0
교육활동 지원,교육활동 지원,111940600.0
,교무업무 운영,55988000.0
,생활지도 운영,16793000.0
,연구학교 운영,0.0
,학습지원실 운영,8064800.0
,교육여건 개선,31094800.0
학교 일반운영,학교 일반운영,256931400.0
,학교기관운영,80854400.0
,시설 장비 유지,172751400.0
,학교운영 협력,3325600.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,1716800.0
,반환금,0.0
,예비비,1716800.0
세출합계,세출합계,1422063200.0
