정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,1288404750.0
,교직원보수,943374500.0
,기타 교직원 보수,277479250.0
,교직원 복지 및 역량강화,67551000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,443370000.0
,급식 관리,209373125.0
,기숙사 관리,165375000.0
,보건관리,33543750.0
,교육격차 해소,2709000.0
,학생복지,32369125.0
기본적 교육활동,기본적 교육활동,112088500.0
,교과 활동,67399625.0
,창의적 체험활동,40080000.0
,자유학기(년) 활동,4608875.0
선택적 교육활동,선택적 교육활동,106246375.0
,방과후학교 운영,73145375.0
,직업교육,0.0
,국제교육,0.0
,독서활동,21401000.0
,교기육성,3000000.0
,기타 선택적 교육활동,8700000.0
교육활동 지원,교육활동 지원,127863375.0
,교무업무 운영,35602250.0
,생활지도 운영,16617750.0
,연구학교 운영,19500000.0
,학습지원실 운영,35098000.0
,교육여건 개선,21045375.0
학교 일반운영,학교 일반운영,390961250.0
,학교기관운영,84326750.0
,시설 장비 유지,304563875.0
,학교운영 협력,2070625.0
학교시설 확충,학교시설 확충,29750000.0
,시설확충 및 개선,29750000.0
학교 재무활동,학교 재무활동,1400000.0
,반환금,1400000.0
,예비비,0.0
세출합계,세출합계,2500084250.0
