정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,8726000.0
,교직원보수,0.0
,기타 교직원 보수,50000.0
,교직원 복지 및 역량강화,8676000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,285072500.0
,급식 관리,215600750.0
,기숙사 관리,0.0
,보건관리,24917250.0
,교육격차 해소,0.0
,학생복지,44554500.0
기본적 교육활동,기본적 교육활동,130811000.0
,교과 활동,54886500.0
,창의적 체험활동,72987000.0
,자유학기(년) 활동,2937500.0
선택적 교육활동,선택적 교육활동,156343500.0
,방과후학교 운영,90990000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,12380750.0
,교기육성,50872750.0
,기타 선택적 교육활동,2100000.0
교육활동 지원,교육활동 지원,67717500.0
,교무업무 운영,7320500.0
,생활지도 운영,18687500.0
,연구학교 운영,7875000.0
,학습지원실 운영,10174500.0
,교육여건 개선,23660000.0
학교 일반운영,학교 일반운영,174914500.0
,학교기관운영,56360750.0
,시설 장비 유지,113708750.0
,학교운영 협력,4845000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,1675000.0
,반환금,0.0
,예비비,1675000.0
세출합계,세출합계,825260000.0
