정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,27415850.0
,교직원보수,0.0
,기타 교직원 보수,16803280.0
,교직원 복지 및 역량강화,10612570.0
학생복지/교육격차 해소,학생복지/교육격차 해소,422994610.0
,급식 관리,311137450.0
,기숙사 관리,0.0
,보건관리,25320250.0
,교육격차 해소,3307000.0
,학생복지,83229910.0
기본적 교육활동,기본적 교육활동,144639580.0
,교과 활동,130279380.0
,창의적 체험활동,14360200.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,358015190.0
,방과후학교 운영,243386520.0
,직업교육,0.0
,국제교육,0.0
,독서활동,54714400.0
,교기육성,54914270.0
,기타 선택적 교육활동,5000000.0
교육활동 지원,교육활동 지원,234992460.0
,교무업무 운영,45938030.0
,생활지도 운영,37237080.0
,연구학교 운영,8000000.0
,학습지원실 운영,13510240.0
,교육여건 개선,130307110.0
학교 일반운영,학교 일반운영,202841570.0
,학교기관운영,113052700.0
,시설 장비 유지,89388870.0
,학교운영 협력,400000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,3079800.0
,반환금,3079800.0
,예비비,0.0
세출합계,세출합계,1393979060.0
