정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,160476910.0
,교직원보수,0.0
,기타 교직원 보수,96883560.0
,교직원 복지 및 역량강화,63593350.0
학생복지/교육격차 해소,학생복지/교육격차 해소,2428093400.0
,급식 관리,1941303520.0
,기숙사 관리,0.0
,보건관리,299776050.0
,교육격차 해소,41817700.0
,학생복지,145196130.0
기본적 교육활동,기본적 교육활동,1487289030.0
,교과 활동,1148248520.0
,창의적 체험활동,325040510.0
,자유학기(년) 활동,14000000.0
선택적 교육활동,선택적 교육활동,1325456870.0
,방과후학교 운영,960656450.0
,직업교육,0.0
,국제교육,0.0
,독서활동,98910150.0
,교기육성,250534860.0
,기타 선택적 교육활동,15355410.0
교육활동 지원,교육활동 지원,1275082410.0
,교무업무 운영,261518070.0
,생활지도 운영,60754600.0
,연구학교 운영,38901280.0
,학습지원실 운영,117725130.0
,교육여건 개선,796183330.0
학교 일반운영,학교 일반운영,907087440.0
,학교기관운영,298548700.0
,시설 장비 유지,599548110.0
,학교운영 협력,8990630.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,89885140.0
,반환금,89885140.0
,예비비,0.0
세출합계,세출합계,7673371200.0
