정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,158867420
,교직원보수,0
,기타 교직원 보수,140911360
,교직원 복지 및 역량강화,17956060
학생복지/교육격차 해소,학생복지/교육격차 해소,588482170
,급식 관리,445067830
,기숙사 관리,0
,보건관리,17616550
,교육격차 해소,3000000
,학생복지,122797790
기본적 교육활동,기본적 교육활동,160576688
,교과 활동,129666818
,창의적 체험활동,30909870
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,297745808
,방과후학교 운영,23574830
,직업교육,0
,국제교육,0
,독서활동,22912050
,교기육성,0
,기타 선택적 교육활동,251258928
교육활동 지원,교육활동 지원,357614630
,교무업무 운영,102720679
,생활지도 운영,97840820
,연구학교 운영,136906821
,학습지원실 운영,12441270
,교육여건 개선,7705040
학교 일반운영,학교 일반운영,533847241
,학교기관운영,156642141
,시설 장비 유지,373200000
,학교운영 협력,4005100
학교시설 확충,학교시설 확충,44989890
,시설확충 및 개선,44989890
학교 재무활동,학교 재무활동,952510
,반환금,952510
,예비비,0
세출합계,세출합계,2143076357
