정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,42709870
,교직원보수,0
,기타 교직원 보수,27351910
,교직원 복지 및 역량강화,15357960
학생복지/교육격차 해소,학생복지/교육격차 해소,442265740
,급식 관리,310482910
,기숙사 관리,0
,보건관리,39264130
,교육격차 해소,9850000
,학생복지,82668700
기본적 교육활동,기본적 교육활동,207816320
,교과 활동,188434460
,창의적 체험활동,19381860
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,183978990
,방과후학교 운영,74707430
,직업교육,0
,국제교육,0
,독서활동,49827530
,교기육성,59444030
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,361438690
,교무업무 운영,75224250
,생활지도 운영,68733900
,연구학교 운영,32792690
,학습지원실 운영,38867370
,교육여건 개선,145820480
학교 일반운영,학교 일반운영,368935855
,학교기관운영,39531045
,시설 장비 유지,327816190
,학교운영 협력,1588620
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,1607145465
