정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,110956920
,교직원보수,0
,기타 교직원 보수,98409420
,교직원 복지 및 역량강화,12547500
학생복지/교육격차 해소,학생복지/교육격차 해소,584605840
,급식 관리,419261880
,기숙사 관리,0
,보건관리,64628130
,교육격차 해소,18607000
,학생복지,82108830
기본적 교육활동,기본적 교육활동,182974110
,교과 활동,115875690
,창의적 체험활동,67098420
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,251816380
,방과후학교 운영,185055690
,직업교육,0
,국제교육,0
,독서활동,56268980
,교기육성,0
,기타 선택적 교육활동,10491710
교육활동 지원,교육활동 지원,493059801
,교무업무 운영,97035380
,생활지도 운영,84295820
,연구학교 운영,0
,학습지원실 운영,46844950
,교육여건 개선,264883651
학교 일반운영,학교 일반운영,468588917
,학교기관운영,82804867
,시설 장비 유지,385328050
,학교운영 협력,456000
학교시설 확충,학교시설 확충,34159790
,시설확충 및 개선,34159790
학교 재무활동,학교 재무활동,350070
,반환금,350070
,예비비,0
세출합계,세출합계,2126511828
