정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,184950000
,교직원보수,0
,기타 교직원 보수,155616660
,교직원 복지 및 역량강화,29333340
학생복지/교육격차 해소,학생복지/교육격차 해소,1344916623
,급식 관리,1125574213
,기숙사 관리,0
,보건관리,133466200
,교육격차 해소,16431450
,학생복지,69444760
기본적 교육활동,기본적 교육활동,372643260
,교과 활동,332852120
,창의적 체험활동,39791140
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,431153880
,방과후학교 운영,230983410
,직업교육,0
,국제교육,0
,독서활동,70592950
,교기육성,88693360
,기타 선택적 교육활동,40884160
교육활동 지원,교육활동 지원,636377360
,교무업무 운영,64405430
,생활지도 운영,100220130
,연구학교 운영,0
,학습지원실 운영,74562250
,교육여건 개선,397189550
학교 일반운영,학교 일반운영,495332965
,학교기관운영,84314116
,시설 장비 유지,408714219
,학교운영 협력,2304630
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,86830
,반환금,86830
,예비비,0
세출합계,세출합계,3465460918
