정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,87956000
,교직원보수,0
,기타 교직원 보수,70060370
,교직원 복지 및 역량강화,17895630
학생복지/교육격차 해소,학생복지/교육격차 해소,843588270
,급식 관리,730785160
,기숙사 관리,0
,보건관리,84576410
,교육격차 해소,95040
,학생복지,28131660
기본적 교육활동,기본적 교육활동,400337909
,교과 활동,359950970
,창의적 체험활동,40386939
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,590512950
,방과후학교 운영,424449670
,직업교육,0
,국제교육,0
,독서활동,48059860
,교기육성,101537140
,기타 선택적 교육활동,16466280
교육활동 지원,교육활동 지원,283030283
,교무업무 운영,82420136
,생활지도 운영,66477667
,연구학교 운영,0
,학습지원실 운영,52082660
,교육여건 개선,82049820
학교 일반운영,학교 일반운영,362144654
,학교기관운영,56063564
,시설 장비 유지,305727090
,학교운영 협력,354000
학교시설 확충,학교시설 확충,122613280
,시설확충 및 개선,122613280
학교 재무활동,학교 재무활동,63787960
,반환금,63787960
,예비비,0
세출합계,세출합계,2753971306
