정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,160473190
,교직원보수,0
,기타 교직원 보수,128619000
,교직원 복지 및 역량강화,31854190
학생복지/교육격차 해소,학생복지/교육격차 해소,1541810830
,급식 관리,1317259760
,기숙사 관리,0
,보건관리,138877380
,교육격차 해소,3970960
,학생복지,81702730
기본적 교육활동,기본적 교육활동,411392230
,교과 활동,313394830
,창의적 체험활동,97997400
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,800066750
,방과후학교 운영,675762050
,직업교육,0
,국제교육,0
,독서활동,32041320
,교기육성,76797000
,기타 선택적 교육활동,15466380
교육활동 지원,교육활동 지원,383944320
,교무업무 운영,73230310
,생활지도 운영,161805970
,연구학교 운영,0
,학습지원실 운영,114812170
,교육여건 개선,34095870
학교 일반운영,학교 일반운영,790289529
,학교기관운영,202400389
,시설 장비 유지,548517950
,학교운영 협력,39371190
학교시설 확충,학교시설 확충,2000900
,시설확충 및 개선,2000900
학교 재무활동,학교 재무활동,13317790
,반환금,13317790
,예비비,0
세출합계,세출합계,4103295539
