정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,20500000
,교직원보수,0
,기타 교직원 보수,15600000
,교직원 복지 및 역량강화,4900000
학생복지/교육격차 해소,학생복지/교육격차 해소,106329000
,급식 관리,58901000
,기숙사 관리,0
,보건관리,44428000
,교육격차 해소,0
,학생복지,3000000
기본적 교육활동,기본적 교육활동,50604000
,교과 활동,34704000
,창의적 체험활동,15900000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,22850000
,방과후학교 운영,9450000
,직업교육,0
,국제교육,0
,독서활동,10400000
,교기육성,3000000
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,44324000
,교무업무 운영,8502000
,생활지도 운영,1000000
,연구학교 운영,25000000
,학습지원실 운영,6380000
,교육여건 개선,3442000
학교 일반운영,학교 일반운영,179035000
,학교기관운영,40872000
,시설 장비 유지,137813000
,학교운영 협력,350000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,10000000
,반환금,10000000
,예비비,0
세출합계,세출합계,433642000
