정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,139012360
,교직원보수,0
,기타 교직원 보수,94131870
,교직원 복지 및 역량강화,44880490
학생복지/교육격차 해소,학생복지/교육격차 해소,1479363555
,급식 관리,1227536205
,기숙사 관리,0
,보건관리,154855190
,교육격차 해소,19783350
,학생복지,77188810
기본적 교육활동,기본적 교육활동,503905979
,교과 활동,385060889
,창의적 체험활동,118845090
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,913905811
,방과후학교 운영,703926200
,직업교육,0
,국제교육,0
,독서활동,35848301
,교기육성,74712000
,기타 선택적 교육활동,99419310
교육활동 지원,교육활동 지원,279339690
,교무업무 운영,14906200
,생활지도 운영,106035910
,연구학교 운영,0
,학습지원실 운영,32610610
,교육여건 개선,125786970
학교 일반운영,학교 일반운영,899668818
,학교기관운영,359437058
,시설 장비 유지,537858350
,학교운영 협력,2373410
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,152700
,반환금,152700
,예비비,0
세출합계,세출합계,4215348913
