SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,경기도 의정부시,,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,0,3694000,0,344303000,500728000,S090000451,6570420000,J100000001,10,일반고등학교,N,경민고등학교,
고,사립,4,경기도 의정부시,4.0,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,6150000,15000000,0,204583000,4000000,S090000453,6449371000,J100000001,10,특성화고등학교,N,경민비즈니스고등학교,
고,사립,4,경기도 의정부시,4.0,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,20000000,20160000,0,452577000,4000000,S090000455,6244446000,J100000001,10,특성화고등학교,N,경민IT고등학교,
고,사립,4,경기도 안산시 단원구,4.0,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,5000000,64255000,0,908566000,500000,S090000457,8306211000,J100000001,10,일반고등학교,N,경안고등학교,
고,사립,4,경기도 안산시 단원구,4.0,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,30000000,57500000,0,294447000,125000000,S090000458,8108142000,J100000001,10,특성화고등학교,N,경일관광경영고등학교,
,사립,4,경기도 광주시,,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,5000000,128000000,0,859275000,371720000,S090000460,9203756000,J100000001,10,일반고등학교,N,경화여자고등학교,
,사립,4,경기도 성남시 분당구,,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,50000000,276168000,0,10332974000,684163000,S090000466,54615000,J100000001,10,특수목적고등학교,N,계원예술고등학교,
고,사립,4,경기도 고양시 일산서구,4.0,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,5000000,6300000,0,567850000,426463000,S090000468,4564894000,J100000001,10,일반고등학교,N,백송고등학교,
고,사립,4,경기도 고양시 덕양구,4.0,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,150000000,47583000,0,9196017000,10000000,S090000469,742517000,J100000001,10,특수목적고등학교,N,고양외국어고등학교,
고,사립,4,경기도 과천시,4.0,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,25000000,5805000,0,233038000,753005000,S090000473,5048486000,J100000001,10,일반고등학교,N,과천여자고등학교,
,사립,4,경기도 과천시,,경기도교육청,경기도교육청,J100000001,N,복식부기,예산세입,700000000,990222000,0,7174932000,16000000,S090000474,0,J100000001,10,특수목적고등학교,N,과천외국어고등학교,
