파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급,학교 수
충청남도교육청_중등_결산_세입_2023.csv,313028071900.0,2132305070.0,12393542814.0,0.0,1954991499.0,7152167322.0,중등,186
충청남도교육청_중등_결산_세입_2022.csv,274066305360.0,2073123340.0,8541516970.0,0.0,986306743.0,12901423828.0,중등,186
충청남도교육청_중등_결산_세입_2024.csv,315261033910.0,2674485840.0,17978312760.0,0.0,5191159085.0,4614720150.0,중등,186
충청남도교육청_초등_결산_세입_2024.csv,486108461400.0,5930291920.0,31188601660.0,0.0,4186993061.0,7576549471.0,초등,422
충청남도교육청_초등_결산_세입_2023.csv,470989573220.0,3470545400.0,29148556950.0,0.0,2379828546.0,5275848509.0,초등,419
충청남도교육청_초등_결산_세입_2022.csv,412452126400.0,3425051770.0,23834664467.0,0.0,1316658428.0,5651877556.0,초등,416
충청남도교육청_고등_결산_세입_2024.csv,487610407950.0,52384549920.0,64805061265.0,0.0,20053593784.0,14419921692.0,고등,118
충청남도교육청_고등_결산_세입_2022.csv,436170323660.0,24676355640.0,47428616380.0,0.0,2494566362.0,20691333660.0,고등,117
충청남도교육청_고등_결산_세입_2023.csv,484698316300.0,26398519180.0,54743739215.0,0.0,4391829952.0,35586224793.0,고등,118
중등_평균,300785137056.6667,2293304750.0,12971124181.333334,0.0,2710819109.0,8222770433.333333,중등,558
초등_평균,456692511115.6563,4281275456.7700877,28074825521.75179,0.0,2634677118.9848847,6172685334.390613,초등,1257
고등_평균,469587414531.7847,34514265619.49008,55682454881.303116,0.0,8998369023.235128,23573969754.815865,고등,353
전체_평균,418664644962.97046,8692233885.304428,28682587429.486164,0.0,3690429182.005535,9533663602.66559,전체,2168
