파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
광주광역시교육청_초등_결산_세입_2024.csv,1344592127.935484,8978072.567741936,347558405.9548387,0.0,8527266.709677419,13481608.225806452,초등
광주광역시교육청_초등_결산_세입_2023.csv,1325873796.8376622,10291818.564935066,306778019.6363636,0.0,7777672.389610389,14993404.194805196,초등
광주광역시교육청_초등_결산_세입_2022.csv,1171129302.8376622,10455052.318181818,273438251.08441556,0.0,5022385.454545454,21658417.961038962,초등
광주광역시교육청_고등_결산_세입_2024.csv,7037885250.8970585,153792403.94117647,497948174.6764706,0.0,62244898.63235294,311128662.75,고등
광주광역시교육청_중등_결산_세입_2024.csv,2435761379.3076925,21365686.274725273,115546160.98901099,0.0,15463021.098901099,23706042.58241758,중등
광주광역시교육청_고등_결산_세입_2022.csv,6189644194.838235,125712430.75,360125351.1911765,0.0,23594191.661764707,91604816.05882353,고등
광주광역시교육청_중등_결산_세입_2022.csv,2138395506.847826,12422849.043478262,96781470.57608695,0.0,9163084.47826087,52869466.217391305,중등
광주광역시교육청_중등_결산_세입_2023.csv,2308064245.978022,14536305.67032967,107832532.08791208,0.0,12652276.67032967,32875279.42857143,중등
광주광역시교육청_고등_결산_세입_2023.csv,6782487248.235294,141766279.2647059,419424502.88235295,0.0,42212219.8382353,179933540.38235295,고등
초등_평균,1280531742.536936,9908314.483619608,309258225.5585393,0.0,7109108.184611087,16711143.460550204,초등
고등_평균,6670005564.656863,140423704.6519608,425832676.25,0.0,42683770.04411765,194222339.73039213,고등
중등_평균,2294073710.71118,16108280.329511069,106720054.55100334,0.0,12426127.415830545,36483596.07612678,중등
