SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,1737895820,15331310,0,281506790,13532050,S140000173,3004264840,Q100000001,15,일반고등학교,N,광남고등학교,
고,사립,4,전라남도 광양시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,66648525,42182438,0,5580489960,1559013440,S140000177,2833334470,Q100000001,15,자율고등학교,N,광양제철고등학교,
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,85769380,37493850,0,196044400,121012870,S140000182,6735338280,Q100000001,15,일반고등학교,N,금성고등학교,
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,40332139,39687649,0,264427310,46654470,S140000185,6317921000,Q100000001,15,특성화고등학교,N,나주공업고등학교,
고,사립,4,전라남도 화순군,4.0,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,159173870,12229350,0,1567307450,338015000,S140000188,7148505530,Q100000001,15,일반고등학교,N,능주고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,50721520,22891150,0,581272630,300745840,S140000199,8007316050,Q100000001,15,일반고등학교,N,목포덕인고등학교,
고,사립,4,전라남도 목포시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,48345340,22470370,0,441673480,9616000,S140000200,6638300450,Q100000001,15,일반고등학교,N,목포마리아회고등학교,
고,사립,4,전라남도 목포시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,결산세입,341901535,6013930,0,39912480,16757000,S140000202,6226955690,Q100000001,15,특성화고등학교,N,목포성신고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,249160448,62323373,0,158065070,55764710,S140000204,10814241610,Q100000001,15,특성화고등학교,N,목포중앙고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,1857376943,44684700,0,504544990,50200000,S140000206,9953119771,Q100000001,15,특성화고등학교,N,목포여자상업고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,32713680,38559410,0,548055180,329545660,S140000208,8372214200,Q100000001,15,일반고등학교,N,목포정명여자고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,727373600,11237190,0,411187200,407237850,S140000211,7718784670,Q100000001,15,일반고등학교,N,목포혜인여자고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,미지정,결산세입,312025240,36898870,0,1133158910,12974000,S140000212,8767195000,Q100000001,15,일반고등학교,N,목포홍일고등학교,
