SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,5000000,3587000,0,313847000,8240000,S140000173,2676259000,Q100000001,15,일반고등학교,N,광남고등학교,
고,사립,4,전라남도 광양시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,1000000,33316000,0,6761003000,1457255000,S140000177,764059000,Q100000001,15,자율고등학교,N,광양제철고등학교,
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,12101000,29770000,0,198270000,57356000,S140000182,4404449000,Q100000001,15,일반고등학교,N,금성고등학교,
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,0,36464000,0,245947000,15454000,S140000185,4667808000,Q100000001,15,특성화고등학교,N,나주공업고등학교,
고,사립,4,전라남도 화순군,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,0,9500000,0,1649820000,331550000,S140000188,4861309000,Q100000001,15,일반고등학교,N,능주고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,30000000,11000000,0,974810000,324585000,S140000199,5943611000,Q100000001,15,일반고등학교,N,목포덕인고등학교,
고,사립,4,전라남도 목포시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,0,5785000,0,770676000,45000000,S140000200,5103495000,Q100000001,15,일반고등학교,N,목포마리아회고등학교,
고,사립,4,전라남도 목포시,4.0,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,0,2910000,0,39428000,0,S140000202,3467970000,Q100000001,15,특성화고등학교,N,목포성신고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,0,8000000,0,210827000,9000000,S140000204,4524977000,Q100000001,15,특성화고등학교,N,목포중앙고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,N,복식부기,예산세입,0,11000000,0,509408000,10000000,S140000206,6357640000,Q100000001,15,특성화고등학교,N,목포여자상업고등학교,
