정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,65497770
,교직원보수,0
,기타 교직원 보수,48814770
,교직원 복지 및 역량강화,16683000
학생복지/교육격차 해소,학생복지/교육격차 해소,800132400
,급식 관리,616492620
,기숙사 관리,0
,보건관리,58974490
,교육격차 해소,50636380
,학생복지,74028910
기본적 교육활동,기본적 교육활동,150445700
,교과 활동,57167950
,창의적 체험활동,73700970
,자유학기(년) 활동,19576780
선택적 교육활동,선택적 교육활동,217347270
,방과후학교 운영,450000
,직업교육,0
,국제교육,0
,독서활동,18829930
,교기육성,198067340
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,116475060
,교무업무 운영,44974560
,생활지도 운영,25713780
,연구학교 운영,9896980
,학습지원실 운영,11642240
,교육여건 개선,24247500
학교 일반운영,학교 일반운영,285569600
,학교기관운영,115015700
,시설 장비 유지,169595900
,학교운영 협력,958000
학교시설 확충,학교시설 확충,34928150
,시설확충 및 개선,34928150
학교 재무활동,학교 재무활동,5400000
,반환금,5400000
,예비비,0
세출합계,세출합계,1675795950
