파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
대전광역시교육청_공립_고등_결산_세출_2023.csv,101079427.64705883,1295601153.264706,614774330.4411764,488670570.88235295,354739449.4117647,482099571.7647059,241635.88235294117,11619873.235294119,6373885.332352943,고등
대전광역시교육청_공립_고등_결산_세출_2022.csv,100036792.05882353,1161014559.5,595940492.6470588,496429461.4705882,443133589.4117647,466512077.0588235,1500291.1764705882,6946886.176470588,6027663.573529411,고등
대전광역시교육청_공립_고등_결산_세출_2024.csv,102093583.23529412,1410030073.5294118,1069795083.2352941,591395428.3529412,441385069.7058824,533502049.11764705,5826147.352941177,15798970.0,7974878.94117647,고등
대전광역시교육청_공립_초등_결산_세출_2022.csv,40485375.13513514,659167516.3581082,281032235.9324324,469508259.9594595,233967680.7027027,256392934.44594595,2165147.7027027025,10175897.5,5372111.302027027,초등
대전광역시교육청_공립_초등_결산_세출_2023.csv,42062855.70469799,715445354.3758389,329728736.5704698,489048245.6442953,228025947.69127518,262334548.79865772,881905.6375838926,6010843.758389262,5933134.338356164,초등
대전광역시교육청_공립_초등_결산_세출_2024.csv,43927320.0,744756510.6092715,367818026.6821192,557754814.9933774,226096585.60927153,287456715.5960265,1882258.1456953643,1764890.2649006622,6611955.226845638,초등
대전광역시교육청_공립_중등_결산_세출_2024.csv,52636347.567567565,804814551.081081,306307486.6891892,122219565.8108108,252511898.0135135,307835337.972973,230635.13513513515,916657.5540540541,5180662.730136987,중등
대전광역시교육청_공립_중등_결산_세출_2022.csv,49716220.4109589,719828403.8356165,202781046.84931508,130070681.91780822,309259947.36986303,271696294.65753424,1775753.4246575343,5458826.02739726,4445175.894444444,중등
대전광역시교육청_공립_중등_결산_세출_2023.csv,52978039.45205479,785092832.8767123,253091084.24657536,116584228.76712328,272438771.2328767,291391054.65753424,232616.43835616438,5857006.575342466,4775663.095833334,중등
고등_평균,101069934.31372549,1288881928.764706,760169968.7745098,525498486.9019608,413086036.1764706,494037899.3137255,2522691.4705882357,11455243.137254903,6792142.615686275,고등
초등_평균,42158516.94661104,706456460.4477395,326192999.72834045,505437106.86571074,229363404.6677498,268728066.28021,1643103.828660653,5983877.1744299745,5972400.289076276,초등
중등_평균,51776869.14352709,769911929.26447,254059872.59502652,122958158.83191411,278070205.5387511,290307562.42934716,746334.9993829447,4077496.71893126,4800500.573471588,중등
