파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
대전광역시교육청_공립_고등_결산_세입_2024.csv,121359023550,1750858460,16705759204,0,1925320598,488441512,고등
대전광역시교육청_공립_고등_결산_세입_2022.csv,101039085010,1775782260,7191934163,0,758561450,1418190390,고등
대전광역시교육청_공립_고등_결산_세입_2023.csv,100132367850,1508251640,10561706810,0,1190619258,955382190,고등
대전광역시교육청_공립_중등_결산_세입_2023.csv,122021596030,357104020,5734141370,0,1161984374,1090901718,중등
대전광역시교육청_공립_중등_결산_세입_2022.csv,117268941430,257375368,4401992960,0,995714680,1579733108,중등
대전광역시교육청_공립_중등_결산_세입_2024.csv,126726407430,368409230,8044042920,0,1447804347,596405142,중등
대전광역시교육청_공립_초등_결산_세입_2024.csv,302059280990,2931661890,29044149490,0,2607174539,1571286001,초등
대전광역시교육청_공립_초등_결산_세입_2023.csv,274019612020,2843235500,29712432890,0,1571688251,2372440792,초등
대전광역시교육청_공립_초등_결산_세입_2022.csv,264774810170,2552454840,18987058030,0,1062823724,4042600131,초등
고등_합계,322530476410,5034892360,34459400177,0,3874501306,2862014092,고등
중등_합계,366016944890,982888618,18180177250,0,3605503401,3267039968,중등
초등_합계,840853703180,8327352230,77743640410,0,5241686514,7986326924,초등
2024_합계,550144711970,5050929580,53793951614,0,5980299484,2656132655,전체
2022_합계,483082836610,4585612468,30580985153,0,2817099854,7040523629,전체
2023_합계,496173575900,4708591160,46008281070,0,3924291883,4418724700,전체
