파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급,학교 수
대전광역시교육청_공립_초등_예산_세출_2023.csv,6461772000.0,102148634000.0,34065819000.0,45794953000.0,14772812000.0,38232146000.0,300000.0,321467000.0,676332605.7,초등,150
대전광역시교육청_공립_초등_예산_세출_2022.csv,6408391000.0,93554128000.0,31521212000.0,47821539000.0,14552853000.0,34612363000.0,300000.0,797652000.0,616716302.0,초등,150
대전광역시교육청_공립_초등_예산_세출_2024.csv,6705200000.0,108046179000.0,29098981000.0,49043324000.0,16259178000.0,42489186000.0,2300000.0,168443000.0,780594304.0,초등,150
대전광역시교육청_공립_중등_예산_세출_2023.csv,3618057000.0,51904634000.0,14481484000.0,4412882000.0,8901294000.0,20080953000.0,10220000.0,123079000.0,284300040.90000004,중등,73
대전광역시교육청_공립_고등_예산_세출_2023.csv,3322090000.0,43708007000.0,21140842000.0,6882432000.0,6941987000.0,15191022000.0,35600000.0,173804000.0,182475459.20000002,고등,34
대전광역시교육청_공립_고등_예산_세출_2022.csv,3387213000.0,41581480000.0,10952854000.0,10036484000.0,6281659000.0,14545087000.0,8120000.0,287235000.0,164008788.5,고등,34
대전광역시교육청_공립_중등_예산_세출_2022.csv,3540776000.0,48220963000.0,12329636000.0,4360465000.0,8552841000.0,18593984000.0,11175000.0,464618000.0,252394100.6,중등,73
대전광역시교육청_공립_고등_예산_세출_2024.csv,3188687000.0,46193739000.0,16034671000.0,5663795000.0,7881474000.0,16510333000.0,9600000.0,80784000.0,182145697.3,고등,34
대전광역시교육청_공립_중등_예산_세출_2024.csv,3637743000.0,55120683000.0,13336198000.0,4641471000.0,10170542000.0,21709680000.0,29560000.0,64320000.0,297775909.6,중등,73
초등_평균,6525121000.0,101249647000.0,31562004000.0,47553272000.0,15194947666.666666,38444565000.0,966666.6666666666,429187333.3333333,691214403.9,초등,450
중등_평균,3598858666.6666665,51748760000.0,13382439333.333334,4471606000.0,9208225666.666666,20128205666.666668,16985000.0,217339000.0,278156683.7,중등,219
고등_평균,3299330000.0,43827742000.0,16042789000.0,7527570333.333333,7035040000.0,15415480666.666666,17773333.333333332,180607666.66666666,176209981.66666666,고등,102
전체_평균,5267167520.103762,79592411509.72763,24345033063.553825,30020838246.433205,12414918224.383917,30195214421.53048,7740071.335927367,336126488.9753567,505753843.8590143,전체,771
