파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
대전광역시교육청_공립_초등_예산_세입_2024.csv,1399583806.6666667,8073813.333333333,255125940.0,0.0,9129360.0,6839020.0,초등
대전광역시교육청_공립_초등_예산_세입_2022.csv,1159096600.0,15108140.0,335565660.0,0.0,5944453.333333333,12741400.0,초등
대전광역시교육청_공립_초등_예산_세입_2023.csv,1256836673.3333333,16936160.0,323139580.0,0.0,7161933.333333333,7911673.333333333,초등
대전광역시교육청_공립_고등_예산_세입_2024.csv,2239331029.4117646,1163323.5294117648,528741588.2352941,0.0,26957941.17647059,14485029.411764706,고등
대전광역시교육청_공립_중등_예산_세입_2024.csv,1325076986.30137,143150.68493150684,144295767.12328768,0.0,13724958.90410959,5939917.808219178,중등
대전광역시교육청_공립_고등_예산_세입_2022.csv,1929912823.5294118,2699823.529411765,592090676.4705882,0.0,15981852.94117647,20495176.470588237,고등
대전광역시교육청_공립_중등_예산_세입_2022.csv,1168097780.8219178,478356.16438356164,125571616.43835616,0.0,9356000.0,12584712.328767123,중등
대전광역시교육청_공립_중등_예산_세입_2023.csv,1254475602.739726,324109.58904109587,144557041.0958904,0.0,11224753.424657535,7673328.767123288,중등
대전광역시교육청_공립_고등_예산_세입_2023.csv,2188820088.2352943,2030088.2352941176,632894382.3529412,0.0,26663500.0,14173823.529411765,고등
초등_평균,1271839026.6666667,13372704.444444442,304610393.3333333,0.0,7411915.555555555,9164031.11111111,초등
고등_평균,2119354647.0588236,1964411.7647058824,584575549.0196079,0.0,23201098.039215684,16384676.470588235,고등
중등_평균,1249216789.9543378,315205.4794520548,138141474.88584474,0.0,11435237.442922374,8732652.96803653,중등
