조사년도,개방ID,학교명,시도명,학교구분명,전문대_여자재학생수,전문대_재학생수,전문대_재적여학생수,전문대_재적학생수,전문대_학사심화과정입학정원수,전문대_입학정원수,전문대_심화과정학과수,전문대_학과수,전문대_휴학생수,전문대_여자휴학생수,전문대_야간4학년재적여학생수,전문대_야간4학년재적학생수,전문대_야간3학년재적여학생수,전문대_야간3학년재적학생수,전문대_야간2학년재적여학생수,전문대_야간2학년재적학생수,전문대_야간1학년재적여학생수,전문대_야간1학년재적학생수,전문대_야간여자휴학생수,전문대_야간휴학생수,전문대_야간여자재학생수,전문대_야간재학생수,전문대_주간학사심화과정4학년재적학생수,전문대_주간학사심화과정3학년재적학생수,전문대_주간학사심화과정2학년재적학생수,전문대_주간학사심화과정1학년재적학생수,전문대_주간4학년재적여학생수,전문대_주간4학년재적학생수,전문대_주간3학년재적여학생수,전문대_주간3학년재적학생수,전문대_주간2학년재적여학생수,전문대_주간2학년재적학생수,전문대_주간1학년재적여학생수,전문대_주간1학년재적학생수,전문대_주간여자휴학생수,전문대_주간휴학생수,전문대_주간여자재학생수,전문대_주간재학생수,전문대_여자졸업생수,전문대_졸업생수,전문대_학사심화과정여자입학생수,전문대_학사심화과정입학생수,전문대_여자입학생수,전문대_입학생수,전문대_야간학사심화과정4학년재적학생수,전문대_야간학사심화과정3학년재적학생수,전문대_야간학사심화과정2학년재적학생수,전문대학_주간학사심화과정재적학생수,전문대학_주간학사심화과정재적여학생수,전문대_건물면적,전문대학_주간학사심화과정1학년재적여학생수,전문대학_주간학사심화과정2학년재적여학생수,전문대_교원정원수,전문대_교원수,전문대_학교수,전문대_사무직원정원수,전문대_사무직원수,전문대학_야간학사심화과정4학년재적여학생수,전문대학_야간학사심화과정3학년재적여학생수,전문대학_야간학사심화과정2학년재적여학생수,전문대학_야간학사심화과정1학년재적여학생수,전문대학_야간학사심화과정재적학생수,전문대학_야간학사심화과정재적여학생수,전문대_여자교원수,전문대_여자사무직원수,전문대학_주간학사심화과정4학년재적여학생수,전문대학_주간학사심화과정3학년재적여학생수,전문대_야간학사심화과정1학년재적학생수,,,,,
2014,4327552795,창신대학,경남,전문대학,139,356,149,757,0,105,0,33,401,10,0,0,0,0,3,13,0,1,1,4,2,10,0,0,0,0,0,0,115,124,31,419,0,200,9,397,137,346,608,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2014,4356752395,인천재능대학교,인천,전문대학,2249,4152,3028,8311,0,3712,0,30,4159,779,0,0,0,0,37,55,15,32,1,2,51,85,0,0,0,0,0,0,110,131,1583,4973,1283,3120,778,4157,2198,4067,942,1452,0,0,0,3926,0,0,0,0,0,0,0,0,1,108,1,46,62,0,0,0,0,0,0,38,18,0,0,0,,,,,
2014,4389398634,영남외국어대학,경북,전문대학,699,1033,766,1235,0,1090,0,25,202,67,0,0,0,0,24,64,8,26,8,26,24,64,0,0,0,0,0,0,100,111,313,523,321,511,59,176,675,969,252,356,0,0,0,1079,0,0,0,0,0,0,0,0,1,30,1,65,28,0,0,0,0,0,0,13,8,0,0,0,,,,,
2014,4423430502,서해대학,전북,전문대학,881,1477,1084,2154,0,1970,0,47,677,203,0,0,15,17,176,277,158,267,66,142,283,419,0,0,0,0,0,0,104,173,267,642,364,778,137,535,598,1058,450,657,0,0,0,1506,0,0,0,0,0,0,0,0,1,48,1,45,23,0,0,0,0,0,0,15,5,0,0,0,,,,,
2014,4433675467,창원문성대학,경남,전문대학,1875,4837,2344,9409,0,4723,0,97,4572,469,0,0,34,36,147,537,185,591,90,423,276,741,0,0,0,0,0,0,195,235,904,3690,879,4320,379,4149,1599,4096,687,1641,0,0,0,4916,0,0,0,0,0,0,0,0,1,125,1,70,55,0,0,0,0,0,0,24,27,0,0,0,,,,,
2014,4455086469,동원대학,경기,전문대학,2066,4387,2484,7737,110,7400,4,54,3350,418,0,0,0,0,147,208,164,239,20,53,328,450,0,0,0,0,0,0,30,96,1165,4362,941,2776,398,3297,1738,3937,951,1605,0,54,0,8407,0,0,15,0,0,0,0,0,1,100,1,74,67,0,0,11,26,56,37,28,23,0,0,41,,,,,
2014,4574799895,김천대학,경북,전문대학,0,58,0,74,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,24,0,1,0,16,0,58,4,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2014,4607676267,송원대학,광주,전문대학,22,320,31,500,0,0,0,31,180,9,0,0,0,0,3,24,0,5,1,17,2,12,0,0,0,0,0,0,25,43,3,369,0,59,8,163,20,308,234,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2014,4644152700,성덕대학,경북,전문대학,1043,1352,1078,1450,0,1417,0,16,98,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,134,488,641,505,675,35,98,1043,1352,437,564,0,0,0,1434,0,0,0,0,0,0,0,0,1,44,1,44,31,0,0,0,0,0,0,27,12,0,0,0,,,,,
2014,4651407539,선린대학,경북,전문대학,1918,2852,2183,4186,80,2659,2,48,1334,265,0,0,0,0,96,137,61,67,26,59,170,188,0,0,40,0,174,198,416,529,729,1735,628,1437,239,1275,1748,2664,656,977,0,80,0,2923,0,0,43,40,40,0,0,40,1,79,1,72,64,0,0,39,0,43,39,43,39,0,0,0,,,,,
2014,4694034814,경남도립남해대학,경남,전문대학,312,1045,372,2024,50,930,1,8,979,60,0,0,0,0,0,0,0,0,5,13,23,40,0,0,0,0,0,0,0,0,197,798,147,1173,55,966,289,1005,152,415,0,47,0,968,0,0,25,0,0,0,0,0,0,25,1,40,48,0,0,14,14,53,28,0,29,0,0,28,,,,,
2014,4695447266,경복대학,경기,전문대학,4662,7033,5315,10608,0,6034,0,80,3575,653,0,0,73,92,85,230,87,199,30,181,215,340,0,0,0,0,116,131,762,1063,2256,5492,1936,3401,623,3394,4447,6693,1553,2114,0,0,0,6625,0,0,0,0,0,0,0,0,1,154,1,67,50,0,0,0,0,0,0,91,18,0,0,0,,,,,
2014,4882078588,김해대학,경남,전문대학,951,1582,1049,1977,0,1610,0,36,395,98,0,0,0,0,82,136,66,121,23,40,125,217,0,0,0,0,0,0,148,190,356,722,397,808,75,355,826,1365,205,329,0,0,0,1715,0,0,0,0,0,0,0,0,0,42,1,0,46,0,0,0,0,0,0,19,23,0,0,0,,,,,
2014,5043034195,광양보건대학,전남,전문대학,1448,2131,1597,2943,30,3010,2,19,812,149,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,523,712,608,1416,464,805,149,812,1446,2121,579,766,0,10,0,2197,0,0,10,0,0,0,0,0,0,72,1,35,16,0,0,2,0,10,2,20,9,0,0,0,,,,,
2014,5157359063,청강문화산업대학,경기,전문대학,3009,4643,3470,6403,0,3826,1,43,1760,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1024,1400,1089,2621,1357,2381,461,1760,3009,4643,684,1142,0,0,0,4039,0,0,0,1,0,0,0,0,1,93,1,75,71,0,0,0,0,0,0,36,27,0,0,0,,,,,
2014,5182121753,충청대학,충북,전문대학,2637,5957,2978,10714,120,5087,4,72,4757,341,0,0,3,6,106,208,111,230,19,54,257,477,0,0,0,0,34,35,208,345,1311,5654,1149,4149,322,4703,2380,5480,1145,2143,0,83,0,5825,0,0,34,0,0,0,0,0,1,138,1,110,84,0,0,22,34,87,56,41,19,0,0,53,,,,,
2014,5197615802,경북전문대학,경북,전문대학,1473,2860,1675,4907,50,2645,2,44,2047,202,0,0,0,0,78,117,60,88,15,50,123,188,0,0,0,0,0,0,285,333,625,2429,627,1907,187,1997,1350,2672,459,915,0,27,0,2896,0,0,16,0,0,0,0,0,1,83,1,75,64,0,0,0,0,33,0,25,21,0,0,17,,,,,
2014,5241208136,오산대학,경기,전문대학,2441,5540,3102,10316,0,5105,0,63,4776,661,0,0,5,17,59,180,38,106,12,73,90,230,0,0,0,0,0,0,121,223,1610,6086,1269,3704,649,4703,2351,5310,1148,1999,0,0,0,5422,0,0,0,0,0,0,0,0,1,138,1,90,85,0,0,0,0,0,0,48,33,0,0,0,,,,,
2014,5549670755,두원공과대학,경기,전문대학,2125,6980,2399,13478,45,5655,2,84,6498,274,0,0,2,42,192,650,167,561,18,284,343,980,0,0,0,0,0,0,211,847,939,7171,888,4196,256,6214,1782,6000,757,2165,0,9,0,6633,0,0,3,0,0,0,0,0,1,166,1,57,80,0,0,0,0,11,0,39,20,0,0,8,,,,,
2014,5616359591,대구미래대학,경북,전문대학,641,1488,670,2102,15,2137,1,49,614,29,0,0,0,0,75,177,31,77,7,46,99,213,0,0,0,0,0,0,38,45,288,1153,238,645,22,568,542,1275,348,713,0,0,0,1286,0,0,5,0,0,0,0,0,1,55,1,20,27,0,0,0,0,5,0,10,6,0,0,0,,,,,
2014,5663107812,서울예술대학,경기,전문대학,1935,3391,2700,5380,0,2169,0,16,1989,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,1938,797,1979,781,1463,765,1989,1935,3391,637,1032,0,0,0,3018,0,0,0,0,0,0,0,0,1,85,1,50,50,0,0,0,0,0,0,25,19,0,0,0,,,,,
2014,5795471072,배화여자대학,서울,전문대학,3235,3235,3792,3792,0,3026,1,33,557,557,0,0,64,64,465,465,298,298,136,136,695,695,0,0,0,0,0,0,228,228,1470,1470,1263,1263,421,421,2540,2540,1401,1401,0,0,0,3308,0,0,3,0,0,0,0,0,1,80,1,51,53,0,0,3,1,4,4,48,20,0,0,1,,,,,
2014,5823754429,고구려대학,전남,전문대학,1647,2298,1774,2578,0,2128,0,44,280,127,0,0,0,0,293,402,205,275,28,44,470,633,0,0,0,0,0,0,110,125,656,1049,510,727,99,236,1177,1665,638,925,0,0,0,1986,0,0,0,0,0,0,0,0,0,55,1,26,32,0,0,0,0,0,0,16,11,0,0,0,,,,,
2014,5967965006,서일대학,서울,전문대학,2941,6396,3831,11990,90,6428,3,69,5594,890,0,0,79,233,282,1215,241,870,104,1023,528,1356,0,0,0,0,0,0,322,892,1600,5330,1277,3389,786,4571,2413,5040,1023,2035,0,61,0,6912,0,0,30,0,0,0,0,0,1,177,1,61,61,0,0,18,12,61,30,59,23,0,0,31,,,,,
2014,6208432018,한영대학,전남,전문대학,848,1326,878,1580,15,1505,1,16,254,30,0,0,0,0,106,219,113,269,9,88,210,405,0,0,0,0,0,0,116,128,257,451,286,508,21,166,638,921,327,504,0,7,0,1440,0,0,5,0,0,0,0,0,0,42,1,15,19,0,0,0,0,5,0,12,8,0,0,0,,,,,
2014,6217320322,구미1대학,경북,전문대학,2607,5912,2878,8601,30,4059,1,74,2689,271,0,0,33,34,538,1017,613,1062,130,451,1056,1692,0,0,0,0,0,0,196,236,757,3419,739,2803,141,2238,1551,4220,968,2001,0,30,0,5938,0,0,15,0,0,0,0,0,1,133,1,89,56,0,0,0,2,30,2,41,23,0,0,15,,,,,
2014,6347138702,부산과학기술대학교,부산,전문대학,1824,5230,2329,12465,0,4730,0,96,7235,505,0,0,0,1,41,233,31,208,34,252,38,190,0,0,0,0,0,0,209,270,1083,5640,965,6113,471,6983,1786,5040,555,1529,0,0,0,5175,0,0,0,0,0,0,0,0,0,129,1,89,46,0,0,0,0,0,0,36,21,0,0,0,,,,,
2014,6373324573,부산경상대학,부산,전문대학,1915,4008,2517,7971,0,3318,0,79,3963,602,0,0,0,0,175,292,187,320,30,94,332,518,0,0,0,0,0,0,0,0,1153,3535,1002,3824,572,3869,1583,3490,642,1178,0,0,0,3455,0,0,0,0,0,0,0,0,1,85,1,32,84,0,0,0,0,0,0,23,41,0,0,0,,,,,
2014,6403395891,대구공업대학,대구,전문대학,909,2471,1147,5154,0,2584,0,16,2683,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,76,542,2647,543,2431,238,2683,909,2471,421,972,0,0,0,2534,0,0,0,0,0,0,0,0,1,75,1,47,43,0,0,0,0,0,0,16,14,0,0,0,,,,,
2014,6449749290,동우대학,강원,전문대학,399,702,420,893,0,568,0,21,191,21,0,0,0,0,0,5,0,2,0,3,0,4,0,0,0,0,0,0,402,526,14,302,4,58,21,188,399,698,978,1418,0,0,0,507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2014,6458310902,강릉영동대학,강원,전문대학,1958,3241,2422,5593,0,3042,0,39,2352,464,0,0,0,0,65,123,44,84,28,60,81,147,0,0,0,0,177,201,474,557,823,2524,839,2104,436,2292,1877,3094,677,1085,0,0,0,3360,0,0,0,0,0,0,0,0,1,93,1,63,57,0,0,0,0,0,0,46,14,0,0,0,,,,,
2014,6531755685,서울보건대학,경기,전문대학,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2014,6542043566,부산예술대학,부산,전문대학,464,940,550,1396,0,950,0,11,456,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,782,259,614,86,456,464,940,155,291,0,0,0,946,0,0,0,0,0,0,0,0,1,25,1,31,25,0,0,0,0,0,0,8,11,0,0,0,,,,,
2014,6579098820,성심외국어대학,부산,전문대학,0,0,244,1251,0,0,0,42,1251,244,0,0,0,0,27,83,9,107,36,190,0,0,0,0,0,0,0,0,0,0,120,411,88,650,208,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2014,6597150623,경남도립거창대학,경남,전문대학,385,1117,436,2088,0,1040,0,13,971,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,57,196,831,191,1200,51,971,385,1117,164,352,0,0,0,1042,0,0,0,0,0,0,0,0,1,30,1,33,63,0,0,0,0,0,0,5,34,0,0,0,,,,,
2014,6690823018,경인여자대학,인천,전문대학,5001,5001,5537,5537,0,4564,0,60,536,536,0,0,111,111,774,774,439,439,158,158,1166,1166,0,0,0,0,0,0,480,480,1806,1806,1927,1927,378,378,3835,3835,1784,1784,0,0,0,5190,0,0,0,0,0,0,0,0,1,114,1,60,59,0,0,0,0,0,0,63,30,0,0,0,,,,,
2014,6776323795,동아방송예술대학,경기,전문대학,1830,3414,2277,5263,115,2800,5,28,1849,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,740,1452,765,2246,716,1437,447,1849,1830,3414,460,850,0,115,0,3183,0,0,0,128,56,0,0,56,1,73,1,55,67,0,0,0,0,0,0,29,18,0,0,0,,,,,
2014,6783237993,계명문화대학,대구,전문대학,3183,5747,3769,9886,0,5245,1,65,4139,586,0,0,35,35,229,446,195,398,58,243,402,637,0,0,0,0,0,0,192,211,1703,5103,1414,3692,528,3896,2781,5110,1379,2285,0,0,0,5657,0,0,1,0,0,0,0,0,1,138,1,75,76,0,0,1,0,1,1,51,26,0,0,0,,,,,
2014,6821876287,대전보건대학,대전,전문대학,3991,6357,4752,10021,0,5900,0,49,3664,761,0,0,56,88,294,572,88,184,105,298,333,546,0,0,0,0,73,80,942,1392,1635,4413,1664,3292,656,3366,3658,5811,1462,2165,0,0,0,6401,0,0,0,0,0,0,0,0,1,150,1,178,128,0,0,0,0,0,0,67,65,0,0,0,,,,,
2014,6878157615,군산간호대학,전북,전문대학,957,1134,996,1255,0,960,0,1,121,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,252,262,314,251,370,260,319,39,121,957,1134,220,249,0,0,0,1170,0,0,0,0,0,0,0,0,1,32,1,46,26,0,0,0,0,0,0,26,13,0,0,0,,,,,
2014,6924725592,인천전문대학,인천,전문대학,3,21,64,594,0,0,1,55,573,61,0,0,1,4,8,51,2,67,10,115,1,9,0,0,0,0,0,0,2,12,34,227,17,231,51,458,2,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,
2014,7043987333,전남도립대학,전남,전문대학,694,1655,775,2674,50,1785,2,23,1019,81,0,0,0,0,0,0,0,0,1,2,1,14,0,0,0,12,0,0,88,93,307,917,377,1636,80,1017,693,1641,289,599,0,27,0,1795,0,0,7,12,1,0,1,0,1,51,1,34,40,0,0,1,1,16,2,6,12,0,0,9,,,,,
2014,7075858414,동서울대학,경기,전문대학,2845,7029,3153,11031,55,6349,1,91,4002,308,0,0,39,160,258,913,244,676,59,578,489,1182,0,0,0,0,0,0,257,815,1257,5201,1091,3255,249,3424,2356,5847,1236,2301,0,11,0,6732,0,0,11,0,0,0,0,0,1,160,1,78,65,0,0,7,0,11,7,54,11,0,0,0,,,,,
2014,7112644374,강원관광대학,강원,전문대학,623,1395,668,1715,0,1326,0,25,320,45,0,0,0,0,42,73,34,124,1,6,75,191,0,0,0,0,0,0,43,58,258,693,291,767,44,314,548,1204,228,430,0,0,0,1480,0,0,0,0,0,0,0,0,1,37,1,37,31,0,0,0,0,0,0,12,12,0,0,0,,,,,
2014,7180546641,한국골프대학,강원,전문대학,93,372,102,580,0,540,0,4,208,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,81,35,274,52,225,9,208,93,372,27,62,0,0,0,408,0,0,0,0,0,0,0,0,1,11,1,12,22,0,0,0,0,0,0,2,6,0,0,0,,,,,
2014,7189805090,원주대학,강원,전문대학,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2014,7197368383,동원과학기술대학교,경남,전문대학,976,2553,1078,4536,0,2634,0,15,1983,102,0,0,0,0,44,102,49,120,5,13,88,209,0,0,0,0,0,0,87,97,472,2102,426,2115,97,1970,888,2344,368,712,0,0,0,2719,0,0,0,0,0,0,0,0,1,66,1,46,48,0,0,0,0,0,0,19,10,0,0,0,,,,,
2014,7217154502,인하공업전문대학,인천,전문대학,2535,8342,3140,15762,0,6192,0,60,7420,605,0,0,38,137,374,2710,243,1912,165,2413,490,2346,0,0,0,0,0,0,144,375,1348,5983,993,4645,440,5007,2045,5996,1157,2960,0,0,0,7104,0,0,0,0,0,0,0,0,1,168,1,0,98,0,0,0,0,0,0,26,19,0,0,0,,,,,
2014,7344014406,전주비전대학,전북,전문대학,1415,3666,1511,5859,20,2958,2,51,2193,96,0,0,16,31,137,438,82,466,13,258,228,699,0,0,0,0,0,0,229,252,515,2182,526,2468,83,1935,1187,2967,433,1017,0,14,0,3482,0,0,16,0,0,0,0,0,1,81,1,62,88,0,0,6,0,22,6,24,28,0,0,6,,,,,
2014,7361554980,대구산업정보대학,대구,전문대학,2575,4235,3063,6720,0,3822,0,35,2485,488,0,0,47,50,245,349,189,273,80,169,401,503,0,0,0,0,31,36,409,588,1122,2996,1020,2428,408,2316,2174,3732,933,1329,0,0,0,4239,0,0,0,0,0,0,0,0,0,95,1,83,86,0,0,0,0,0,0,45,56,0,0,0,,,,,
2014,7425608277,강원도립대학,강원,전문대학,313,1124,370,2195,0,1030,0,13,1071,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,177,1249,183,901,57,1071,313,1124,142,363,0,0,0,1067,0,0,0,0,0,0,0,0,1,31,1,50,50,0,0,0,0,0,0,1,14,0,0,0,,,,,
2014,7467084348,수원여자대학,경기,전문대학,4539,4548,4973,4982,152,4416,4,46,434,434,0,0,132,132,157,157,144,153,40,40,515,524,0,0,0,0,0,0,587,587,1978,1978,1853,1853,394,394,4024,4024,1913,1918,0,122,0,4743,0,0,82,0,0,0,0,0,1,119,1,84,62,0,0,82,40,122,122,77,31,0,0,40,,,,,
2014,7467970550,숭의여자대학,서울,전문대학,3824,3824,4199,4199,0,3700,0,44,375,375,0,0,168,168,954,954,832,832,189,189,1765,1765,0,0,0,0,0,0,155,155,1073,1073,1017,1017,186,186,2059,2059,1596,1596,0,0,0,3927,0,0,0,0,0,0,0,0,1,97,1,61,52,0,0,0,0,0,0,67,33,0,0,0,,,,,
2014,7502644538,순천청암대학,전남,전문대학,2181,3184,2360,4462,0,3019,0,43,1278,179,0,0,0,0,96,127,74,119,9,18,161,228,0,0,0,0,173,179,449,539,801,1950,767,1548,170,1260,2020,2956,734,1021,0,0,0,3260,0,0,0,0,0,0,0,0,1,85,1,55,69,0,0,0,0,0,0,35,32,0,0,0,,,,,
2014,7605337738,동남보건대학,경기,전문대학,3572,5411,3920,7354,0,4902,0,32,1943,348,0,0,16,17,206,287,0,4,1,8,221,300,0,0,0,0,0,0,1187,1760,1245,3127,1266,2159,347,1935,3351,5111,1144,1662,0,0,0,5572,0,0,0,0,0,0,0,0,1,127,1,66,54,0,0,0,0,0,0,63,13,0,0,0,,,,,
2014,7614396095,김포대학,경기,전문대학,1530,3891,1741,6510,0,3340,0,28,2619,211,0,0,0,0,2,6,6,10,3,7,5,9,0,0,0,0,0,0,179,380,850,3805,704,2309,208,2612,1525,3882,578,1107,0,0,0,3575,0,0,0,0,0,0,0,0,1,95,1,0,43,0,0,0,0,0,0,26,12,0,0,0,,,,,
2014,7660992503,춘해보건대학,울산,전문대학,2229,2827,2364,3468,0,2318,0,18,641,135,0,0,0,0,28,37,15,17,3,9,40,45,0,0,0,0,152,158,641,765,778,1343,750,1148,132,632,2189,2782,679,776,0,0,0,2828,0,0,0,0,0,0,0,0,0,70,1,80,66,0,0,0,0,0,0,50,42,0,0,0,,,,,
2014,7672523319,백석문화대학,충남,전문대학,3680,6827,4240,10645,40,5604,2,40,3818,560,0,0,0,0,315,345,232,264,43,53,508,564,0,0,0,0,0,0,196,239,1915,5646,1578,4143,517,3765,3172,6263,1607,2480,0,7,0,6513,0,0,5,0,0,0,0,0,1,166,1,140,97,0,0,3,1,8,4,82,37,0,0,3,,,,,
2014,7729016542,경동정보대학,경북,전문대학,1818,2632,1999,3687,0,2315,0,61,1055,181,0,0,0,0,196,270,244,314,33,68,407,516,0,0,0,0,98,109,220,245,697,1599,544,1150,148,987,1411,2116,773,1072,0,0,0,2635,0,0,0,0,0,0,0,0,1,64,1,53,31,0,0,0,0,0,0,28,6,0,0,0,,,,,
2014,7951230585,순천제일대학,전남,전문대학,1134,2681,1353,5549,0,2708,0,49,2868,219,0,0,0,0,157,408,111,380,50,295,218,493,0,0,0,0,0,0,161,183,494,2398,430,2180,169,2573,916,2188,479,990,0,0,0,2843,0,0,0,0,0,0,0,0,1,71,1,47,63,0,0,0,0,0,0,24,24,0,0,0,,,,,
2014,7960820555,수원과학대학,경기,전문대학,3759,7334,4300,12189,0,6434,0,58,4855,541,0,0,1,38,49,170,44,100,1,81,93,227,0,0,0,0,64,64,409,754,1943,6497,1790,4566,540,4774,3666,7107,1478,2378,0,0,0,7056,0,0,0,0,0,0,0,0,1,163,1,189,105,0,0,0,0,0,0,68,40,0,0,0,,,,,
2014,7960869371,삼육보건대학,서울,전문대학,1078,1309,1178,1643,50,1190,2,10,334,100,0,0,0,0,0,0,0,0,0,0,17,19,0,0,31,0,0,0,192,206,469,776,471,611,100,334,1061,1290,464,516,0,50,0,1248,0,0,19,31,29,0,0,29,1,36,1,64,56,0,0,17,0,19,17,22,23,0,0,0,,,,,
2014,8037726461,대덕대학,대전,전문대학,1481,5177,1708,8973,40,4607,1,116,3796,227,0,0,0,0,51,104,51,100,6,18,111,203,0,0,0,0,0,0,77,253,831,4969,683,3530,221,3778,1370,4974,638,1828,0,16,0,4762,0,0,17,0,0,0,0,0,1,109,1,0,73,0,0,15,0,17,15,27,24,0,0,0,,,,,
2014,8050425648,동양공업전문대학,서울,전문대학,1970,7674,2484,14563,325,5625,8,42,6889,514,0,0,14,71,218,1052,150,701,87,863,343,1211,0,0,0,0,0,0,240,1013,1003,7155,811,4321,427,6026,1627,6463,753,2423,0,208,0,6688,0,0,172,0,0,0,0,0,1,159,1,78,70,0,0,34,14,250,48,21,13,0,0,78,,,,,
2014,8106570184,한국농수산대학,경기,전문대학,216,1199,233,1325,60,1170,5,11,126,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,59,423,84,420,72,424,17,126,216,1199,58,392,0,54,0,1134,0,0,0,58,18,0,0,18,1,32,1,41,111,0,0,0,0,0,0,1,62,0,0,0,,,,,
2014,8180929601,우송정보대학,대전,전문대학,2470,5320,2804,9595,0,5075,0,37,4275,334,0,0,0,0,57,153,21,49,11,79,67,123,0,0,0,0,0,0,76,99,1376,5187,1274,4107,323,4196,2403,5197,960,1809,0,0,0,5259,0,0,0,0,0,0,0,0,1,129,1,142,90,0,0,0,0,0,0,37,42,0,0,0,,,,,
2014,8203220367,삼육의명대학,경기,전문대학,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2014,8324178874,동아보건대학교,전남,전문대학,1533,2292,1595,2674,80,2099,1,35,382,62,0,0,0,0,46,94,54,89,1,1,99,182,0,0,31,25,28,29,107,179,776,1264,544,963,61,381,1434,2110,708,950,0,58,0,2135,0,0,0,56,40,0,22,18,0,74,1,30,19,0,0,0,0,0,0,23,7,0,0,0,,,,,
2014,8415538132,안양과학대학,경기,전문대학,3691,6595,4840,12762,0,6020,0,102,6167,1149,0,0,51,51,289,684,240,610,150,655,430,690,0,0,0,0,0,0,401,523,1985,5779,1874,5115,999,5512,3261,5905,1391,2403,0,0,0,6361,0,0,0,0,0,0,0,0,1,154,1,50,56,0,0,0,0,0,0,55,8,0,0,0,,,,,
2014,8429990410,농협대학,경기,전문대학,128,520,138,655,13,211,1,2,135,10,0,0,14,64,15,72,17,61,4,22,42,175,0,0,13,0,0,0,46,130,20,198,24,117,6,113,86,345,47,169,0,13,0,496,0,0,0,13,2,0,0,2,0,13,1,0,41,0,0,0,0,0,0,1,20,0,0,0,,,,,
2014,8441023945,공주영상대학,세종,전문대학,2161,4214,2504,6637,0,3799,1,52,2423,343,0,0,0,0,12,14,10,17,1,1,21,30,0,0,0,1,0,0,306,680,1210,3705,965,2220,342,2422,2140,4184,533,954,0,0,0,4006,0,0,0,1,1,0,1,0,1,105,1,70,54,0,0,0,0,0,0,34,8,0,0,0,,,,,
2014,8568694412,송곡대학,강원,전문대학,454,679,558,981,0,720,0,9,302,104,0,0,0,0,18,30,17,28,1,9,34,49,0,0,0,0,0,0,84,90,231,416,208,417,103,293,420,630,169,230,0,0,0,733,0,0,0,0,0,0,0,0,1,19,1,27,19,0,0,0,0,0,0,12,6,0,0,0,,,,,
2014,8598524332,광주보건대학,광주,전문대학,2928,4469,3280,6208,0,3836,0,24,1739,352,0,0,0,0,177,288,0,0,14,38,163,250,0,0,0,0,95,102,704,1034,1124,2758,1180,2026,338,1701,2765,4219,1047,1480,0,0,0,4474,0,0,0,0,0,0,0,0,1,110,1,76,71,0,0,0,0,0,0,35,16,0,0,0,,,,,
2014,8612184822,기독간호대학,광주,전문대학,509,593,545,680,24,444,1,1,87,36,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,75,82,153,176,138,206,156,192,36,87,486,569,166,177,0,24,0,599,0,0,24,0,0,0,0,0,1,19,1,13,15,0,0,23,0,24,23,15,10,0,0,0,,,,,
