조사년도,개방ID,학교명,시도명,학교구분명,전문대_여자재학생수,전문대_재학생수,전문대_재적여학생수,전문대_재적학생수,전문대_학사심화과정입학정원수,전문대_입학정원수,전문대_심화과정학과수,전문대_학과수,전문대_휴학생수,전문대_여자휴학생수,전문대_야간4학년재적여학생수,전문대_야간4학년재적학생수,전문대_야간3학년재적여학생수,전문대_야간3학년재적학생수,전문대_야간2학년재적여학생수,전문대_야간2학년재적학생수,전문대_야간1학년재적여학생수,전문대_야간1학년재적학생수,전문대_야간여자휴학생수,전문대_야간휴학생수,전문대_야간여자재학생수,전문대_야간재학생수,전문대_주간학사심화과정4학년재적학생수,전문대_주간학사심화과정3학년재적학생수,전문대_주간학사심화과정2학년재적학생수,전문대_주간학사심화과정1학년재적학생수,전문대_주간4학년재적여학생수,전문대_주간4학년재적학생수,전문대_주간3학년재적여학생수,전문대_주간3학년재적학생수,전문대_주간2학년재적여학생수,전문대_주간2학년재적학생수,전문대_주간1학년재적여학생수,전문대_주간1학년재적학생수,전문대_주간여자휴학생수,전문대_주간휴학생수,전문대_주간여자재학생수,전문대_주간재학생수,전문대_여자졸업생수,전문대_졸업생수,전문대_학사심화과정여자입학생수,전문대_학사심화과정입학생수,전문대_여자입학생수,전문대_입학생수,전문대_야간학사심화과정4학년재적학생수,전문대_야간학사심화과정3학년재적학생수,전문대_야간학사심화과정2학년재적학생수,전문대학_주간학사심화과정재적학생수,전문대학_주간학사심화과정재적여학생수,전문대_건물면적,전문대학_주간학사심화과정1학년재적여학생수,전문대학_주간학사심화과정2학년재적여학생수,전문대_교원정원수,전문대_교원수,전문대_학교수,전문대_사무직원정원수,전문대_사무직원수,전문대학_야간학사심화과정4학년재적여학생수,전문대학_야간학사심화과정3학년재적여학생수,전문대학_야간학사심화과정2학년재적여학생수,전문대학_야간학사심화과정1학년재적여학생수,전문대학_야간학사심화과정재적학생수,전문대학_야간학사심화과정재적여학생수,전문대_여자교원수,전문대_여자사무직원수,전문대학_주간학사심화과정4학년재적여학생수,전문대학_주간학사심화과정3학년재적여학생수,전문대_야간학사심화과정1학년재적학생수,,,,,
2012,3780793607,제주한라대학,제주,전문대학,2840,4864,3321,7894,190,1787,9,61,3030,481,0,0,0,0,86,172,105,255,40,158,286,458,0,0,0,0,0,0,479,667,1199,2873,1317,3738,441,2872,2554,4406,1028,1670,127,168,1116,2117,0,0,121,0,0,40772,0,0,199,118,1,40,36,0,0,103,32,189,135,52,6,0,0,68,,,,,
2012,3860947132,군장대학,전북,전문대학,767,2317,797,3295,20,1235,1,69,978,30,0,0,0,0,94,315,112,428,9,97,197,656,0,0,0,0,0,0,100,131,214,943,277,1468,21,881,570,1661,275,712,0,0,383,1347,0,0,10,0,0,28259,0,0,0,73,1,39,27,0,0,0,0,10,0,17,2,0,0,0,,,,,
2012,3878318190,유한대학,경기,전문대학,2059,5379,2283,9346,390,2600,16,51,3967,224,0,0,0,0,313,1169,386,1339,73,968,659,1678,0,0,0,0,0,0,0,0,787,3488,764,3212,151,2999,1400,3701,911,2152,10,60,1089,2892,0,0,72,0,0,49568,0,0,251,153,1,66,49,0,0,22,11,138,33,33,9,0,0,66,,,,,
2012,3895868420,서정대학,경기,전문대학,2547,4310,3143,7389,0,1647,0,43,3079,596,0,0,0,0,92,271,155,396,25,79,222,588,0,0,0,0,0,0,171,178,1246,3101,1479,3443,571,3000,2325,3722,771,1121,0,0,1346,2476,0,0,0,0,0,45447,0,0,164,92,1,32,9,0,0,0,0,0,0,27,1,0,0,0,,,,,
2012,3925817430,경민대학,경기,전문대학,2342,4809,2769,8178,180,1817,9,65,3369,427,0,0,0,0,112,299,230,544,23,130,349,779,0,0,0,0,0,0,156,492,1090,3482,1151,3295,404,3239,1993,4030,970,1902,0,0,1233,2481,0,0,62,0,0,59186,0,0,222,133,1,62,41,0,0,29,1,66,30,32,8,0,0,4,,,,,
2012,3948008418,충북도립대학,충북,전문대학,329,960,353,1773,0,520,0,12,813,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,42,156,856,173,875,24,813,329,960,151,431,0,0,163,529,0,0,0,0,0,20201,0,0,54,30,1,29,30,0,0,0,0,0,0,5,16,0,0,0,,,,,
2012,4038041055,영진전문대학,대구,전문대학,2995,8311,3233,14013,160,2812,9,28,5702,238,0,0,0,0,255,902,270,1892,49,1089,602,2068,0,0,0,0,0,0,244,478,1186,3227,1152,7151,189,4613,2393,6243,1455,3742,87,215,1287,3861,0,0,182,0,0,96290,0,0,288,194,1,97,86,0,0,71,55,363,126,32,3,0,0,181,,,,,
2012,4123382508,대구보건대학,대구,전문대학,4481,7251,4675,10045,0,2658,0,31,2794,194,0,0,145,278,171,424,154,381,22,256,448,827,0,0,0,0,0,0,887,1376,1659,3649,1659,3937,172,2538,4033,6424,1590,2582,0,0,1764,2994,0,0,0,0,0,71325,0,0,335,176,1,120,65,0,0,0,0,0,0,63,14,0,0,0,,,,,
2012,4188858449,부천대학,경기,전문대학,4086,8158,4541,12351,0,2716,13,111,4193,455,0,0,23,41,347,1191,517,1437,33,302,913,2533,0,0,0,0,0,0,256,377,1674,4603,1665,4536,422,3891,3173,5625,1670,3359,0,0,2064,4233,0,0,159,0,0,78504,0,0,276,206,1,61,45,0,0,54,5,166,59,56,13,0,0,7,,,,,
2012,4209855318,목포과학대학,전남,전문대학,2050,3373,2406,4946,0,1550,0,46,1573,356,0,0,42,50,242,395,235,409,73,121,446,733,0,0,0,0,0,0,376,576,735,1658,776,1858,283,1452,1604,2640,980,1490,0,0,852,1464,0,0,0,0,0,35685,0,0,185,96,1,54,44,0,0,0,0,0,0,30,7,0,0,0,,,,,
2012,4234214067,혜전대학,충남,전문대학,1957,3222,2071,4751,0,1368,2,29,1529,114,0,0,0,0,11,11,16,30,3,4,54,82,0,0,0,0,37,37,299,333,831,2328,847,1967,111,1525,1903,3140,699,1186,12,12,848,1547,0,0,43,0,0,38470,0,0,150,82,1,102,42,0,0,29,1,45,30,32,6,0,0,2,,,,,
2012,4262574672,대동대학,부산,전문대학,1557,1801,1700,2211,0,700,0,9,410,143,0,0,0,0,35,41,26,45,4,10,57,76,0,0,0,0,0,0,295,308,674,853,670,964,139,400,1500,1725,593,681,0,0,632,779,0,0,0,0,0,17958,0,0,77,44,1,46,17,0,0,0,0,0,0,34,7,0,0,0,,,,,
2012,4327552795,창신대학,경남,전문대학,1390,2710,1508,3600,0,1420,0,39,890,118,0,0,0,0,118,244,143,321,22,56,239,509,0,0,0,0,0,0,104,107,561,1313,582,1615,96,834,1151,2201,641,1216,0,0,674,1474,0,0,0,0,0,40396,0,0,135,72,1,53,28,0,0,0,0,0,0,26,6,0,0,0,,,,,
2012,4356752395,인천재능대학교,인천,전문대학,2279,3687,2811,6627,0,1789,0,37,2940,532,0,0,0,0,79,111,3,19,6,9,76,121,0,0,0,0,0,0,70,72,1344,3357,1315,3068,526,2931,2203,3566,967,1529,0,0,1120,1884,0,0,0,0,0,42254,0,0,174,106,1,46,39,0,0,0,0,0,0,35,10,0,0,0,,,,,
2012,4389398634,영남외국어대학,경북,전문대학,809,1171,857,1403,0,700,0,30,232,48,0,0,0,0,57,100,34,80,1,8,90,172,0,0,0,0,0,0,131,156,371,593,264,474,47,224,719,999,437,635,0,0,274,433,0,0,0,0,0,16105,0,0,88,42,1,54,16,0,0,0,0,0,0,18,4,0,0,0,,,,,
2012,4423430502,서해대학,전북,전문대학,1190,1780,1342,2386,0,850,0,39,606,152,0,0,12,13,253,338,265,384,49,122,481,613,0,0,0,0,0,0,128,185,341,658,343,808,103,484,709,1167,640,948,0,0,502,785,0,0,0,0,0,21369,0,0,106,55,1,45,21,0,0,0,0,0,0,16,6,0,0,0,,,,,
2012,4433675467,창원문성대학,경남,전문대학,1827,4369,2219,8059,0,2334,0,100,3690,392,0,0,26,28,201,575,179,558,76,361,330,800,0,0,0,0,0,0,151,200,808,2728,854,3970,316,3329,1497,3569,732,1646,0,0,829,2251,0,0,0,0,0,59080,0,0,233,118,1,70,53,0,0,0,0,0,0,24,24,0,0,0,,,,,
2012,4455086469,동원대학,경기,전문대학,2145,4069,2537,6900,0,1740,3,59,2831,392,0,0,0,1,168,275,197,320,46,99,377,563,0,0,0,0,0,0,20,37,1118,3128,976,3073,346,2732,1768,3506,1019,1694,24,29,1046,2140,0,0,31,0,0,45284,0,0,167,101,1,47,37,0,0,28,30,66,58,33,0,0,0,35,,,,,
2012,4574799895,김천대학,경북,전문대학,22,430,32,684,0,0,0,25,254,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,211,3,398,1,75,10,254,22,430,320,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2012,4607676267,송원대학,광주,전문대학,1312,1979,1453,3058,50,0,2,48,1079,141,0,0,0,0,419,702,29,73,37,128,414,668,0,0,0,0,0,0,218,231,713,1476,71,555,104,951,898,1311,1110,1814,0,0,0,0,0,0,21,0,0,36811,0,0,0,0,0,0,0,0,0,3,0,21,3,0,0,0,0,0,,,,,
2012,4644152700,성덕대학,경북,전문대학,946,1326,989,1415,0,674,0,15,89,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,136,394,561,526,718,43,89,946,1326,466,606,0,0,511,680,0,0,0,0,0,15344,0,0,66,47,1,40,32,0,0,0,0,0,0,30,11,0,0,0,,,,,
2012,4651407539,선린대학,경북,전문대학,1870,2868,2052,3823,0,1209,3,45,955,182,0,0,0,0,90,146,85,130,19,48,198,279,0,0,39,0,37,40,352,437,689,1398,720,1582,163,907,1672,2589,628,924,81,92,755,1298,0,0,51,39,37,31228,0,37,140,74,1,30,25,0,0,42,0,51,42,37,6,0,0,0,,,,,
2012,4694034814,경남도립남해대학,경남,전문대학,351,927,391,1827,0,440,1,8,900,40,0,0,0,0,0,0,0,0,2,7,11,40,0,0,0,0,0,0,0,0,194,582,184,1198,38,893,340,887,138,375,8,25,169,470,17,30,0,0,0,17051,0,0,43,25,1,22,21,4,9,0,0,47,13,0,7,0,0,0,,,,,
2012,4695447266,경복대학,경기,전문대학,4139,5942,4488,8730,0,2508,0,69,2788,349,0,0,16,28,94,222,138,317,22,142,226,425,0,0,0,0,53,60,601,814,1732,3757,1854,3532,327,2646,3913,5517,1317,1962,0,0,1870,2791,0,0,0,0,0,47716,0,0,276,142,1,102,52,0,0,0,0,0,0,83,23,0,0,0,,,,,
2012,4882078588,김해대학,경남,전문대학,642,935,689,1189,0,369,0,29,254,47,0,0,0,0,72,110,29,49,13,33,88,126,0,0,0,0,0,0,105,128,224,398,259,504,34,221,554,809,206,302,0,0,266,427,0,0,0,0,0,12353,0,0,49,34,1,33,15,0,0,0,0,0,0,20,9,0,0,0,,,,,
2012,5043034195,광양보건대학,전남,전문대학,1875,2902,1967,3305,0,1150,2,21,403,92,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,526,967,717,1183,721,1145,92,403,1872,2892,541,760,3,10,705,1052,0,0,10,0,0,22941,0,0,151,82,1,23,14,0,0,3,0,10,3,26,8,0,0,0,,,,,
2012,5157359063,청강문화산업대학,경기,전문대학,1980,3155,2335,5016,0,1285,2,53,1861,355,0,0,1,7,2,13,2,5,4,15,1,10,0,0,7,31,0,0,390,530,981,2317,937,2106,351,1846,1979,3145,830,1295,0,0,831,1341,0,0,0,38,22,43760,20,2,154,96,1,38,41,0,0,0,0,0,0,36,8,0,0,0,,,,,
2012,5182121753,충청대학,충북,전문대학,2667,5399,2924,8750,0,2422,4,64,3351,257,0,0,0,0,103,268,107,258,17,50,226,531,0,0,0,0,0,0,179,259,1231,3665,1271,4245,240,3301,2441,4868,1176,2248,0,0,1276,2861,0,0,5,0,0,67998,0,0,246,135,1,110,74,0,0,2,31,55,33,37,15,0,0,50,,,,,
2012,5197615802,경북전문대학,경북,전문대학,1300,2479,1534,4392,20,1100,3,43,1913,234,0,0,0,0,49,114,55,107,13,40,93,210,0,0,0,0,0,0,245,288,542,1915,641,1939,221,1873,1207,2269,493,1005,1,7,583,1233,0,0,20,0,0,46878,0,0,122,77,1,83,58,0,0,1,1,29,2,18,19,0,0,9,,,,,
2012,5241208136,오산대학,경기,전문대학,2625,4997,3031,8139,0,2370,0,51,3142,406,0,0,4,7,35,156,49,202,5,49,83,316,0,0,0,0,0,0,103,127,1424,4046,1416,3601,401,3093,2542,4681,1067,2037,0,0,1358,2704,0,0,0,0,0,53252,0,0,228,125,1,90,55,0,0,0,0,0,0,46,21,0,0,0,,,,,
2012,5549670755,두원공과대학,경기,전문대학,1610,5313,1769,10241,95,2214,5,75,4928,159,0,0,0,15,145,389,151,508,13,191,285,764,0,0,0,0,0,0,137,638,640,4403,694,4245,146,4737,1325,4549,466,1739,2,28,801,2703,0,0,28,0,0,59868,0,0,1,147,1,57,31,0,0,2,0,43,2,26,2,0,0,15,,,,,
2012,5616359591,대구미래대학,경북,전문대학,1112,2261,1233,3401,20,1302,1,44,1140,121,0,0,0,0,169,337,140,284,22,101,287,540,0,0,0,0,0,0,41,44,496,1444,387,1272,99,1039,825,1721,511,963,0,8,460,985,0,0,11,0,0,32889,0,0,122,73,1,56,32,0,0,0,0,20,0,14,8,0,0,9,,,,,
2012,5663107812,서울예술대학,경기,전문대학,1744,2948,2311,4431,77,678,2,14,1483,567,0,0,0,0,0,0,0,0,32,67,146,262,0,0,0,0,0,0,639,1052,769,1500,725,1550,535,1416,1598,2686,492,826,73,135,566,946,0,0,144,0,0,34110,0,0,102,76,1,62,89,0,0,82,96,329,178,20,30,0,0,185,,,,,
2012,5795471072,배화여자대학,서울,전문대학,3254,3254,3597,3597,20,1304,1,31,343,343,0,0,48,48,405,405,347,347,84,84,734,734,0,0,0,0,0,0,201,201,1264,1264,1314,1314,259,259,2520,2520,1458,1458,0,0,1609,1609,0,0,18,0,0,26400,0,0,128,80,1,51,50,0,0,18,0,18,18,50,17,0,0,0,,,,,
2012,5823754429,고구려대학,전남,전문대학,1722,2498,1764,2645,0,1022,0,49,147,42,0,0,0,0,352,520,225,319,6,14,571,825,0,0,0,0,0,0,100,118,557,837,530,851,36,133,1151,1673,738,1029,0,0,742,1122,0,0,0,0,0,16415,0,0,1,58,1,26,37,0,0,0,0,0,0,17,9,0,0,0,,,,,
2012,5967965006,서일대학,서울,전문대학,2754,6136,3097,9824,0,2626,3,57,3688,343,0,0,63,172,287,945,219,866,48,673,539,1355,0,0,0,0,0,0,218,657,1136,3847,1156,3292,295,3015,2215,4781,1125,2247,15,28,1250,2871,0,0,29,0,0,53808,0,0,299,180,1,61,61,0,0,16,2,45,18,62,18,0,0,16,,,,,
2012,6208432018,한영대학,전남,전문대학,873,1368,911,1546,15,700,1,11,178,38,0,0,0,0,167,266,145,278,16,45,297,514,0,0,0,0,0,0,49,60,218,373,331,554,22,133,576,854,413,650,1,7,452,713,0,0,7,0,0,17493,0,0,75,43,1,30,12,0,0,0,1,15,1,12,5,0,0,8,,,,,
2012,6217320322,구미1대학,경북,전문대학,2426,5137,2708,7467,40,1927,2,71,2330,282,0,0,29,29,503,859,575,1124,111,419,996,1620,0,0,0,0,0,0,130,153,732,2455,739,2820,171,1911,1430,3517,1008,1780,0,22,1140,2690,0,0,5,0,0,37525,0,0,194,130,1,49,32,0,0,0,0,27,0,42,3,0,0,22,,,,,
2012,6347138702,부산과학기술대학교,부산,전문대학,1834,5095,2165,10148,0,2332,0,104,5053,331,0,0,0,2,69,279,44,247,37,237,76,291,0,0,0,0,0,0,140,189,1051,3832,861,5599,294,4816,1758,4804,721,2024,0,0,744,2518,0,0,0,0,0,58017,0,0,245,131,1,89,34,0,0,0,0,0,0,36,14,0,0,0,,,,,
2012,6373324573,부산경상대학,부산,전문대학,1632,3289,2200,6106,0,1610,0,113,2817,568,0,0,0,0,151,278,148,354,49,163,250,469,0,0,0,0,0,0,0,0,934,2211,967,3263,519,2654,1382,2820,726,1197,0,0,830,1738,0,0,0,0,0,30079,0,0,143,75,1,0,15,0,0,0,0,0,0,15,0,0,0,0,,,,,
2012,6403395891,대구공업대학,대구,전문대학,1064,2502,1283,4785,0,1390,0,17,2283,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,86,560,2010,644,2689,219,2283,1064,2502,478,972,0,0,525,1356,0,0,0,0,0,37495,0,0,140,78,1,29,25,0,0,0,0,0,0,15,2,0,0,0,,,,,
2012,6449749290,동우대학,강원,전문대학,1547,2402,1633,3062,0,2208,0,28,660,86,0,0,0,0,43,143,45,195,8,39,80,299,0,0,0,0,0,0,430,515,581,1280,534,929,78,621,1467,2103,695,1133,0,0,545,930,0,0,0,0,0,23095,0,0,229,43,1,81,20,0,0,0,0,0,0,20,3,0,0,0,,,,,
2012,6458310902,강릉영동대학,강원,전문대학,1987,3141,2330,4873,0,1234,0,38,1732,343,0,0,0,0,47,105,37,90,18,50,66,145,0,0,0,0,69,75,481,567,843,2013,853,2023,325,1682,1921,2996,598,906,0,0,760,1362,0,0,0,0,0,31900,0,0,144,87,1,61,39,0,0,0,0,0,0,41,9,0,0,0,,,,,
2012,6531755685,서울보건대학,경기,전문대학,0,8,0,17,0,0,0,10,9,0,0,0,0,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,6,0,5,0,2,0,7,0,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2012,6542043566,부산예술대학,부산,전문대학,385,766,440,1127,0,500,0,12,361,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,589,203,538,55,361,385,766,179,289,0,0,188,405,0,0,0,0,0,15696,0,0,49,25,1,24,16,0,0,0,0,0,0,7,6,0,0,0,,,,,
2012,6579098820,성심외국어대학,부산,전문대학,0,0,251,1262,0,0,0,42,1262,251,0,0,0,0,29,85,9,107,38,192,0,0,0,0,0,0,0,0,0,0,124,417,89,653,213,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2012,6597150623,경남도립거창대학,경남,전문대학,431,1032,456,1840,0,500,0,15,808,25,0,0,0,0,11,23,9,18,4,6,16,35,0,0,0,0,0,0,35,37,184,599,217,1163,21,802,415,997,194,454,0,0,208,549,0,0,0,0,0,14038,0,0,53,28,1,25,24,0,0,0,0,0,0,4,6,0,0,0,,,,,
2012,6690823018,경인여자대학,인천,전문대학,4283,4283,4675,4675,0,1848,0,50,392,392,0,0,96,96,433,433,520,520,112,112,937,937,0,0,0,0,0,0,443,443,1536,1536,1647,1647,280,280,3346,3346,1673,1673,0,0,2039,2039,0,0,0,0,0,24722,0,0,197,98,1,60,45,0,0,0,0,0,0,51,24,0,0,0,,,,,
2012,6776323795,동아방송예술대학,경기,전문대학,1424,2745,1761,4351,50,885,5,16,1606,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,26,0,0,464,877,612,1854,624,1494,337,1606,1424,2745,321,721,47,95,531,1011,0,0,0,126,61,34821,12,49,131,72,1,55,54,0,0,0,0,0,0,26,13,0,0,0,,,,,
2012,6783237993,계명문화대학,대구,전문대학,3245,5573,3930,9707,110,2545,6,71,4134,685,0,0,31,33,250,501,216,534,107,408,441,736,0,0,0,0,0,0,197,314,1580,3729,1605,4520,578,3726,2804,4837,1385,2291,0,0,1607,2928,0,0,62,0,0,59866,0,0,257,137,1,75,57,0,0,42,9,76,51,45,15,0,0,14,,,,,
2012,6821876287,대전보건대학,대전,전문대학,3806,5847,4288,8348,0,2173,7,44,2501,482,0,0,51,83,247,431,90,168,47,147,349,548,0,0,0,0,0,0,814,1297,1467,3240,1611,3116,435,2354,3457,5299,1471,2137,0,0,1672,2585,0,0,13,0,0,65751,0,0,276,150,1,106,62,0,0,8,0,13,8,65,11,0,0,0,,,,,
2012,6878157615,군산간호대학,전북,전문대학,795,913,806,990,0,240,0,2,77,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,79,245,277,238,326,256,308,11,77,795,913,185,206,0,0,252,295,0,0,0,0,0,129525,0,0,41,28,1,46,14,0,0,0,0,0,0,23,6,0,0,0,,,,,
2012,6924725592,인천전문대학,인천,전문대학,3,23,93,1258,0,0,1,50,1235,90,0,0,3,14,8,93,3,117,13,218,1,8,0,0,0,0,0,0,18,42,41,552,20,438,77,1017,2,15,36,69,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,
2012,7043987333,전남도립대학,전남,전문대학,747,1588,854,2487,0,960,1,28,899,107,0,0,0,0,0,0,0,0,0,1,2,19,0,0,0,0,0,0,59,63,401,1058,392,1346,107,898,745,1569,374,717,0,0,348,824,0,0,20,0,0,30835,0,0,1,50,1,32,30,0,0,2,0,20,2,6,9,0,0,0,,,,,
2012,7075858414,동서울대학,경기,전문대학,2882,6092,3159,9608,60,2657,3,82,3516,277,0,0,35,140,285,792,281,764,35,555,574,1171,0,0,0,0,0,0,180,580,1134,3884,1236,3418,242,2961,2308,4921,1127,2325,6,18,1427,2945,0,0,15,0,0,59907,0,0,312,158,1,78,50,0,0,4,4,30,8,48,6,0,0,15,,,,,
2012,7112644374,강원관광대학,강원,전문대학,588,1182,645,1596,0,630,0,23,414,57,0,0,0,0,31,88,14,69,3,6,42,151,0,0,0,0,0,0,63,78,276,651,261,710,54,408,546,1031,196,408,0,0,258,616,0,0,0,0,0,14049,0,0,61,32,1,37,21,0,0,0,0,0,0,10,7,0,0,0,,,,,
2012,7180546641,한국골프대학,강원,전문대학,46,186,54,263,0,180,0,3,77,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,180,9,83,8,77,46,186,0,0,0,0,9,83,0,0,0,0,0,8807,0,0,0,14,1,9,9,0,0,0,0,0,0,3,2,0,0,0,,,,,
2012,7189805090,원주대학,강원,전문대학,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2012,7197368383,동원과학기술대학교,경남,전문대학,973,2314,1033,3436,0,1279,0,30,1122,60,0,0,0,0,96,200,66,124,5,26,157,298,0,0,0,0,0,0,6,10,419,1082,446,2020,55,1096,816,2016,437,908,0,0,474,1274,0,0,0,0,0,48314,0,0,128,72,1,46,28,0,0,0,0,0,0,20,2,0,0,0,,,,,
2012,7217154502,인하공업전문대학,인천,전문대학,2462,6940,2884,12392,0,2904,0,58,5452,422,0,0,41,135,364,1846,356,2278,146,1933,615,2326,0,0,0,0,0,0,105,275,1048,3799,970,4059,276,3519,1847,4614,1067,2872,0,0,1174,3509,0,0,0,0,0,68134,0,0,298,169,1,0,56,0,0,0,0,0,0,28,6,0,0,0,,,,,
2012,7344014406,전주비전대학,전북,전문대학,1236,3117,1362,5000,60,1326,3,45,1883,126,0,0,0,0,132,317,133,416,23,158,257,662,0,0,0,0,0,0,99,102,457,1622,526,2456,103,1725,979,2455,437,1134,9,38,589,1584,0,0,39,0,0,37787,0,0,139,79,1,62,39,0,0,5,10,87,15,18,11,0,0,48,,,,,
2012,7361554980,대구산업정보대학,대구,전문대학,2449,3791,2793,5803,0,1694,0,34,2012,344,0,0,36,39,218,296,218,313,43,94,429,554,0,0,0,0,0,0,336,461,958,2210,1027,2484,301,1918,2020,3237,947,1445,0,0,1103,1869,0,0,0,0,0,39717,0,0,179,97,1,77,36,0,0,0,0,0,0,41,8,0,0,0,,,,,
2012,7425608277,강원도립대학,강원,전문대학,336,913,374,1678,0,500,0,13,765,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,162,816,200,825,38,765,336,913,132,353,0,0,184,533,0,0,0,0,0,20208,0,0,53,31,1,50,41,0,0,0,0,0,0,1,10,0,0,0,,,,,
2012,7467084348,수원여자대학,경기,전문대학,4713,4718,5076,5081,51,1905,4,46,363,363,0,0,122,122,170,170,199,204,32,32,561,566,0,0,0,0,0,0,523,523,1988,1988,1972,1972,331,331,4152,4152,1942,1948,72,72,2109,2114,0,0,65,0,0,47872,0,0,208,119,1,56,32,0,0,65,37,102,102,80,12,0,0,37,,,,,
2012,7467970550,숭의여자대학,서울,전문대학,3758,3758,4062,4062,0,1690,0,45,304,304,0,0,152,152,897,897,874,874,147,147,1776,1776,0,0,0,0,0,0,143,143,971,971,1025,1025,157,157,1982,1982,1499,1499,0,0,1856,1856,0,0,0,0,0,29113,0,0,170,88,1,61,34,0,0,0,0,0,0,60,14,0,0,0,,,,,
2012,7502644538,순천청암대학,전남,전문대학,2211,3099,2343,4150,0,1280,0,34,1051,132,0,0,0,0,152,207,110,164,8,28,254,343,0,0,0,0,0,0,462,540,795,1528,824,1711,124,1023,1957,2756,824,1163,0,0,934,1421,0,0,0,0,0,41484,0,0,145,83,1,67,32,0,0,0,0,0,0,31,10,0,0,0,,,,,
2012,7605337738,동남보건대학,경기,전문대학,3414,4996,3722,6524,0,1534,0,30,1528,308,0,0,0,0,189,247,20,25,4,9,205,263,0,0,0,0,0,0,1031,1460,1262,2590,1220,2202,304,1519,3209,4733,1235,1765,0,0,1326,2034,0,0,0,0,0,52597,0,0,215,127,1,54,46,0,0,0,0,0,0,63,11,0,0,0,,,,,
2012,7614396095,김포대학,경기,전문대학,1604,3387,1878,5906,0,1664,0,33,2519,274,0,0,0,0,27,63,1,1,1,5,27,59,0,0,0,0,0,0,126,288,877,2842,847,2712,273,2514,1577,3328,611,1187,0,0,745,1758,0,0,0,0,0,35047,0,0,175,93,1,49,37,0,0,0,0,0,0,27,11,0,0,0,,,,,
2012,7660992503,춘해보건대학,울산,전문대학,2169,2589,2271,3064,0,839,0,16,475,102,0,0,0,0,19,26,15,20,1,4,33,42,0,0,0,0,0,0,584,666,816,1149,837,1203,101,471,2136,2547,683,800,0,0,803,1007,0,0,0,0,0,23661,0,0,113,68,1,60,25,0,0,0,0,0,0,47,6,0,0,0,,,,,
2012,7672523319,백석문화대학,충남,전문대학,3985,6469,4561,10127,0,2790,7,38,3658,576,0,0,0,0,309,358,309,363,40,59,610,712,0,0,0,0,0,0,84,89,1963,4855,1864,4412,536,3599,3375,5757,1569,2485,16,23,1971,3367,0,0,23,0,0,60589,0,0,263,161,1,140,62,0,0,15,17,50,32,75,19,0,0,27,,,,,
2012,7729016542,경동정보대학,경북,전문대학,1869,2713,2011,3616,0,1320,0,63,903,142,0,0,0,0,180,264,205,273,19,58,366,479,0,0,0,0,0,0,144,173,708,1374,774,1532,123,845,1503,2234,737,1117,0,0,904,1377,0,0,0,0,0,30316,0,0,132,67,1,52,25,0,0,0,0,0,0,25,5,0,0,0,,,,,
2012,7951230585,순천제일대학,전남,전문대학,1194,2614,1355,4930,0,1296,0,49,2316,161,0,0,0,0,166,399,221,480,38,216,349,663,0,0,0,0,0,0,89,112,386,1745,493,2194,123,2100,845,1951,590,1151,0,0,633,1494,0,0,0,0,0,39539,0,0,130,73,1,47,35,0,0,0,0,0,0,21,8,0,0,0,,,,,
2012,7960820555,수원과학대학,경기,전문대학,3545,6187,3988,10004,0,2848,0,61,3817,443,0,0,8,70,35,347,42,165,24,263,61,319,0,0,0,0,0,0,338,594,1760,4127,1805,4701,419,3554,3484,5868,1381,2207,0,0,1685,3114,0,0,0,0,0,81848,0,0,302,167,1,160,52,0,0,0,0,0,0,63,14,0,0,0,,,,,
