조사년도,개방ID,학교명,시도명,학제유형명,학교구분명,대학교개황_교원정원수,대학교개황_교원수,대학교개황_휴학생수,대학교개황_학교수,대학교개황_사무직원정원수,대학교개황_사무직원수,대학교개황_입학생수,대학교개황_입학정원수,대학교개황_주간휴학생수,대학교개황_주간6학년재적학생수,대학교개황_주간6학년재적여학생수,대학교개황_주간5학년재적학생수,대학교개황_주간5학년재적여학생수,대학교개황_주간4학년재적학생수,대학교개황_주간4학년재적여학생수,대학교개황_주간3학년재적학생수,대학교개황_주간3학년재적여학생수,대학교개황_주간2학년재적학생수,대학교개황_주간2학년재적여학생수,대학교개황_주간1학년재적학생수,대학교개황_주간1학년재적여학생수,대학교개황_주간여자휴학생수,대학교개황_주간여자재학생수,대학교개황_주간재학생수,대학교개황_주간입학정원수,대학교개황_분교학교수,대학교개황_건물면적,대학교개황_취업자수,대학교개황_재적여학생수,대학교개황_야간휴학생수,대학교개황_야간6학년재적학생수,대학교개황_야간6학년재적여학생수,대학교개황_야간5학년재적학생수,대학교개황_야간5학년재적여학생수,대학교개황_야간4학년재적학생수,대학교개황_야간4학년재적여학생수,대학교개황_야간3학년재적학생수,대학교개황_야간3학년재적여학생수,대학교개황_야간2학년재적학생수,대학교개황_야간2학년재적여학생수,대학교개황_야간1학년재적학생수,대학교개황_야간1학년재적여학생수,대학교개황_야간여자휴학생수,대학교개황_야간여자재학생수,대학교개황_야간재학생수,대학교개황_야간입학정원수,대학교개황_학과수,대학교개황_졸업생수,대학교개황_여자교원수,대학교개황_여자휴학생수,대학교개황_여자사무직원수,대학교개황_여자입학생수,대학교개황_여자졸업생수,대학교개황_여자재학생수,대학교개황_여자취업자수,대학교개황_재학생수,대학교개황_재적학생수
2010,7422582209,평택대학교,경기,대학,대학,210,109,1472,1,96,56,1031,950,1455,0,0,0,0,1173,545,1238,587,1598,537,1178,576,235,2010,3732,950,0,49620,316,2256,17,0,0,0,0,59,1,19,10,0,0,0,0,1,10,61,0,56,768,39,236,11,564,400,236,165,3793,5265
2010,7469524621,대불대학교,전남,대학,대학,273,101,1195,1,68,52,1167,1200,1195,0,0,0,0,1038,456,1443,636,1511,418,1394,450,109,1851,4191,1200,0,62980,358,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,798,29,109,5,438,331,109,146,4191,5386
2010,7530472457,한국기술교육대학교,충남,대학,대학,212,144,2179,1,170,77,960,900,2179,0,0,13,6,1571,430,1198,328,2135,254,1111,245,212,1051,3849,900,0,80388,475,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,662,10,212,17,238,215,212,159,3849,6028
2010,7617577195,세종대학교,서울,대학,대학,603,338,5387,1,141,130,2580,2320,5384,0,0,46,19,3847,1431,3779,1594,4139,1428,4326,1168,1153,4487,10753,2320,0,130951,900,5640,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,112,2305,62,1153,35,1094,885,1153,283,10757,16144
2010,7625677466,대구사이버대학교,경북,사이버대학(대학과정),대학,28,23,509,1,40,25,1412,1500,509,0,0,0,0,2004,1665,1574,1318,413,348,346,276,421,3186,3828,1500,0,2336,382,3607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,649,10,421,7,1187,510,421,274,3828,4337
2010,7730154871,광주교육대학교,광주,교육대학,대학,79,74,41,1,59,54,437,407,41,0,0,0,0,499,307,469,283,472,266,445,258,9,1105,1844,407,0,26748,298,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,516,16,9,24,258,301,9,181,1844,1885
2010,7741671741,청주교육대학교,충북,교육대학,대학,71,65,44,1,56,56,399,363,44,0,0,0,0,435,323,439,305,441,296,409,291,17,1198,1680,363,0,29767,216,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,463,19,17,22,288,327,17,151,1680,1724
2010,7762282371,대전대학교,대전,대학,대학,562,291,5108,1,140,111,2642,2386,4976,0,0,31,9,2311,1010,2558,1159,3947,1236,5335,1305,581,4138,9206,2386,0,102981,893,4807,132,0,0,0,0,148,51,87,35,33,2,29,0,14,74,165,0,102,1866,64,595,36,1157,845,595,403,9371,14479
2010,7828714251,순복음총회신학교,충북,각종학교(대학과정),대학,33,16,0,1,2,2,122,200,0,0,0,0,0,0,0,0,0,0,0,75,30,0,30,75,100,0,3529,0,61,0,0,0,0,0,0,0,0,0,0,0,47,31,0,31,47,100,4,0,8,0,2,61,0,0,0,122,122
2010,7876808941,ICT폴리텍대학,경기,기능대학,전문대학,17,0,0,0,23,17,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,5,6,15,0,0,0,0
2010,7900228917,충주대학교,충북,대학,대학,299,283,3,1,154,154,2298,2112,2,0,0,0,0,0,0,0,0,0,0,2063,793,1,792,2061,1914,0,118578,0,829,1,0,0,0,0,0,0,0,0,0,0,208,36,0,36,207,198,49,0,43,1,40,838,0,1,0,2268,2271
2010,7974777162,한동대학교,경북,대학,대학,167,103,1713,1,81,72,817,760,1659,0,0,0,0,1410,553,1174,471,1400,411,1238,384,319,1500,3563,740,0,50414,273,1898,54,0,0,0,0,48,24,53,22,39,18,39,15,15,64,125,20,14,627,18,334,15,362,257,334,93,3688,5401
2010,8030658304,우송대학교,대전,대학,대학,356,223,1163,1,83,35,2343,2197,1163,0,0,0,0,0,0,0,0,2636,897,2688,1102,98,1901,4161,2197,0,0,0,2023,0,0,0,0,0,24,13,36,11,0,0,0,0,0,24,60,0,40,0,59,98,1,1034,0,98,0,4221,5384
2010,8115445613,영진사이버대학,대구,사이버대학(전문대학과정),전문대학,1,16,172,1,29,11,1104,800,172,0,0,0,0,0,0,0,0,1236,682,1163,649,76,1255,2227,800,0,1643,835,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1045,5,76,0,624,555,76,387,2227,2399
2010,8136945664,배재대학교,대전,대학,대학,462,284,4434,1,135,113,2587,2335,4418,0,0,37,10,2653,1265,2949,1220,4597,1114,3271,1193,600,4202,9089,2335,0,95579,652,4804,16,0,0,0,0,11,2,3,0,2,0,0,0,2,0,0,0,77,1793,70,602,27,1108,844,602,308,9089,13523
2010,8148429274,목원대학교,대전,대학,대학,507,228,4665,1,183,110,2555,2407,4665,0,0,52,19,2606,1251,3058,1257,4721,1154,3217,1208,672,4217,8989,2407,0,108031,627,4889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1837,46,672,28,1148,870,672,277,8989,13654
2010,8185494184,서울교육대학교,서울,교육대학,대학,109,95,67,1,72,70,484,445,67,0,0,0,0,584,427,543,420,515,402,497,387,42,1594,2072,445,0,30883,261,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,551,18,42,22,385,397,42,171,2072,2139
2010,8220127403,호서대학교,충남,대학,대학,686,380,6154,1,126,107,3478,3150,6028,0,0,43,12,3365,1326,3661,1414,5507,1303,5517,1309,594,4770,12065,3150,0,154645,1091,5396,126,0,0,0,0,245,22,192,7,60,0,34,3,9,23,405,0,90,2350,67,603,22,1300,913,603,391,12470,18624
2010,8319158315,광주과학기술원,광주,대학,대학,97,0,0,0,131,115,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,0,0,0,0,0
2010,8341848194,서울사이버대학교,서울,사이버대학(대학과정),대학,53,44,1115,1,33,32,3844,2900,1115,0,0,0,0,1912,999,1885,1101,3087,1716,3827,2146,591,5371,9596,2900,0,3517,1401,5962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2105,23,591,6,2156,1166,591,678,9596,10711
2010,8399693250,원광디지털대학교,전북,사이버대학(대학과정),대학,26,25,737,1,26,15,1541,1500,737,0,0,0,0,881,601,819,558,1386,963,1525,1020,476,2666,3874,1500,0,1314,375,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,733,13,476,2,1029,500,476,214,3874,4611
2010,8402900099,군산대학교,전북,대학,대학,339,331,4770,1,235,230,2139,1928,4770,0,0,0,0,2397,808,2751,794,4448,713,2643,747,424,2638,7469,1928,0,117331,705,3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1649,49,424,72,700,618,424,272,7469,12239
2010,8424407124,숙명여자대학교,서울,대학,대학,587,389,2485,1,291,237,2568,2278,2485,0,0,0,0,3881,3881,3520,3520,2750,2750,2912,2912,2485,10578,10578,2278,0,134535,1017,13063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2019,166,2485,155,2568,2019,2485,1017,10578,13063
2010,8451613843,남서울대학교,충남,산업대학,대학,485,302,6009,1,250,105,2866,2620,6009,0,0,0,0,3412,1642,3921,1778,5376,1562,3668,1588,1256,5314,10368,2620,0,144965,991,6570,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35,1944,81,1256,46,1476,958,1256,504,10369,16378
2010,8496494174,충주대학교,충북,산업대학,대학,0,0,4242,0,0,0,0,0,3310,0,0,27,10,1808,684,2149,777,3493,683,751,78,306,1926,4918,0,0,0,1335,2619,932,0,0,0,0,706,140,684,140,730,80,352,27,84,303,1540,0,91,2278,0,390,0,0,780,390,440,6458,10700
2010,8532690048,명지대학교,경기,대학,대학,412,302,4233,1,161,125,1901,1721,4171,0,0,169,61,2717,909,2430,764,3741,700,2243,587,578,2443,7129,1681,0,71549,618,3041,62,0,0,0,0,48,3,49,4,57,6,48,7,4,16,140,40,52,1369,52,582,24,554,484,582,188,7269,11502
2010,8532690048,명지대학교,서울,대학,대학,324,145,3808,0,107,79,1516,1330,3808,0,0,0,0,3173,1484,2667,1051,2725,852,1807,861,1028,3220,6564,1330,0,105187,615,4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1284,30,1028,25,812,683,1028,308,6564,10372
2010,8537263214,춘천교육대학교,강원,교육대학,대학,77,76,39,1,55,51,446,411,39,0,0,0,0,546,395,477,353,470,332,453,331,19,1392,1907,411,0,33739,256,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,551,23,19,11,330,406,19,183,1907,1946
2010,8557606160,목포해양대학교,전남,대학,대학,101,93,678,1,116,119,656,616,678,0,0,0,0,680,107,663,91,864,99,897,101,37,361,2426,616,0,28283,379,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,635,6,37,0,96,70,37,43,2426,3104
2010,8578089654,서울한영대학교,서울,대학,대학,47,42,228,1,40,24,205,200,173,0,0,0,0,154,100,180,120,212,110,189,113,64,379,562,150,0,11037,52,588,55,0,0,0,0,67,39,59,43,67,29,58,34,17,128,196,50,9,170,19,81,13,130,116,81,35,758,986
2010,8605822086,중원대학교,충북,대학,대학,40,43,56,1,192,66,516,560,56,0,0,0,0,0,0,0,0,187,75,511,139,1,213,642,560,0,25109,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,1,23,140,0,1,0,642,698
2010,8648494422,한국폴리텍 IV 대학 아산캠퍼스,충남,기능대학,전문대학,24,0,0,0,8,8,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,5,36,18,0,0,0,0
2010,8684313714,한국항공대학교,경기,대학,대학,215,141,2259,1,140,120,984,890,2170,0,0,0,0,1404,260,1379,235,1704,247,1944,232,168,806,4261,890,0,45022,516,1045,89,0,0,0,0,123,51,51,19,17,1,7,0,30,41,109,0,12,915,7,198,14,206,139,198,63,4370,6629
2010,8686164438,한국폴리텍 VII 대학 거창캠퍼스,경남,기능대학,전문대학,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,14,0,0,0,0
2010,8692563652,원광대학교,전북,대학,대학,1041,630,8198,1,366,233,4571,4411,8103,0,0,28,12,5356,2259,5652,1993,8463,1872,5753,1952,930,7158,17149,4411,0,223068,1433,8097,95,0,0,0,0,128,8,26,1,11,0,0,0,6,3,70,0,80,3591,111,936,54,1812,1596,936,572,17219,25417
2010,8719547212,경상국립대학교,경남,대학,대학,774,628,7315,1,366,367,3567,3254,7315,0,0,43,24,5060,2065,4697,1732,7367,1518,4344,1583,1064,5858,14196,3254,0,238962,1320,6922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3087,67,1064,111,1517,1328,1064,489,14196,21511
2010,8721071779,한국폴리텍 IV 대학 청주캠퍼스,충북,기능대학,전문대학,33,0,0,0,11,13,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,10,8,0,0,0,0
2010,8771178662,영남신학대학교,경북,대학,대학,43,27,139,1,24,17,136,140,139,0,0,0,0,202,88,182,73,170,54,160,64,22,257,575,140,0,10824,29,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,122,3,22,7,60,39,22,13,575,714
2010,8840654850,이화여자대학교,서울,대학,대학,1136,590,2637,1,572,361,3378,3109,2637,0,0,36,36,7130,7130,3969,3969,3329,3329,3445,3445,2637,15272,15272,3109,0,342168,1502,17909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,3529,303,2637,266,3378,3529,2637,1502,15272,17909
2010,8851398706,한국폴리텍 V 대학 김제캠퍼스,전북,기능대학,전문대학,33,0,0,0,15,13,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,3,17,10,0,0,0,0
2010,8869336247,고신대학교,부산,대학,대학,299,231,1565,1,136,79,1069,1056,1528,0,0,0,0,1153,661,1113,629,1601,587,1427,665,385,2157,3766,1037,0,61212,319,2580,37,0,0,0,0,35,11,25,9,24,6,31,12,7,31,78,19,50,721,60,392,28,607,438,392,207,3844,5409
2010,8897112667,경남과학기술대학교,경남,산업대학,대학,175,172,2714,1,97,98,1488,1365,1913,0,0,11,10,1004,302,989,322,1447,305,1966,360,141,1158,3504,965,0,55173,905,1913,801,0,0,0,0,930,205,911,199,594,95,736,115,115,499,2370,400,72,1397,15,256,29,422,387,256,234,5874,8588
2010,8974632263,순천향대학교,충남,대학,대학,601,766,4519,1,207,128,2789,2530,4426,0,0,0,0,3272,1593,3733,1515,5269,1355,3062,1416,626,5253,10910,2530,0,117670,1019,5990,93,0,0,0,0,155,63,143,48,41,0,0,0,15,96,246,0,91,2227,161,641,31,1366,1101,641,489,11156,15675
2010,9020533442,한국폴리텍 V 대학 목포캠퍼스,전남,기능대학,전문대학,17,0,0,0,9,8,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,3,6,10,0,0,0,0
2010,9037995696,한국체육대학교,서울,대학,대학,116,104,727,1,94,95,607,590,497,0,0,0,0,601,179,597,149,797,189,628,195,34,678,2126,590,0,49558,232,778,230,0,0,0,0,191,39,178,20,135,7,0,0,23,43,274,0,20,515,19,57,33,194,154,57,73,2400,3127
2010,9043817162,남부대학교,광주,대학,대학,160,91,937,1,20,18,800,779,937,0,0,0,0,575,293,661,271,869,318,1194,412,131,1163,2362,779,0,39955,219,1294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,442,33,131,4,380,229,131,112,2362,3299
2010,9063735783,초당대학교,전남,산업대학,대학,268,95,1270,1,92,29,953,1010,1197,0,0,0,0,858,381,986,403,1154,333,1470,407,111,1413,3271,965,0,56829,721,1844,73,0,0,0,0,310,128,347,165,57,14,69,13,11,309,710,45,62,1168,23,122,0,381,529,122,348,3981,5251
2010,9213808596,상주대학교,경북,산업대학,대학,0,0,2536,0,0,0,0,0,1925,0,0,0,0,770,243,1071,256,1210,67,821,27,133,460,1947,0,0,0,21,843,611,0,0,0,0,278,75,381,112,291,37,260,26,86,164,599,0,61,34,0,219,0,0,3,219,0,2546,5082
2010,9258313953,한양대학교,경기,대학,대학,368,359,4513,0,0,162,2074,1930,4513,0,0,57,24,4003,1549,3485,1159,3797,871,2291,838,920,3521,9120,1930,1,140256,869,4441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1968,46,920,51,817,721,920,263,9120,13633
2010,9258313953,한양대학교,서울,대학,대학,1202,877,7119,1,808,347,3262,2948,7110,0,0,110,34,7263,2011,5905,1514,5699,1151,3721,1154,1017,4847,15588,2948,0,267320,1751,5968,9,0,0,0,0,51,51,53,53,0,0,0,0,9,95,95,0,97,3564,138,1026,123,1072,1051,1026,413,15683,22802
2010,9321250915,부경대학교,부산,대학,대학,583,561,8143,1,396,388,3846,3520,7977,0,0,70,25,6757,2559,5313,1994,7959,1559,4713,1637,1332,6442,16835,3520,0,161320,1842,7969,166,0,0,0,0,203,92,152,69,118,28,22,6,40,155,329,0,113,3613,34,1372,103,1528,1422,1372,651,17164,25307
2010,9326480150,수원대학교,경기,대학,대학,594,268,4992,1,307,116,2919,2620,4457,0,0,0,0,3434,1714,3289,1469,4538,1330,3487,1584,896,5201,10291,2590,0,161619,939,6328,535,0,0,0,0,360,84,380,74,566,61,39,12,49,182,810,30,63,2337,87,945,25,1515,1101,945,398,11101,16093
2010,9366516411,한경대학교,경기,산업대학,대학,168,146,2954,1,86,88,1474,1345,2407,0,0,18,9,1539,677,1641,698,2129,514,1804,610,420,2088,4724,1159,0,67974,911,2870,547,0,0,0,0,704,116,612,123,430,54,457,69,44,318,1656,186,81,1396,24,464,28,595,522,464,310,6380,9334
2010,9374160170,충남대학교,대전,대학,대학,914,675,7859,1,360,373,4049,3857,7859,0,0,37,25,7039,2773,6130,2248,7882,1876,4702,1855,1316,7461,17931,3857,0,268733,1712,8777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,4020,104,1316,103,1775,1648,1316,603,17931,25790
2010,9446487545,한국외국어대학교,경기,대학,대학,298,256,3637,0,0,95,1894,1722,3637,0,0,0,0,3194,1598,3094,1561,3173,1115,2190,1108,1141,4241,8014,1722,1,77536,576,5382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1342,46,1141,37,1041,671,1141,248,8014,11651
2010,9446487545,한국외국어대학교,서울,대학,대학,471,270,3628,1,441,169,1994,1676,3628,0,0,0,0,3594,1723,3351,1497,3016,1193,2267,1262,1077,4598,8600,1676,0,104531,799,5675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1614,57,1077,59,1184,816,1077,324,8600,12228
2010,9478309810,대구가톨릭대학교,경북,대학,대학,683,336,5234,1,255,149,3481,3105,5122,0,0,16,7,4321,2165,3723,1947,5538,1661,4224,1891,997,6674,12700,3105,0,149555,1303,7801,112,0,0,0,0,189,71,80,50,63,8,12,1,15,115,232,0,110,2435,96,1012,36,1774,1267,1012,686,12932,18166
2010,9478309810,대구가톨릭대학교,대구,대학,대학,26,139,58,0,0,9,28,75,58,0,0,0,0,125,18,64,12,81,19,83,23,0,72,295,75,0,23747,45,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,19,0,2,8,10,0,10,295,353
2010,9481304764,부산가톨릭대학교,부산,대학,대학,193,103,1298,1,132,76,1066,970,1290,0,0,0,0,999,613,1155,707,1678,630,1242,669,198,2421,3784,970,0,60183,497,2777,8,0,0,0,0,110,78,114,80,1,0,0,0,6,152,217,0,31,932,28,204,36,656,614,204,357,4001,5299
2010,9486591398,삼성전자공과대학교,경기,사내대학(대학과정),대학,9,9,0,1,0,0,28,40,0,0,0,0,0,0,0,32,1,32,0,28,2,0,3,92,40,0,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,2,1,0,1,92,92
2010,9511040270,인제대학교,경남,대학,대학,538,312,4099,1,243,143,2532,2308,4072,0,0,31,14,2966,1373,2668,1216,4577,1189,2932,1238,592,4438,9102,2268,0,106726,1048,5158,27,0,0,0,0,116,55,127,56,45,9,49,8,7,121,310,40,54,2024,55,599,41,1219,1012,599,517,9412,13511
2010,9511040270,인제대학교,부산,대학,대학,63,637,39,0,0,33,85,173,32,0,0,0,0,174,99,186,95,202,105,189,101,4,396,719,173,0,14247,221,563,7,0,0,0,0,86,82,81,81,0,0,0,0,7,156,160,0,3,253,152,11,12,74,178,11,149,879,918
2010,9597821533,한국국제대학교,경남,대학,대학,229,131,1510,1,54,54,1121,1118,1448,0,0,0,0,701,375,696,327,1214,345,1727,448,156,1339,2890,1055,0,58098,324,1646,62,0,0,0,0,99,50,126,56,59,22,61,23,13,138,283,63,54,638,39,169,15,442,357,169,185,3173,4683
2010,9598600447,한성대학교,서울,대학,대학,352,210,3632,1,124,87,1778,1620,2285,0,0,0,0,1666,785,1680,688,2079,562,1244,523,529,2029,4384,1000,0,63378,627,3989,1347,0,0,0,0,892,417,911,402,1282,324,760,288,300,1131,2498,620,44,1392,56,829,25,798,730,829,324,6882,10514
2010,9631689786,동국대학교,경북,대학,대학,441,349,4141,0,178,119,2117,2001,3992,0,0,0,0,2617,1168,2693,1196,3427,1104,3582,1104,689,3883,8327,2001,1,88953,1037,4632,149,0,0,0,0,139,42,52,14,34,3,22,1,27,33,98,0,107,2009,73,716,17,955,968,716,482,8425,12566
2010,9631689786,동국대학교,서울,대학,대학,763,532,6623,1,303,236,3120,2715,6623,0,0,0,0,5816,2432,5111,2069,5147,1758,4472,1518,1566,6211,13923,2715,0,160249,980,7777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,2425,71,1566,50,1436,1064,1566,350,13923,20546
2010,9636747360,부산디지털대학교,부산,사이버대학(대학과정),대학,17,17,290,1,26,20,819,1000,290,0,0,0,0,419,290,338,252,818,573,819,574,205,1484,2104,1000,0,7035,471,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,559,8,205,11,574,403,205,343,2104,2394
2010,9708125770,서울과학기술대학교,서울,산업대학,대학,341,327,5544,1,206,206,2173,2061,4187,0,0,42,21,3558,1200,3300,1078,3417,756,3364,864,631,3288,9494,1832,0,136147,1969,4741,1357,0,0,0,0,1427,290,1569,256,686,138,630,138,237,585,2955,229,82,3056,40,868,61,704,835,868,431,12449,17993
2010,9737482547,상지대학교,강원,대학,대학,434,253,4212,1,120,101,2307,2036,3699,0,0,0,0,2249,898,2426,848,3674,849,2441,891,450,3036,7091,1773,0,86109,729,3781,513,0,0,0,0,309,84,267,63,510,64,469,84,49,246,1042,263,105,1567,39,499,27,908,601,499,272,8133,12345
2010,9776334881,차의과학대학교,경기,대학,대학,101,330,94,1,68,20,111,110,92,0,0,0,0,122,77,146,75,131,65,113,70,29,258,420,110,0,8834,86,347,2,0,0,0,0,32,30,30,30,0,0,0,0,2,58,60,0,6,131,108,31,6,70,95,31,62,480,574
2010,9786305725,중부대학교,충남,대학,대학,449,192,3637,1,89,77,2353,2235,3631,0,0,0,0,1972,902,2092,929,3565,955,3907,1007,338,3455,7905,2235,0,72620,576,3793,6,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,72,1298,49,338,21,941,530,338,253,7906,11543
2010,9802317440,금강대학교,충남,대학,대학,20,27,160,1,50,25,103,100,160,0,0,0,0,118,75,108,55,161,65,108,50,56,189,335,100,0,19717,14,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,6,56,4,49,26,56,10,335,495
2010,9837188839,한국과학기술원,대전,대학,대학,1,0,0,0,386,386,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0,0,107,241,188,0,39,0,0
2010,9853426933,성신여자대학교,서울,대학,대학,474,305,1856,1,165,176,2467,2219,1618,0,0,0,0,3268,3264,2853,2852,2567,2567,2472,2472,1618,9537,9542,2219,0,113265,822,11946,238,0,0,0,0,463,463,318,318,10,10,0,0,238,553,553,0,58,2153,129,1856,88,2467,2153,1856,822,10095,11951
2010,9853607714,침례신학대학교,대전,대학,대학,124,41,420,1,43,36,417,400,420,0,0,0,0,465,259,496,263,576,218,463,253,72,921,1580,400,0,26208,84,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,315,14,72,11,243,170,72,62,1580,2000
2010,9872376203,순천대학교,전남,대학,대학,317,311,3690,1,184,178,1979,1816,3650,0,0,62,20,2478,1012,2323,925,3896,922,2416,884,441,3322,7525,1816,0,106992,676,3806,40,0,0,0,0,97,34,30,9,16,0,6,0,5,38,109,0,81,1639,41,446,47,850,766,446,313,7634,11324
2010,9896320283,한국폴리텍 I 대학 서울강서캠퍼스,서울,기능대학,전문대학,30,0,0,0,13,15,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,7,55,52,0,0,0,0
2010,9962455511,정화예술대학,서울,전공대학,전문대학,52,0,0,0,32,16,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,6,434,135,0,0,0,0
2010,9964178025,대구외국어대학교,경북,대학,대학,22,14,181,1,13,8,124,130,178,0,0,0,0,89,50,112,54,193,57,151,44,40,165,367,116,0,4561,12,208,3,0,0,0,0,0,0,1,1,6,2,13,0,2,1,17,14,9,41,5,42,3,43,30,42,10,384,565
2010,9974667608,가천의과학대학교,인천,대학,대학,235,128,1029,1,50,46,924,827,1029,0,0,0,0,1151,634,1246,630,1334,553,1016,521,279,2059,3718,827,0,54341,437,2358,0,0,0,0,0,29,20,10,0,0,0,0,0,0,20,39,0,33,751,39,279,12,511,618,279,371,3757,4786
2010,9979787409,가톨릭꽃동네대학교,충북,대학,대학,28,23,133,1,80,25,131,120,133,0,0,0,0,139,106,147,94,189,94,143,102,40,356,485,120,0,10425,86,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,155,11,40,9,98,123,40,71,485,618
2011,1003343641,광주여자대학교,광주,대학,대학,201,123,252,1,68,40,1089,1010,252,0,0,0,0,1047,1047,1117,1117,1126,1126,1125,1125,252,4163,4163,1010,0,42917,509,4415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,890,68,252,6,1089,890,252,509,4163,4415
2011,1054585099,호원대학교,전북,산업대학,대학,274,133,2288,1,85,55,1460,1410,2221,0,0,0,0,1036,382,1400,391,2107,452,1775,507,216,1516,4097,1370,0,74277,744,2181,67,0,0,0,0,377,138,497,224,189,69,81,18,13,436,1077,40,135,1315,29,229,16,494,542,229,300,5174,7462
2011,1055907428,우송대학교,대전,산업대학,대학,0,0,1572,0,0,0,0,0,1572,0,0,0,0,2632,1197,368,84,593,34,194,12,267,1060,2215,0,0,0,740,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1560,0,267,0,0,761,267,357,2215,3787
2011,1141288042,삼육대학교,서울,대학,대학,274,170,1866,1,187,169,1383,1242,1866,0,0,11,11,1752,1122,1760,1010,1990,869,1815,860,552,3320,5462,1242,0,68678,465,3872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1044,44,552,49,792,684,552,325,5462,7328
