파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,학교급
대구광역시교육청_공립_초등_결산_세출_2024.csv,3255535195.0,111185124959.0,82148950912.0,73574694229.0,41114023126.0,46006117084.0,3501999100.0,1192476280.0,1048421951.6999999,초등
대구광역시교육청_공립_중등_결산_세출_2022.csv,3857711760.0,60434768700.0,34693959857.0,14237919140.0,19193287096.0,19411904516.0,1549191990.0,782486490.0,465478608.09999996,중등
대구광역시교육청_공립_중등_결산_세출_2023.csv,4195238811.0,55453669746.0,36562302564.0,14784274563.0,23350516691.0,19743226787.0,2114405700.0,178839510.0,459046236.3,중등
대구광역시교육청_공립_초등_결산_세출_2022.csv,7930902448.0,120592346996.0,59257807875.0,64620380289.0,36976256192.0,38721746126.0,3905154396.0,978813820.0,1010816225.1,초등
대구광역시교육청_공립_초등_결산_세출_2023.csv,8108655257.0,109843999029.0,77203744915.0,67212394018.0,53422373383.0,45412925181.0,8380995580.0,710779170.0,1148083082.3,초등
대구광역시교육청_공립_중등_결산_세출_2024.csv,1876416035.0,52338344425.0,39514069938.0,15412644009.0,17276018224.0,21245589164.0,996893140.0,289576840.0,410396576.5,중등
대구광역시교육청_공립_고등_결산_세출_2024.csv,1042640697.0,43489848911.0,41680875396.0,15433664783.0,22056511385.0,19253064076.0,3008296980.0,417894242.0,305908834.4,고등
대구광역시교육청_공립_고등_결산_세출_2023.csv,3132268481.0,40915617034.0,42242601658.0,16876038216.0,18410191710.0,17082441162.0,3692125503.0,796955705.0,307480843.3,고등
대구광역시교육청_공립_고등_결산_세출_2022.csv,2862222298.0,44339596276.0,33710616583.0,16613503168.0,20162219570.0,17017587576.0,2271125868.0,1209779576.0,302353261.70000005,고등
초등_합계,19295092900.0,341621470984.0,218610503702.0,205407468536.0,131512652701.0,130140788391.0,15788149076.0,2882069270.0,3207321259.1,초등
중등_합계,9929366606.0,168226782871.0,110770332359.0,44434837712.0,59819822011.0,60400720467.0,4660490830.0,1250902840.0,1334921420.9,중등
고등_합계,7037131476.0,128745062221.0,117634093637.0,48923206167.0,60628922665.0,53353092814.0,8971548351.0,2424629523.0,915742939.4000001,고등
2024_합계,6174591927.0,207013318295.0,163343896246.0,104421003021.0,80446552735.0,86504770324.0,7507189220.0,1899947362.0,1764727362.6,전체
2022_합계,14650836506.0,225366711972.0,127662384315.0,95471802597.0,76331762858.0,75151238218.0,7725472254.0,2971079886.0,1778648094.9,전체
2023_합계,15436162549.0,206213285809.0,156008649137.0,98872706797.0,95183081784.0,82238593130.0,14187526783.0,1686574385.0,1914610161.8999999,전체
