파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급,학교 수
대구광역시교육청_공립_중등_예산_세입_2022.csv,47100052000.0,1528432000.0,12158911000.0,0.0,644899000.0,1012473000.0,중등,96
대구광역시교육청_공립_중등_예산_세입_2023.csv,47144087000.0,1275816000.0,11511724000.0,0.0,1056179000.0,902136000.0,중등,95
대구광역시교육청_공립_중등_예산_세입_2024.csv,75452958000.0,506099000.0,11599275000.0,0.0,1487049000.0,800500000.0,중등,94
대구광역시교육청_공립_고등_예산_세입_2023.csv,37003482000.0,1038219000.0,23540842000.0,0.0,1484663000.0,813339000.0,고등,48
대구광역시교육청_공립_고등_예산_세입_2022.csv,36841614000.0,822342000.0,23926883000.0,0.0,1110306000.0,844300000.0,고등,48
대구광역시교육청_공립_고등_예산_세입_2024.csv,77699221000.0,1037685000.0,25317717000.0,0.0,2183394000.0,636477000.0,고등,48
대구광역시교육청_공립_초등_예산_세입_2023.csv,97209298000.0,1174264000.0,68247292000.0,0.0,2242933000.0,1366017000.0,초등,237
대구광역시교육청_공립_초등_예산_세입_2022.csv,97229184000.0,655570000.0,67898495000.0,0.0,1619626000.0,1645488000.0,초등,237
대구광역시교육청_공립_초등_예산_세입_2024.csv,152450609000.0,1608020000.0,67900777000.0,0.0,2976146000.0,1253735000.0,초등,238
중등_평균,56466215119.29825,1107036133.3333333,11758600301.754387,0.0,1059754087.7192982,905780098.245614,중등,285
고등_평균,50514772333.333336,966082000.0,24261814000.0,0.0,1592787666.6666667,764705333.3333334,고등,144
초등_평균,115681411764.04494,1146600306.1797752,68015360175.5618,0.0,2280546672.752809,1421510695.224719,초등,712
전체_평균,92666225855.39001,1113935603.8562665,48441576465.38124,0.0,1888817326.9062226,1209798870.28922,전체,1141
