SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,인천광역시 서구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,30000000,6643000,0,3000,3570000,S040000230,7824215000,E100000001,4,일반고등학교,N,서인천고등학교
고,사립,4,인천광역시 부평구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,10000000,19000000,0,122543000,203028000,S040000235,5350795000,E100000001,4,일반고등학교,N,세일고등학교
,사립,4,인천광역시 연수구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,10000000,17680000,0,637767000,69000000,S040000236,7204371000,E100000001,4,일반고등학교,N,송도고등학교
,사립,4,인천광역시 남동구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,8000000,15400000,0,64959000,265115000,S040000237,7338786000,E100000001,4,일반고등학교,N,숭덕여자고등학교
,사립,4,인천광역시 남동구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,15000000,28510000,0,260525000,97800000,S040000238,6296528000,E100000001,4,일반고등학교,N,신명여자고등학교
고,사립,4,인천광역시 부평구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,210000000,66750000,0,8232473000,5853000,S040000244,416966000,E100000001,4,특수목적고등학교,N,인천외국어고등학교
고,사립,4,인천광역시 동구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,50000000,11000000,0,8000,4000000,S040000248,5149527000,E100000001,4,특성화고등학교,N,영화국제관광고등학교
,사립,4,인천광역시 미추홀구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,30000000,35400000,0,197040000,8000000,S040000254,8152890000,E100000001,4,일반고등학교,N,인명여자고등학교
,사립,4,인천광역시 중구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,1000,6400000,0,61939000,230573000,S040000255,5110317000,E100000001,4,일반고등학교,N,인성여자고등학교
고,사립,4,인천광역시 남동구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,0,33583000,0,25410000,101000,S040000257,6799281000,E100000001,4,일반고등학교,N,인제고등학교
,사립,4,인천광역시 연수구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,20000000,10555000,0,321902000,10000000,S040000263,6949145000,E100000001,4,일반고등학교,N,인천대건고등학교
고,사립,4,인천광역시 연수구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,60000000,27660000,0,629421000,2500000,S040000265,5441592000,E100000001,4,일반고등학교,N,박문여자고등학교
고,사립,4,인천광역시 중구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,25000000,16000000,0,47044000,50000000,S040000279,4522233000,E100000001,4,특성화고등학교,N,인천중앙여자고등학교
고,사립,4,인천광역시 부평구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,20000000,21953000,0,117838000,19030000,S040000284,4537081000,E100000001,4,특성화고등학교,N,인평자동차고등학교
,사립,4,인천광역시 미추홀구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,55000000,17600000,0,61799000,484768000,S040000285,5173010000,E100000001,4,일반고등학교,N,인하대학교사범대학부속고등학교
고,사립,4,인천광역시 미추홀구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,10000000,8010000,0,4000,9388000,S040000286,5783547000,E100000001,4,일반고등학교,N,인항고등학교
,사립,4,인천광역시 미추홀구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,60000000,48270000,0,46756000,372589000,S040000288,5052683000,E100000001,4,특성화고등학교,N,정석항공과학고등학교
고,사립,4,인천광역시 부평구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,20000000,3880000,0,110235000,16600000,S040000291,4556600000,E100000001,4,일반고등학교,N,제일고등학교
,사립,4,인천광역시 서구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,30000000,3386000,0,41760000,22420000,S040000295,3182852000,E100000001,4,특성화고등학교,N,한국주얼리고등학교
고,사립,4,인천광역시 중구,4.0,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,0,187596000,0,8763693000,3534759000,S040002162,0,E100000001,4,자율고등학교,N,인천하늘고등학교
,사립,4,인천광역시 연수구,,인천광역시교육청,인천광역시교육청,E100000001,N,복식부기,예산세입,0,24588000,0,5184768000,1092554000,S040002244,0,E100000001,4,자율고등학교,N,인천포스코고등학교
