정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,2704750
,교직원보수,0
,기타 교직원 보수,0
,교직원 복지 및 역량강화,2704750
학생복지/교육격차 해소,학생복지/교육격차 해소,131082980
,급식 관리,99593720
,기숙사 관리,0
,보건관리,14404880
,교육격차 해소,3200000
,학생복지,13884380
기본적 교육활동,기본적 교육활동,250332550
,교과 활동,176646140
,창의적 체험활동,62188410
,자유학기(년) 활동,11498000
선택적 교육활동,선택적 교육활동,164899810
,방과후학교 운영,19898090
,직업교육,0
,국제교육,0
,독서활동,5092000
,교기육성,80415780
,기타 선택적 교육활동,59493940
교육활동 지원,교육활동 지원,146434880
,교무업무 운영,5214990
,생활지도 운영,23899090
,연구학교 운영,51934190
,학습지원실 운영,5577310
,교육여건 개선,59809300
학교 일반운영,학교 일반운영,178585380
,학교기관운영,76452460
,시설 장비 유지,99407760
,학교운영 협력,2725160
학교시설 확충,학교시설 확충,12834800
,시설확충 및 개선,12834800
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,886875150
