정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,93231810
,교직원보수,0
,기타 교직원 보수,32802780
,교직원 복지 및 역량강화,60429030
학생복지/교육격차 해소,학생복지/교육격차 해소,840471180
,급식 관리,727854870
,기숙사 관리,0
,보건관리,98786320
,교육격차 해소,4130990
,학생복지,9699000
기본적 교육활동,기본적 교육활동,337339510
,교과 활동,310643260
,창의적 체험활동,26696250
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,248019080
,방과후학교 운영,207923850
,직업교육,0
,국제교육,0
,독서활동,31596810
,교기육성,8498420
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,85753460
,교무업무 운영,6197180
,생활지도 운영,30272330
,연구학교 운영,0
,학습지원실 운영,20584190
,교육여건 개선,28699760
학교 일반운영,학교 일반운영,276533540
,학교기관운영,53744390
,시설 장비 유지,219719490
,학교운영 협력,3069660
학교시설 확충,학교시설 확충,109733800
,시설확충 및 개선,109733800
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,1991082380
