정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,43925850
,교직원보수,0
,기타 교직원 보수,41293850
,교직원 복지 및 역량강화,2632000
학생복지/교육격차 해소,학생복지/교육격차 해소,791073400
,급식 관리,620652850
,기숙사 관리,0
,보건관리,66198220
,교육격차 해소,0
,학생복지,104222330
기본적 교육활동,기본적 교육활동,273168570
,교과 활동,267275910
,창의적 체험활동,5892660
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,297301520
,방과후학교 운영,151058090
,직업교육,0
,국제교육,0
,독서활동,37400840
,교기육성,77575880
,기타 선택적 교육활동,31266710
교육활동 지원,교육활동 지원,801695020
,교무업무 운영,18761750
,생활지도 운영,37949680
,연구학교 운영,0
,학습지원실 운영,55720090
,교육여건 개선,689263500
학교 일반운영,학교 일반운영,547706440
,학교기관운영,202587490
,시설 장비 유지,343379220
,학교운영 협력,1739730
학교시설 확충,학교시설 확충,97613480
,시설확충 및 개선,97613480
학교 재무활동,학교 재무활동,99474000
,반환금,99474000
,예비비,0
세출합계,세출합계,2951958280
