정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,97790000
,교직원보수,0
,기타 교직원 보수,26160000
,교직원 복지 및 역량강화,71630000
학생복지/교육격차 해소,학생복지/교육격차 해소,489484000
,급식 관리,446988000
,기숙사 관리,0
,보건관리,22446000
,교육격차 해소,0
,학생복지,20050000
기본적 교육활동,기본적 교육활동,133456000
,교과 활동,99791000
,창의적 체험활동,33665000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,109905000
,방과후학교 운영,87005000
,직업교육,0
,국제교육,0
,독서활동,21900000
,교기육성,1000000
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,32854000
,교무업무 운영,10372000
,생활지도 운영,3370000
,연구학교 운영,0
,학습지원실 운영,17024000
,교육여건 개선,2088000
학교 일반운영,학교 일반운영,197984000
,학교기관운영,61158000
,시설 장비 유지,130401000
,학교운영 협력,6425000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,5200000
,반환금,5200000
,예비비,0
세출합계,세출합계,1066673000
