정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,35267100
,교직원보수,0
,기타 교직원 보수,33093100
,교직원 복지 및 역량강화,2174000
학생복지/교육격차 해소,학생복지/교육격차 해소,770794720
,급식 관리,663258800
,기숙사 관리,0
,보건관리,58339920
,교육격차 해소,42800000
,학생복지,6396000
기본적 교육활동,기본적 교육활동,281293380
,교과 활동,271701300
,창의적 체험활동,9592080
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,272357580
,방과후학교 운영,160831840
,직업교육,0
,국제교육,0
,독서활동,20434160
,교기육성,62272760
,기타 선택적 교육활동,28818820
교육활동 지원,교육활동 지원,118365120
,교무업무 운영,17128080
,생활지도 운영,55242940
,연구학교 운영,0
,학습지원실 운영,33059980
,교육여건 개선,12934120
학교 일반운영,학교 일반운영,458359090
,학교기관운영,186400200
,시설 장비 유지,269882630
,학교운영 협력,2076260
학교시설 확충,학교시설 확충,866453990
,시설확충 및 개선,866453990
학교 재무활동,학교 재무활동,6160
,반환금,6160
,예비비,0
세출합계,세출합계,2802897140
