정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,92296840
,교직원보수,0
,기타 교직원 보수,19012000
,교직원 복지 및 역량강화,73284840
학생복지/교육격차 해소,학생복지/교육격차 해소,463910690
,급식 관리,407241930
,기숙사 관리,0
,보건관리,53675760
,교육격차 해소,0
,학생복지,2993000
기본적 교육활동,기본적 교육활동,217892770
,교과 활동,205764650
,창의적 체험활동,12128120
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,219343300
,방과후학교 운영,207411200
,직업교육,0
,국제교육,0
,독서활동,11932100
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,59539270
,교무업무 운영,3402810
,생활지도 운영,13375190
,연구학교 운영,0
,학습지원실 운영,16184960
,교육여건 개선,26576310
학교 일반운영,학교 일반운영,202231560
,학교기관운영,58110690
,시설 장비 유지,142187150
,학교운영 협력,1933720
학교시설 확충,학교시설 확충,215326640
,시설확충 및 개선,215326640
학교 재무활동,학교 재무활동,670
,반환금,670
,예비비,0
세출합계,세출합계,1470541740
