정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,102713870
,교직원보수,0
,기타 교직원 보수,0
,교직원 복지 및 역량강화,102713870
학생복지/교육격차 해소,학생복지/교육격차 해소,659723550
,급식 관리,548439150
,기숙사 관리,0
,보건관리,41342340
,교육격차 해소,1568510
,학생복지,68373550
기본적 교육활동,기본적 교육활동,477420860
,교과 활동,445370890
,창의적 체험활동,32049970
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,263639550
,방과후학교 운영,147521320
,직업교육,0
,국제교육,0
,독서활동,24192210
,교기육성,68451020
,기타 선택적 교육활동,23475000
교육활동 지원,교육활동 지원,41628870
,교무업무 운영,8659770
,생활지도 운영,16273100
,연구학교 운영,0
,학습지원실 운영,16696000
,교육여건 개선,0
학교 일반운영,학교 일반운영,433865200
,학교기관운영,116257710
,시설 장비 유지,312730230
,학교운영 협력,4877260
학교시설 확충,학교시설 확충,1802278310
,시설확충 및 개선,1802278310
학교 재무활동,학교 재무활동,72068000
,반환금,72068000
,예비비,0
세출합계,세출합계,3853338210
