정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,84852590
,교직원보수,0
,기타 교직원 보수,15616770
,교직원 복지 및 역량강화,69235820
학생복지/교육격차 해소,학생복지/교육격차 해소,317363370
,급식 관리,246768800
,기숙사 관리,0
,보건관리,54343570
,교육격차 해소,14050000
,학생복지,2201000
기본적 교육활동,기본적 교육활동,192610280
,교과 활동,188909380
,창의적 체험활동,3700900
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,168038720
,방과후학교 운영,125919510
,직업교육,0
,국제교육,0
,독서활동,42119210
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,477701010
,교무업무 운영,9879170
,생활지도 운영,12699400
,연구학교 운영,0
,학습지원실 운영,2880000
,교육여건 개선,452242440
학교 일반운영,학교 일반운영,228397363
,학교기관운영,44850183
,시설 장비 유지,181320140
,학교운영 협력,2227040
학교시설 확충,학교시설 확충,235208000
,시설확충 및 개선,235208000
학교 재무활동,학교 재무활동,8168120
,반환금,8168120
,예비비,0
세출합계,세출합계,1712339453
