정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,113616670
,교직원보수,0
,기타 교직원 보수,18151670
,교직원 복지 및 역량강화,95465000
학생복지/교육격차 해소,학생복지/교육격차 해소,415367580
,급식 관리,349836500
,기숙사 관리,0
,보건관리,44517880
,교육격차 해소,83200
,학생복지,20930000
기본적 교육활동,기본적 교육활동,170326090
,교과 활동,164496040
,창의적 체험활동,5830050
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,285315260
,방과후학교 운영,260147220
,직업교육,0
,국제교육,0
,독서활동,25168040
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,70582150
,교무업무 운영,11970760
,생활지도 운영,7857090
,연구학교 운영,0
,학습지원실 운영,16264810
,교육여건 개선,34489490
학교 일반운영,학교 일반운영,192097820
,학교기관운영,50303580
,시설 장비 유지,140803680
,학교운영 협력,990560
학교시설 확충,학교시설 확충,90247000
,시설확충 및 개선,90247000
학교 재무활동,학교 재무활동,62430
,반환금,62430
,예비비,0
세출합계,세출합계,1337615000
