정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,125598300
,교직원보수,0
,기타 교직원 보수,36317700
,교직원 복지 및 역량강화,89280600
학생복지/교육격차 해소,학생복지/교육격차 해소,719160700
,급식 관리,585522620
,기숙사 관리,0
,보건관리,77513760
,교육격차 해소,74900
,학생복지,56049420
기본적 교육활동,기본적 교육활동,228824730
,교과 활동,212051940
,창의적 체험활동,16772790
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,120220870
,방과후학교 운영,77429230
,직업교육,0
,국제교육,0
,독서활동,36291640
,교기육성,6500000
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,91191400
,교무업무 운영,14195490
,생활지도 운영,7216000
,연구학교 운영,0
,학습지원실 운영,27811030
,교육여건 개선,41968880
학교 일반운영,학교 일반운영,304340250
,학교기관운영,81061660
,시설 장비 유지,221192190
,학교운영 협력,2086400
학교시설 확충,학교시설 확충,619912680
,시설확충 및 개선,619912680
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,2209248930
