정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,21640000
,교직원보수,0
,기타 교직원 보수,19440000
,교직원 복지 및 역량강화,2200000
학생복지/교육격차 해소,학생복지/교육격차 해소,276806000
,급식 관리,249089000
,기숙사 관리,0
,보건관리,23937000
,교육격차 해소,0
,학생복지,3780000
기본적 교육활동,기본적 교육활동,124686000
,교과 활동,56736000
,창의적 체험활동,67950000
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,43605000
,방과후학교 운영,32145000
,직업교육,0
,국제교육,0
,독서활동,11460000
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,28372000
,교무업무 운영,2150000
,생활지도 운영,1092000
,연구학교 운영,0
,학습지원실 운영,17610000
,교육여건 개선,7520000
학교 일반운영,학교 일반운영,208049000
,학교기관운영,63328000
,시설 장비 유지,141721000
,학교운영 협력,3000000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,200000
,반환금,100000
,예비비,100000
세출합계,세출합계,703358000
