정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,44508090
,교직원보수,0
,기타 교직원 보수,8580000
,교직원 복지 및 역량강화,35928090
학생복지/교육격차 해소,학생복지/교육격차 해소,239158930
,급식 관리,176915840
,기숙사 관리,0
,보건관리,8735090
,교육격차 해소,308000
,학생복지,53200000
기본적 교육활동,기본적 교육활동,94174290
,교과 활동,85279330
,창의적 체험활동,8894960
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,31361540
,방과후학교 운영,19336080
,직업교육,0
,국제교육,0
,독서활동,10008880
,교기육성,0
,기타 선택적 교육활동,2016580
교육활동 지원,교육활동 지원,60016360
,교무업무 운영,3600400
,생활지도 운영,9879600
,연구학교 운영,33824000
,학습지원실 운영,12712360
,교육여건 개선,0
학교 일반운영,학교 일반운영,226509800
,학교기관운영,45614590
,시설 장비 유지,180573210
,학교운영 협력,322000
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,400
,반환금,400
,예비비,0
세출합계,세출합계,695729410
