정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,29608710
,교직원보수,0
,기타 교직원 보수,28483710
,교직원 복지 및 역량강화,1125000
학생복지/교육격차 해소,학생복지/교육격차 해소,569607520
,급식 관리,496836390
,기숙사 관리,0
,보건관리,69481130
,교육격차 해소,0
,학생복지,3290000
기본적 교육활동,기본적 교육활동,421759620
,교과 활동,405407190
,창의적 체험활동,16352430
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,167992930
,방과후학교 운영,150099070
,직업교육,0
,국제교육,0
,독서활동,17893860
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,251827670
,교무업무 운영,10391040
,생활지도 운영,31535320
,연구학교 운영,33669450
,학습지원실 운영,45413080
,교육여건 개선,130818780
학교 일반운영,학교 일반운영,288590930
,학교기관운영,115839850
,시설 장비 유지,170855580
,학교운영 협력,1895500
학교시설 확충,학교시설 확충,9636000
,시설확충 및 개선,9636000
학교 재무활동,학교 재무활동,14208320
,반환금,14208320
,예비비,0
세출합계,세출합계,1753231700
