정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,70892920
,교직원보수,0
,기타 교직원 보수,13537720
,교직원 복지 및 역량강화,57355200
학생복지/교육격차 해소,학생복지/교육격차 해소,318763840
,급식 관리,271477460
,기숙사 관리,0
,보건관리,44474380
,교육격차 해소,0
,학생복지,2812000
기본적 교육활동,기본적 교육활동,215692760
,교과 활동,201964930
,창의적 체험활동,13727830
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,88075710
,방과후학교 운영,58566740
,직업교육,0
,국제교육,0
,독서활동,29508970
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,40126350
,교무업무 운영,3944200
,생활지도 운영,7797900
,연구학교 운영,0
,학습지원실 운영,11553860
,교육여건 개선,16830390
학교 일반운영,학교 일반운영,217281720
,학교기관운영,38461250
,시설 장비 유지,175671440
,학교운영 협력,3149030
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,4651940
,반환금,4651940
,예비비,0
세출합계,세출합계,955485240
