정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,63586930
,교직원보수,0
,기타 교직원 보수,9240000
,교직원 복지 및 역량강화,54346930
학생복지/교육격차 해소,학생복지/교육격차 해소,212261530
,급식 관리,147098000
,기숙사 관리,0
,보건관리,5635120
,교육격차 해소,6769810
,학생복지,52758600
기본적 교육활동,기본적 교육활동,104914920
,교과 활동,93022730
,창의적 체험활동,11892190
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,65608620
,방과후학교 운영,58592750
,직업교육,0
,국제교육,0
,독서활동,7015870
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,16746310
,교무업무 운영,7810270
,생활지도 운영,8936040
,연구학교 운영,0
,학습지원실 운영,0
,교육여건 개선,0
학교 일반운영,학교 일반운영,198475200
,학교기관운영,48021460
,시설 장비 유지,148224800
,학교운영 협력,2228940
학교시설 확충,학교시설 확충,0
,시설확충 및 개선,0
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,661593510
