정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,136651070
,교직원보수,0
,기타 교직원 보수,135261070
,교직원 복지 및 역량강화,1390000
학생복지/교육격차 해소,학생복지/교육격차 해소,944609420
,급식 관리,861849200
,기숙사 관리,0
,보건관리,75064220
,교육격차 해소,0
,학생복지,7696000
기본적 교육활동,기본적 교육활동,317467810
,교과 활동,265824970
,창의적 체험활동,51642840
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,286468330
,방과후학교 운영,159605150
,직업교육,0
,국제교육,0
,독서활동,18793750
,교기육성,78534130
,기타 선택적 교육활동,29535300
교육활동 지원,교육활동 지원,118453920
,교무업무 운영,7799150
,생활지도 운영,71525510
,연구학교 운영,0
,학습지원실 운영,25826300
,교육여건 개선,13302960
학교 일반운영,학교 일반운영,340213840
,학교기관운영,70025220
,시설 장비 유지,269167670
,학교운영 협력,1020950
학교시설 확충,학교시설 확충,79018000
,시설확충 및 개선,79018000
학교 재무활동,학교 재무활동,0
,반환금,0
,예비비,0
세출합계,세출합계,2222882390
