정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,37927490
,교직원보수,0
,기타 교직원 보수,8460000
,교직원 복지 및 역량강화,29467490
학생복지/교육격차 해소,학생복지/교육격차 해소,141572430
,급식 관리,59710220
,기숙사 관리,0
,보건관리,17102210
,교육격차 해소,0
,학생복지,64760000
기본적 교육활동,기본적 교육활동,133978510
,교과 활동,130636480
,창의적 체험활동,3342030
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,127779110
,방과후학교 운영,124087960
,직업교육,0
,국제교육,0
,독서활동,3691150
,교기육성,0
,기타 선택적 교육활동,0
교육활동 지원,교육활동 지원,77552160
,교무업무 운영,3659860
,생활지도 운영,6000000
,연구학교 운영,0
,학습지원실 운영,37583250
,교육여건 개선,30309050
학교 일반운영,학교 일반운영,196568410
,학교기관운영,65022880
,시설 장비 유지,130315530
,학교운영 협력,1230000
학교시설 확충,학교시설 확충,26646780
,시설확충 및 개선,26646780
학교 재무활동,학교 재무활동,8684210
,반환금,8684210
,예비비,0
세출합계,세출합계,750709100
