파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,평균합계,학교급
초등_결산_세입_2022.csv,1412475333.6743283,16139724.013920363,152525394.3418582,0.0,6591222.6179993525,80684005.90692781,1668415680.555034,초등
초등_결산_세입_2023.csv,1519657428.2650194,14306577.709302325,205878455.4360465,0.0,10734731.524063308,43744244.0248708,1794321436.9593027,초등
중등_결산_세입_2022.csv,1912337372.841076,17518767.363080684,70732634.4596577,0.0,9213328.599327628,79504726.42603911,2089306829.689181,중등
중등_결산_세입_2023.csv,2044762148.0802562,18103611.40555386,85014544.90784253,0.0,13549121.575526396,77216082.7677754,2238645508.736954,중등
초등_결산_세입_2024.csv,1538541556.746671,14885269.578947369,226701363.17295498,0.0,14564559.500317058,38525799.90995561,1833218548.908846,초등
중등_결산_세입_2024.csv,2092457525.3728297,21618720.986597624,111335848.64910144,0.0,18145409.77276881,68533376.17697228,2312090880.95827,중등
고등_결산_세입_2023.csv,4585356491.9335575,131600096.24810766,467806419.7716569,0.0,44034616.900336415,247891278.9629941,5476688903.816652,고등
고등_결산_세입_2022.csv,4276657435.774642,120632893.2388374,421094168.6120472,0.0,34182746.02906487,232227908.1040438,5084795151.7586355,고등
고등_결산_세입_2024.csv,4812470699.621269,146930089.34888607,552425617.4846574,0.0,60824574.82681799,289133263.84909624,5861784245.130728,고등
combined_결산_세입_초등_평균,1490224772.8953397,15110523.767390018,195035070.98361993,0.0,10630171.214126572,54318016.61391807,1765318555.474394,초등
combined_결산_세입_중등_평균,2016519015.4313872,19080366.58507739,89027676.00553389,0.0,13635953.315874279,75084728.45692892,2213347739.7948017,중등
combined_결산_세입_고등_평균,4558161542.443156,133054359.61194372,480442068.6227872,0.0,46347312.58540642,256417483.63871136,5474422766.902005,고등
combined_결산_세입_전체_평균,2688301776.923294,55748416.65480371,254834938.53731367,0.0,23537812.371802423,128606742.90318614,3151029687.3904004,전체
