파일명,인적자원_운용,학생복지_교육격차해소,기본적_교육활동,선택적_교육활동,교육활동_지원,학교_일반운영,학교_시설확충,학교_재무활동,1인당 평균 세출,평균합계,학교급
고등_예산_세출_2024.csv,4309777718000.0,2038253146000.0,769244746000.0,319073215000.0,343367608000.0,999846429000.0,192790682000.0,18689410000.0,20753647449.8,9011796601449.8,고등
고등_예산_세출_2022.csv,4263275177349.0,1726123350564.0,508101233948.0,321645096163.0,304311305761.0,849772581154.0,129382375780.0,22568546000.0,18883194094.8,8144062860813.8,고등
고등_예산_세출_2023.csv,4248315254000.0,1873428534000.0,644183537000.0,304070822000.0,338987618000.0,910809158000.0,185112198000.0,20151774000.0,20015943312.8,8545074838312.8,고등
중등_예산_세출_2024.csv,1605941581000.0,1369992501000.0,539833793000.0,180912820000.0,267292031000.0,804627718000.0,40712114000.0,5426415000.0,23640131142.7,4838379104142.7,중등
중등_예산_세출_2022.csv,1589341377000.0,1116130974000.0,407292699000.0,165783907000.0,260439024000.0,696096296000.0,41631277000.0,8840550000.0,20348422908.9,4305904526908.9,중등
중등_예산_세출_2023.csv,1572791240000.0,1234849841000.0,474845789000.0,166452074000.0,267872418000.0,734313771000.0,42244625000.0,5851937000.0,22365206909.2,4521586901909.2,중등
초등_예산_세출_2024.csv,317722000000.0,2431297603000.0,952278398000.0,1218948484000.0,447977853000.0,1524850711000.0,58737478000.0,12246354000.0,39016408335.399994,7003075289335.4,초등
초등_예산_세출_2022.csv,357259830000.0,2018870612000.0,812287862000.0,1112771905000.0,434863947000.0,1266955579000.0,40837450000.0,15303130000.0,29793584032.8,6088943899032.8,초등
초등_예산_세출_2023.csv,309741215000.0,2228818464000.0,931082775000.0,1155440875000.0,456299775000.0,1374839972000.0,51854310000.0,13374337000.0,34718575943.3,6556170298943.3,초등
combined_예산_세출_초등_합계,984723045000.0,6678986679000.0,2695649035000.0,3487161264000.0,1339141575000.0,4166646262000.0,151429238000.0,40923821000.0,103528568311.5,19648189487311.5,초등
combined_예산_세출_중등_합계,4768074198000.0,3720973316000.0,1421972281000.0,513148801000.0,795603473000.0,2235037785000.0,124588016000.0,20118902000.0,66353760960.8,13665870532960.8,중등
combined_예산_세출_고등_합계,12821368149349.0,5637805030564.0,1921529516948.0,944789133163.0,986666531761.0,2760428168154.0,507285255780.0,61409730000.0,59652784857.399994,25700934300576.402,고등
2024_합계,6233441299000.0,5839543250000.0,2261356937000.0,1718934519000.0,1058637492000.0,3329324858000.0,292240274000.0,36362179000.0,83410186927.9,20853250994927.9,
2022_합계,6209876384349.0,4861124936564.0,1727681794948.0,1600200908163.0,999614276761.0,2812824456154.0,211851102780.0,46712226000.0,69025201036.5,18538911286755.5,
2023_합계,6130847709000.0,5337096839000.0,2050112101000.0,1625963771000.0,1063159811000.0,3019962901000.0,279211133000.0,39378048000.0,77099726165.3,19622832039165.3,
