공시년도,개방ID,학교명,학교급명,시도교육청명,공시차수,동아리_자원봉사자및외부강사수,동아리활동_학교수,동아리활동_참여학생수,동아리참여교사수,동아리수
2009,1504269778,덕암중학교,중학교,전북특별자치도교육청,2,0,1,16,1,1
2009,1505152761,죽변고등학교,고등학교,경상북도교육청,2,0,1,91,3,3
2009,1506826996,서울컨벤션고등학교,고등학교,서울특별시교육청,2,0,1,168,7,7
2009,1509505987,영주고등학교,고등학교,경상북도교육청,2,0,1,181,15,15
2009,1510462462,전남체육고등학교,고등학교,전라남도교육청,2,0,1,0,0,0
2009,1511518716,구례북중학교,중학교,전라남도교육청,2,0,1,38,4,4
2009,1513453662,도산초등학교,초등학교,광주광역시교육청,2,0,1,86,8,4
2009,1513575434,대구두산초등학교,초등학교,대구광역시교육청,2,0,1,158,19,5
2009,1513757288,신태인고등학교,고등학교,전북특별자치도교육청,2,0,1,115,5,4
2009,1513955771,관촌초등학교,초등학교,전북특별자치도교육청,2,0,1,0,0,0
2009,1514238476,주엽초등학교,초등학교,경기도교육청,2,0,1,70,4,2
2009,1515083909,이리동남초등학교,초등학교,전북특별자치도교육청,2,0,1,31,2,2
2009,1515212118,울산동천고등학교,고등학교,울산광역시교육청,2,0,1,675,20,20
2009,1515576899,적암초등학교,초등학교,경기도교육청,2,0,1,12,1,1
2009,1516637980,목상고등학교,고등학교,전라남도교육청,2,0,1,184,12,12
2009,1516738295,덕천초등학교,초등학교,전북특별자치도교육청,2,0,1,31,3,2
2009,1517636299,고창고등학교,고등학교,전북특별자치도교육청,2,0,1,766,25,23
2009,1517779529,강서고등학교,고등학교,서울특별시교육청,2,0,1,781,26,25
2009,1518786966,동두천고등학교,고등학교,경기도교육청,2,0,1,171,10,8
2009,1519677460,부천덕산초등학교,초등학교,경기도교육청,2,0,1,208,15,6
2009,1520460665,서울장안초등학교,초등학교,서울특별시교육청,2,0,1,40,2,2
2009,1524152994,장기중학교,중학교,세종특별자치시교육청,2,1,1,156,1,3
2009,1524252235,백석고등학교,고등학교,경기도교육청,2,0,1,1295,49,35
2009,1524350941,독정초등학교,초등학교,경기도교육청,2,0,1,90,8,2
2009,1525411486,서울장위초등학교,초등학교,서울특별시교육청,2,0,1,392,22,15
2009,1525874435,대광중학교,중학교,경기도교육청,2,0,1,35,4,2
2009,1526866853,동백초등학교,초등학교,경기도교육청,2,0,1,417,17,8
2009,1527579247,인천능허대초등학교,초등학교,인천광역시교육청,2,0,1,14,1,3
2009,1528281450,샘모루초등학교,초등학교,경기도교육청,2,0,1,88,4,1
2009,1528317391,다송초등학교,초등학교,전북특별자치도교육청,2,0,1,14,1,1
2009,1528597950,호산초등학교,초등학교,강원특별자치도교육청,2,0,1,0,0,0
2009,1531088113,효광초등학교,초등학교,광주광역시교육청,2,0,1,0,0,0
2009,1531398177,영덕야성초등학교,초등학교,경상북도교육청,2,0,1,212,16,4
2009,1532236635,인천가림초등학교,초등학교,인천광역시교육청,2,0,1,96,4,3
2009,1533657133,호계초등학교,초등학교,경상남도교육청,2,0,1,305,13,7
2009,1534743964,청천중학교,중학교,충청북도교육청,2,2,1,13,1,1
2009,1535057246,목포제일여자고등학교,고등학교,전라남도교육청,2,0,1,296,13,13
2009,1535548627,진교고등학교,고등학교,경상남도교육청,2,1,1,50,5,3
2009,1535720825,상품중학교,중학교,경기도교육청,2,1,1,77,6,3
2009,1536373138,방지초등학교,초등학교,경상북도교육청,2,0,1,0,0,0
2009,1536780297,손불초등학교,초등학교,전라남도교육청,2,0,1,0,0,0
2009,1536964833,미성중학교,중학교,서울특별시교육청,2,0,1,0,0,0
2009,1538085460,현성초등학교,초등학교,강원특별자치도교육청,2,0,1,0,0,0
2009,1538469016,전주북초등학교,초등학교,전북특별자치도교육청,2,0,1,174,6,2
2009,1541773498,경해여자고등학교,고등학교,경상남도교육청,2,0,1,647,24,24
2009,1542152225,대구입석초등학교,초등학교,대구광역시교육청,2,0,1,143,10,5
2009,1542698323,서울동신초등학교,초등학교,서울특별시교육청,2,0,1,66,6,3
2009,1543113529,한국교원대학교부설미호중학교,중학교,교육부,2,0,1,454,21,13
2009,1543960034,인월초등학교,초등학교,전북특별자치도교육청,2,0,1,32,2,1
2009,1544086635,용지초등학교,초등학교,경상남도교육청,2,0,1,227,12,11
2009,1545200824,성산중학교,중학교,대구광역시교육청,2,0,1,226,10,10
2009,1546132624,소사벌초등학교,초등학교,경기도교육청,2,4,1,251,6,4
2009,1547214090,현대청운고등학교,고등학교,울산광역시교육청,2,0,1,624,27,25
2009,1548652827,영화초등학교,초등학교,경기도교육청,2,2,1,217,9,6
2009,1548895835,부림초등학교,초등학교,경상남도교육청,2,1,1,45,2,3
2009,1549337327,광주동신여자고등학교,고등학교,광주광역시교육청,2,0,1,256,17,14
2009,1552537739,한림중학교,중학교,경상남도교육청,2,0,1,99,7,6
2009,1552814543,율량중학교,중학교,충청북도교육청,2,0,1,299,15,14
2009,1555145919,광남중학교,중학교,서울특별시교육청,2,1,1,54,6,5
2009,1555265009,양산초등학교,초등학교,전라남도교육청,2,0,1,11,1,1
2009,1555996179,여강고등학교,고등학교,경기도교육청,2,0,1,43,3,3
2009,1556142091,한성여자중학교,중학교,서울특별시교육청,2,2,1,246,14,14
2009,1557545423,광주고등학교,고등학교,광주광역시교육청,2,0,1,263,19,19
2009,1559402048,해동중학교,중학교,부산광역시교육청,2,4,1,128,2,6
2009,1560684680,안양덕현초등학교,초등학교,경기도교육청,2,0,1,85,3,3
2009,1561538696,대중금속공업고등학교,고등학교,대구광역시교육청,2,3,1,72,6,6
2009,1562633574,서울정덕초등학교,초등학교,서울특별시교육청,2,0,1,123,7,2
2009,1567388057,영광서초등학교,초등학교,전라남도교육청,2,0,1,0,0,0
2009,1567847788,제주제일고등학교부설방송통신고등학교,방송통신고등학교,제주특별자치도교육청,2,0,1,0,0,0
2009,1567920744,안덕초등학교,초등학교,제주특별자치도교육청,2,1,1,128,4,5
2009,1570402324,전남체육중학교,중학교,전라남도교육청,2,0,1,0,0,0
2009,1570924818,충북공업고등학교,고등학교,충청북도교육청,2,3,1,358,17,7
2009,1571466088,진남초등학교,초등학교,광주광역시교육청,2,0,1,40,1,1
2009,1571578741,서산명지중학교,중학교,충청남도교육청,2,0,1,91,5,4
2009,1572731554,세도초등학교,초등학교,충청남도교육청,2,0,1,5,1,1
2009,1572831869,고산초등학교,초등학교,강원특별자치도교육청,2,1,1,23,2,3
2009,1572859227,오송중학교,중학교,충청북도교육청,2,0,1,0,0,0
2009,1572859764,동송초등학교,초등학교,강원특별자치도교육청,2,0,1,158,7,3
2009,1573938548,고흥남양중학교,중학교,전라남도교육청,2,0,1,0,0,0
2009,1575337588,이천세무고등학교,고등학교,경기도교육청,2,1,1,40,3,3
2009,1576654553,영일고등학교,고등학교,경상북도교육청,2,0,1,835,42,34
2009,1577445268,웅동초등학교,초등학교,경상남도교육청,2,0,1,86,2,2
2009,1577623367,하단초등학교,초등학교,부산광역시교육청,2,0,1,140,5,3
2009,1578098118,서울공덕초등학교,초등학교,서울특별시교육청,2,0,1,85,5,3
2009,1578166782,대전가양초등학교,초등학교,대전광역시교육청,2,0,1,137,7,4
2009,1578586280,모서중학교,중학교,경상북도교육청,2,0,1,53,1,1
2009,1578737020,화천중학교,중학교,강원특별자치도교육청,2,0,1,61,3,2
2009,1579162955,심석초등학교,초등학교,경기도교육청,2,34,1,80,4,1
2009,1581921339,성주고등학교,고등학교,경상북도교육청,2,0,1,9,1,1
2009,1582329571,동진초등학교,초등학교,전북특별자치도교육청,2,0,1,0,0,0
2009,1583218455,수원제일중학교,중학교,경기도교육청,2,1,1,55,3,2
2009,1583803713,강릉중학교,중학교,강원특별자치도교육청,2,0,1,103,5,5
2009,1584164202,곡송초등학교,초등학교,경상북도교육청,2,0,1,0,0,0
2009,1584823489,설천초등학교,초등학교,경상남도교육청,2,0,1,0,0,0
2009,1584989786,서천여자중학교,중학교,충청남도교육청,2,5,1,61,4,4
2009,1585378706,안법고등학교,고등학교,경기도교육청,2,0,1,94,5,5
2009,1585508525,후포중학교,중학교,경상북도교육청,2,0,1,99,5,8
2009,1586325526,남평중학교,중학교,전라남도교육청,2,0,1,31,2,1
2009,1586669385,서울은천초등학교,초등학교,서울특별시교육청,2,0,1,185,9,3
2009,1586765408,금당초등학교,초등학교,광주광역시교육청,2,0,1,174,8,3
2009,1587101221,팔룡중학교,중학교,경상남도교육청,2,0,1,202,10,10
2009,1587667167,상학초등학교,초등학교,부산광역시교육청,2,0,1,72,3,3
2009,1587714910,서울용마초등학교,초등학교,서울특별시교육청,2,3,1,25,68,9
2009,1589377880,대전한빛고등학교,고등학교,대전광역시교육청,2,0,1,297,14,14
2009,1589616060,동안고등학교,고등학교,경기도교육청,2,0,1,323,11,15
2009,1590278029,광주서석초등학교,초등학교,광주광역시교육청,2,0,1,0,0,0
2009,1590574145,영암낭주고등학교,고등학교,전라남도교육청,2,0,1,32,1,2
2009,1591026902,운중초등학교,초등학교,경기도교육청,2,0,1,0,0,0
2009,1591306924,해운초등학교,초등학교,경기도교육청,2,0,1,30,2,2
2009,1592535376,신평고등학교,고등학교,충청남도교육청,2,0,1,94,4,4
2009,1595722913,이백초등학교,초등학교,전북특별자치도교육청,2,0,1,0,0,0
2009,1599113762,광양중마초등학교,초등학교,전라남도교육청,2,0,1,43,3,1
2009,1600491344,송당초등학교,초등학교,제주특별자치도교육청,2,1,1,52,1,2
2009,1601220369,능길초등학교,초등학교,경기도교육청,2,0,1,0,0,0
2009,1601719796,감물초등학교,초등학교,충청북도교육청,2,0,1,40,2,2
2009,1602130711,문산제일고등학교,고등학교,경기도교육청,2,0,1,437,22,10
2009,1602504611,신남고등학교,고등학교,강원특별자치도교육청,2,0,1,37,2,3
2009,1602604925,장평중학교,중학교,부산광역시교육청,2,0,1,74,3,2
2009,1602653205,설월여자고등학교,고등학교,광주광역시교육청,2,0,1,125,3,3
2009,1602763712,야동초등학교,초등학교,충청북도교육청,2,0,1,10,1,1
2009,1603152096,대구성곡초등학교,초등학교,대구광역시교육청,2,0,1,125,3,3
2009,1603880047,계룡중학교,중학교,경상남도교육청,2,0,1,0,0,0
2009,1607316493,안평중학교,중학교,경상북도교육청,2,0,1,0,0,0
2009,1608867347,대전대신고등학교,고등학교,대전광역시교육청,2,0,1,825,20,11
2009,1608989655,정의여자고등학교,고등학교,서울특별시교육청,2,1,1,314,17,15
2009,1610509395,대기고등학교,고등학교,제주특별자치도교육청,2,0,1,340,10,10
2009,1610538363,충북고등학교,고등학교,충청북도교육청,2,0,1,318,14,15
2009,1611824750,경신중학교,중학교,대구광역시교육청,2,0,1,0,0,0
2009,1612960398,윤산중학교,중학교,부산광역시교육청,2,0,1,125,6,6
2009,1613470554,내토초등학교,초등학교,충청북도교육청,2,2,1,78,2,3
2009,1613989293,청주남중학교,중학교,충청북도교육청,2,0,1,69,3,3
2009,1614098191,전주삼천남초등학교,초등학교,전북특별자치도교육청,2,0,1,97,4,2
2009,1614904999,명진고등학교,고등학교,광주광역시교육청,2,0,1,407,5,4
2009,1615749359,동천초등학교,초등학교,경기도교육청,2,11,1,83,5,2
2009,1617287337,효제초등학교,초등학교,강원특별자치도교육청,2,2,1,74,5,5
2009,1618968009,아화초등학교,초등학교,경상북도교육청,2,0,1,53,4,2
2009,1620115995,상촌초등학교,초등학교,충청북도교육청,2,0,1,23,1,1
2009,1620625615,경안중학교,중학교,경상북도교육청,2,0,1,39,2,2
2009,1620899736,오륙도초등학교,초등학교,부산광역시교육청,2,0,1,6,1,1
2009,1621112167,구암고등학교,고등학교,대구광역시교육청,2,0,1,333,14,14
2009,1621281147,청평고등학교,고등학교,경기도교육청,2,1,1,94,6,4
2009,1622590065,진량중학교,중학교,경상북도교육청,2,0,1,15,1,1
2009,1623219847,신안신의중학교,중학교,전라남도교육청,2,0,1,13,1,1
2009,1623643636,장성초등학교,초등학교,강원특별자치도교육청,2,0,1,132,3,3
2009,1623722493,가정고등학교,고등학교,인천광역시교육청,2,0,1,389,23,17
2009,1624083518,인천효성고등학교,고등학교,인천광역시교육청,2,0,1,312,15,15
2009,1626766264,화순동복중학교,중학교,전라남도교육청,2,0,1,46,2,2
2009,1627490997,명지초등학교,초등학교,서울특별시교육청,2,7,1,153,3,4
2009,1628850877,동안초등학교,초등학교,경기도교육청,2,0,1,94,2,2
2009,1630772948,이리서초등학교,초등학교,전북특별자치도교육청,2,0,1,11,1,1
2009,1630975723,동수영중학교,중학교,부산광역시교육청,2,3,1,235,6,6
2009,1632786214,청주하이텍고등학교,고등학교,충청북도교육청,2,0,1,158,12,12
2009,1632905304,문경공업고등학교,고등학교,경상북도교육청,2,0,1,186,9,9
2009,1633206248,문정초등학교,초등학교,광주광역시교육청,2,0,1,0,0,0
2009,1633596777,울진초등학교,초등학교,경상북도교육청,2,0,1,90,3,2
2009,1633637547,서명초등학교,초등학교,부산광역시교육청,2,1,1,89,4,4
2009,1634116590,대원초등학교,초등학교,경상남도교육청,2,1,1,12,1,1
2009,1635585904,연세초등학교,초등학교,충청남도교육청,2,0,1,0,0,0
2009,1635607898,동부초등학교,초등학교,경상남도교육청,2,1,1,147,2,1
2009,1636681318,효촌초등학교,초등학교,경기도교육청,2,0,1,0,0,0
2009,1637161970,넙도초등학교,초등학교,전라남도교육청,2,0,1,11,1,1
2009,1637169480,지족초등학교,초등학교,경상남도교육청,2,0,1,15,1,1
2009,1637174308,봉삼초등학교,초등학교,부산광역시교육청,2,0,1,62,3,3
2009,1637597024,석천초등학교,초등학교,경기도교육청,2,1,1,140,5,5
2009,1638534188,덕원예술고등학교,고등학교,서울특별시교육청,2,0,1,750,20,20
2009,1639156997,원주여자중학교,중학교,강원특별자치도교육청,2,0,1,118,5,5
2009,1639221906,이현중학교,중학교,경기도교육청,2,0,1,139,5,3
2009,1639369964,북안초등학교,초등학교,경상북도교육청,2,0,1,26,2,1
2009,1639930546,대왕중학교,중학교,서울특별시교육청,2,0,1,157,10,10
2009,1641015768,서울종암초등학교,초등학교,서울특별시교육청,2,0,1,101,4,1
2009,1643117547,왕곡초등학교,초등학교,경기도교육청,2,1,1,106,3,2
2009,1643158853,덕산중학교,중학교,경기도교육청,2,0,1,20,1,1
2009,1643331587,경혜여자고등학교,고등학교,부산광역시교육청,2,1,1,1134,52,42
2009,1645252585,진주동중학교,중학교,경상남도교육청,2,0,1,185,10,10
2009,1645536899,운봉초등학교,초등학교,전북특별자치도교육청,2,1,1,45,2,2
2009,1645866811,매화초등학교,초등학교,경기도교육청,2,1,1,78,8,4
2009,1647046446,서울일원초등학교,초등학교,서울특별시교육청,2,0,1,167,8,4
2009,1647573232,용인바이오고등학교,고등학교,경기도교육청,2,1,1,128,8,6
2009,1648063004,산양초등학교,초등학교,경상북도교육청,2,1,1,21,2,2
2009,1648437440,이리동중학교,중학교,전북특별자치도교육청,2,0,1,80,3,2
2009,1650714635,서울청운초등학교,초등학교,서울특별시교육청,2,0,1,132,7,2
2009,1651261270,운천초등학교,초등학교,광주광역시교육청,2,0,1,210,5,3
2009,1651928603,대전중앙여자중학교,중학교,대전광역시교육청,2,0,1,0,0,0
2009,1652289628,온양천도초등학교,초등학교,충청남도교육청,2,2,1,7,1,1
2009,1652820169,덕계고등학교,고등학교,경기도교육청,2,1,1,260,12,12
2009,1653147935,구만초등학교,초등학교,충청남도교육청,2,0,1,39,1,1
2009,1653396308,숭신여자중학교,중학교,경기도교육청,2,0,1,139,3,4
2009,1654354393,양산초등학교,초등학교,경상남도교육청,2,0,1,115,5,7
2009,1654637098,현화초등학교,초등학교,경기도교육청,2,1,1,325,14,8
2009,1655192852,천안오성고등학교,고등학교,충청남도교육청,2,1,1,250,20,20
2009,1655870378,남강중학교,중학교,서울특별시교육청,2,6,1,193,9,9
2009,1656032919,대촌중앙초등학교,초등학교,광주광역시교육청,2,0,1,0,0,0
2009,1656288802,회룡초등학교,초등학교,경기도교육청,2,0,1,129,7,5
2009,1657889008,경북바이오마이스터고등학교,고등학교,경상북도교육청,2,0,1,26,1,1
2009,1658219456,하의초등학교,초등학교,전라남도교육청,2,0,1,8,1,1
2009,1658460319,경일중학교,중학교,부산광역시교육청,2,0,1,33,1,1
2009,1658789694,태봉초등학교,초등학교,충청남도교육청,2,0,1,40,4,4
2009,1659163594,산청고등학교(폐지),고등학교,경상남도교육청,2,0,1,10,1,1
2009,1659901201,해미초등학교,초등학교,충청남도교육청,2,0,1,0,0,0
2009,1663685262,광정초등학교,초등학교,경기도교육청,2,0,1,160,5,4
2009,1663966894,전주조촌초등학교,초등학교,전북특별자치도교육청,2,0,1,136,10,4
2009,1665236115,서울상지초등학교,초등학교,서울특별시교육청,2,0,1,66,3,1
2009,1667468249,봉정초등학교,초등학교,충청북도교육청,2,0,1,261,8,5
2009,1668624281,효덕초등학교,초등학교,경기도교육청,2,0,1,171,9,3
2009,1669346332,외산초등학교,초등학교,충청남도교육청,2,0,1,26,2,2
2009,1672481298,안의초등학교,초등학교,경상남도교육청,2,0,1,35,1,1
2009,1672811210,명동초등학교,초등학교,부산광역시교육청,2,0,1,16,1,1
2009,1674775123,갑룡초등학교,초등학교,인천광역시교육청,2,0,1,361,14,8
2009,1674925327,장양초등학교,초등학교,강원특별자치도교육청,2,0,1,124,7,4
2009,1675769150,인천전자마이스터고등학교,고등학교,인천광역시교육청,2,0,1,264,18,15
2009,1678883194,대원고등학교,고등학교,대구광역시교육청,2,0,1,376,12,12
2009,1680129885,월계고등학교,고등학교,서울특별시교육청,2,6,1,226,12,12
2009,1681836307,창신초등학교,초등학교,부산광역시교육청,2,0,1,103,6,5
2009,1682858228,대암초등학교,초등학교,경상남도교육청,2,0,1,0,0,0
2009,1683852255,서영여자고등학교,고등학교,전북특별자치도교육청,2,0,1,213,10,10
2009,1684872567,화랑중학교,중학교,경상북도교육청,2,0,1,28,2,2
2009,1685002923,태장중학교,중학교,강원특별자치도교육청,2,4,1,189,13,6
2009,1685486257,대구중학교,중학교,대구광역시교육청,2,0,1,0,0,0
2009,1686452925,진주고등학교,고등학교,경상남도교육청,2,0,1,509,21,21
2009,1687049984,목포중앙여자중학교,중학교,전라남도교육청,2,2,1,286,13,13
2009,1687327325,삼천포초등학교신수도분교장,초등학교,경상남도교육청,2,0,1,6,1,1
2009,1687898099,양산고등학교,고등학교,경상남도교육청,2,0,1,322,19,15
2009,1688350856,경남예술고등학교,고등학교,경상남도교육청,2,0,1,12,1,1
2009,1688358902,영월고등학교,고등학교,강원특별자치도교육청,2,0,1,177,7,7
2009,1688678085,하일초등학교,초등학교,경기도교육청,2,0,1,136,9,3
2009,1690030992,고흥풍양중학교,중학교,전라남도교육청,2,0,1,39,5,5
2009,1690107703,송학초등학교,초등학교,광주광역시교육청,2,0,1,0,0,0
2009,1691011071,서광초등학교,초등학교,광주광역시교육청,2,0,1,193,5,4
2009,1691842019,평택성동초등학교,초등학교,경기도교육청,2,2,1,243,7,7
2009,1691980957,사직중학교,중학교,부산광역시교육청,2,0,1,69,1,1
2009,1693582773,부천수주초등학교,초등학교,경기도교육청,2,0,1,184,11,4
2009,1693827927,관인초등학교,초등학교,경기도교육청,2,1,1,48,4,3
2009,1693868696,성호중학교,중학교,경기도교육청,2,0,1,137,7,4
2009,1693901956,여주고등학교,고등학교,경기도교육청,2,0,1,333,16,15
2009,1694408893,고양중학교,중학교,경기도교육청,2,0,1,0,0,0
2009,1694750607,성산고등학교,고등학교,제주특별자치도교육청,2,6,1,35,1,1
2009,1695397555,군내북초등학교,초등학교,전라남도교육청,2,0,1,14,1,1
2009,1696970403,송정초등학교,초등학교,광주광역시교육청,2,2,1,202,6,6
2009,1697956383,경수초등학교,초등학교,경기도교육청,2,11,1,399,7,14
2009,1698065280,김천중앙중학교,중학교,경상북도교육청,2,0,1,12,1,1
2009,1698295414,사곡고등학교,고등학교,경상북도교육청,2,0,1,404,16,17
2009,1699088275,구룡포여자중학교,중학교,경상북도교육청,2,0,1,57,5,5
2009,1699531912,학돌초등학교,초등학교,충청남도교육청,2,0,1,263,10,6
2009,1699625253,동산초등학교,초등학교,경기도교육청,2,0,1,75,5,1
2009,1700297951,상일여자고등학교,고등학교,광주광역시교육청,2,0,1,58,4,4
2009,1701412141,이천가산초등학교,초등학교,경기도교육청,2,0,1,180,10,5
2009,1702535450,화서초등학교,초등학교,경기도교육청,2,1,1,140,8,5
2009,1702716231,일직초등학교,초등학교,경상북도교육청,2,0,1,31,1,1
2009,1703716695,자운고등학교,고등학교,서울특별시교육청,2,0,1,294,16,16
2009,1704323410,화정초등학교,초등학교,울산광역시교육청,2,0,1,120,8,6
2009,1704382419,서울잠동초등학교,초등학교,서울특별시교육청,2,2,1,200,5,7
2009,1705948829,오봉초등학교,초등학교,전북특별자치도교육청,2,0,1,11,1,1
2009,1706789970,연천중학교,중학교,서울특별시교육청,2,3,1,26,2,2
2009,1707797944,서울삼전초등학교,초등학교,서울특별시교육청,2,1,1,211,14,7
2009,1708060801,관대초등학교,초등학교,충청남도교육청,2,0,1,0,0,0
2009,1709522604,소양중학교,중학교,전북특별자치도교육청,2,0,1,51,3,2
2009,1709917962,대가초등학교,초등학교,충청북도교육청,2,0,1,0,0,0
2009,1710565984,경북대학교사범대학부설초등학교,초등학교,교육부,2,0,1,375,29,6
2009,1710762321,벌교중앙초등학교,초등학교,전라남도교육청,2,0,1,11,1,1
2009,1710846006,군산동고등학교,고등학교,전북특별자치도교육청,2,0,1,80,3,4
2009,1711319684,구림공업고등학교,고등학교,전라남도교육청,2,0,1,58,2,2
2009,1712826550,악양초등학교,초등학교,경상남도교육청,2,0,1,0,0,0
2009,1712875366,용산초등학교,초등학교,전라남도교육청,2,0,1,10,1,1
2009,1712893068,공덕초등학교,초등학교,전북특별자치도교육청,2,0,1,0,0,0
2009,1713763713,범서중학교,중학교,울산광역시교육청,2,0,1,71,5,5
2009,1715929865,화산초등학교,초등학교,전북특별자치도교육청,2,0,1,0,0,0
2009,1717180311,마산제일여자중학교,중학교,경상남도교육청,2,0,1,244,9,9
2009,1717508614,창현초등학교,초등학교,경기도교육청,2,0,1,360,17,15
2009,1718570232,영동산업과학고등학교,고등학교,충청북도교육청,2,1,1,126,5,5
2009,1720314204,능곡중학교,중학교,경기도교육청,2,0,1,344,12,6
2009,1720901072,죽장초등학교,초등학교,경상북도교육청,2,0,1,9,1,1
2009,1721919238,남사초등학교,초등학교,경기도교육청,2,0,1,21,2,1
2009,1722692787,서울휘봉초등학교,초등학교,서울특별시교육청,2,0,1,0,0,0
2009,1724681377,평원중학교,중학교,강원특별자치도교육청,2,0,1,147,8,8
2009,1728976666,전주문학초등학교,초등학교,전북특별자치도교육청,2,0,1,220,6,3
2009,1729324817,수완중학교,중학교,광주광역시교육청,2,0,1,0,0,0
2009,1729364514,성암초등학교,초등학교,충청북도교육청,2,0,1,8,1,1
2009,1729633271,중원중학교,중학교,서울특별시교육청,2,0,1,52,4,4
2009,1732118606,김해건설공업고등학교,고등학교,경상남도교육청,2,0,1,127,7,7
2009,1733137845,서울숭례초등학교,초등학교,서울특별시교육청,2,10,1,99,5,1
2009,1734565317,도제원초등학교,초등학교,경기도교육청,2,0,1,200,6,6
2009,1734878599,광신초등학교,초등학교,충청남도교육청,2,0,1,23,1,1
2009,1735826492,남해초등학교,초등학교,경상남도교육청,2,1,1,266,4,4
2009,1735906958,진상중학교,중학교,전라남도교육청,2,0,1,16,1,2
2009,1739402949,서울왕북초등학교,초등학교,서울특별시교육청,2,0,1,132,9,4
2009,1740209758,서도초등학교,초등학교,인천광역시교육청,2,0,1,10,1,1
2009,1740216195,의동초등학교,초등학교,전라남도교육청,2,0,1,0,0,0
2009,1740379810,해평중학교,중학교,경상북도교육청,2,0,1,29,2,2
2009,1741922616,가람초등학교,초등학교,경상남도교육청,2,1,1,97,5,5
2009,1742039024,인천송현초등학교,초등학교,인천광역시교육청,2,0,1,230,8,4
2009,1742519140,영주서부초등학교,초등학교,경상북도교육청,2,0,1,45,3,1
2009,1744270086,대구천내초등학교,초등학교,대구광역시교육청,2,0,1,280,19,4
2009,1744405806,익산궁동초등학교,초등학교,전북특별자치도교육청,2,0,1,187,6,3
2009,1744847834,문태고등학교,고등학교,전라남도교육청,2,0,1,339,12,12
2009,1746166408,은행고등학교,고등학교,경기도교육청,2,4,1,477,28,14
2009,1746517777,성화초등학교,초등학교,충청북도교육청,2,0,1,161,4,6
2009,1746645987,화촌중학교,중학교,강원특별자치도교육청,2,1,1,10,0,1
2009,1746994674,대구과학기술고등학교,고등학교,대구광역시교육청,2,0,1,280,15,18
2009,1747511804,가천초등학교,초등학교,전북특별자치도교육청,2,0,1,19,2,2
2009,1748101353,대전관평중학교,중학교,대전광역시교육청,2,0,1,7,1,1
2009,1749335169,천보초등학교,초등학교,경기도교육청,2,0,1,60,5,2
2009,1749388813,한광고등학교,고등학교,경기도교육청,2,8,1,200,6,6
2009,1749628067,거문초등학교,초등학교,전라남도교육청,2,0,1,14,1,1
2009,1750380694,가수초등학교,초등학교,경기도교육청,2,0,1,43,5,3
2009,1751037836,청구고등학교,고등학교,대구광역시교육청,2,0,1,286,17,19
2009,1751067876,영동초등학교,초등학교,충청북도교육청,2,0,1,289,10,7
2009,1752903580,통진초등학교,초등학교,경기도교육청,2,0,1,136,13,5
2009,1753166437,무안북중학교,중학교,전라남도교육청,2,0,1,0,0,0
2009,1753514587,제주동여자중학교,중학교,제주특별자치도교육청,2,1,1,102,6,4
2009,1754579961,부림중학교,중학교,경기도교육청,2,2,1,105,5,5
2009,1756134033,대구반송초등학교,초등학교,대구광역시교육청,2,0,1,14,3,1
2009,1756247758,동인천고등학교,고등학교,인천광역시교육청,2,0,1,684,25,25
2009,1756570696,용인백현중학교,중학교,경기도교육청,2,0,1,110,5,2
2009,1757876932,오륜중학교,중학교,서울특별시교육청,2,0,1,20,2,2
2009,1759555459,연평중학교,중학교,인천광역시교육청,2,0,1,0,0,0
2009,1759934723,함평고등학교,고등학교,전라남도교육청,2,0,1,195,4,4
2009,1760185778,불로중학교,중학교,대구광역시교육청,2,0,1,169,6,5
2009,1760367095,안흥초등학교,초등학교,경기도교육청,2,0,1,103,7,3
2009,1761569261,신현초등학교,초등학교,경상남도교육청,2,1,1,36,3,4
2009,1762235522,고현초등학교,초등학교,경상남도교육청,2,0,1,0,0,0
2009,1763101875,소래고등학교,고등학교,경기도교육청,2,3,1,836,26,24
2009,1763349175,여산고등학교,고등학교,전북특별자치도교육청,2,0,1,53,4,2
2009,1763384044,인천계산초등학교,초등학교,인천광역시교육청,2,0,1,86,4,2
2009,1763865768,영광중앙초등학교월송분교장,초등학교,전라남도교육청,2,0,1,0,0,0
2009,1764511108,천곡초등학교,초등학교,울산광역시교육청,2,0,1,283,10,8
2009,1764552950,군산흥남초등학교,초등학교,전북특별자치도교육청,2,0,1,47,3,3
2009,1765062570,문평초등학교,초등학교,전라남도교육청,2,0,1,19,1,1
2009,1766547977,송정여자중학교,중학교,경상북도교육청,2,0,1,94,3,3
2009,1767010390,춘양초등학교,초등학교,전라남도교육청,2,0,1,15,1,1
2009,1767212092,격포초등학교,초등학교,전북특별자치도교육청,2,0,1,0,0,0
2009,1769603013,가평고등학교,고등학교,경기도교육청,2,0,1,110,7,7
2009,1769858360,진해남산초등학교,초등학교,경상남도교육청,2,0,1,47,2,2
2009,1770399630,청일초등학교,초등학교,강원특별자치도교육청,2,0,1,11,1,1
2009,1771160840,월산초등학교,초등학교,전라남도교육청,2,1,1,15,1,1
2009,1771421015,마산용마고등학교,고등학교,경상남도교육청,2,0,1,396,24,18
2009,1772487461,문충초등학교,초등학교,경상북도교육청,2,0,1,20,1,1
2009,1773100614,명덕여자중학교,중학교,서울특별시교육청,2,0,1,0,0,0
