파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
울산광역시교육청_공립_초등_예산_세입_2024.csv,1041834516.3934426,400655.737704918,259205762.29508197,0.0,9580401.639344262,5616393.442622951,초등
울산광역시교육청_공립_초등_예산_세입_2023.csv,930327049.1803279,359344.262295082,278673139.3442623,0.0,7827827.868852459,5936295.081967213,초등
울산광역시교육청_공립_초등_예산_세입_2022.csv,871149524.590164,2141163.9344262294,292500204.91803277,0.0,6031180.327868853,5911516.393442623,초등
울산광역시교육청_공립_중등_예산_세입_2024.csv,911650467.7419355,16129.032258064517,119929661.29032259,0.0,10151951.612903226,5202048.387096774,중등
울산광역시교육청_공립_중등_예산_세입_2022.csv,786863951.6129032,4308709.677419355,110758241.93548387,0.0,4855096.774193549,5630000.0,중등
울산광역시교육청_공립_중등_예산_세입_2023.csv,841727322.5806452,4978532.258064516,115694580.64516129,0.0,7298483.870967742,5349354.838709678,중등
울산광역시교육청_공립_고등_예산_세입_2024.csv,1424418555.5555556,1026666.6666666666,229644555.55555555,0.0,22851044.444444444,9904244.444444444,고등
울산광역시교육청_공립_고등_예산_세입_2023.csv,1245394422.2222223,897777.7777777778,234527133.33333334,0.0,19126066.666666668,10267688.888888888,고등
울산광역시교육청_공립_고등_예산_세입_2022.csv,1154561488.8888888,884444.4444444445,257487333.33333334,0.0,14418711.111111112,11712288.888888888,고등
초등_평균,947770363.3879782,967054.6448087431,276793035.51912564,0.0,7813136.612021857,5821401.639344263,초등
중등_평균,846747247.311828,3101123.655913979,115460827.95698924,0.0,7435177.419354838,5393801.075268817,중등
고등_평균,1274791488.8888888,936296.2962962963,240553007.4074074,0.0,18798607.407407407,10628074.074074073,고등
