파일명,정부이전수입,기타이전수입,학부모부담수입,미사용,행정활동수입,기타,학교급
울산광역시교육청_공립_초등_예산_세입_2024.csv,127103811000,48880000,31623103000,0,1168809000,685200000,초등
울산광역시교육청_공립_초등_예산_세입_2023.csv,113499900000,43840000,33998123000,0,954995000,724228000,초등
울산광역시교육청_공립_초등_예산_세입_2022.csv,106280242000,261222000,35685025000,0,735804000,721205000,초등
울산광역시교육청_공립_중등_예산_세입_2024.csv,56522329000,1000000,7435639000,0,629421000,322527000,중등
울산광역시교육청_공립_중등_예산_세입_2022.csv,48785565000,267140000,6867011000,0,301016000,349060000,중등
울산광역시교육청_공립_중등_예산_세입_2023.csv,52187094000,308669000,7173064000,0,452506000,331660000,중등
울산광역시교육청_공립_고등_예산_세입_2024.csv,64098835000,46200000,10334005000,0,1028297000,445691000,고등
울산광역시교육청_공립_고등_예산_세입_2023.csv,56042749000,40400000,10553721000,0,860673000,462046000,고등
울산광역시교육청_공립_고등_예산_세입_2022.csv,51955267000,39800000,11586930000,0,648842000,527053000,고등
초등_합계,346883953000,353942000,101306251000,0,2859608000,2130633000,초등
중등_합계,157494988000,576809000,21475714000,0,1382943000,1003247000,중등
고등_합계,172096851000,126400000,32474656000,0,2537812000,1434790000,고등
2024_합계,247724975000,96080000,49392747000,0,2826527000,1453418000,전체
2023_합계,221729743000,392909000,51724908000,0,2268174000,1517934000,전체
2022_합계,207021074000,568162000,54138966000,0,1685662000,1597318000,전체
