SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,전북특별자치도 고창군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,472767710,미지정,결산세출,404135960,461551233,977774854,1877987069,1755820000,S130000299,4487237160,21927046.2,P100000001,14,특성화고등학교,N,강호항공고등학교,
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,52603500,N,509958150,복식부기,결산세출,309890980,408715591,327732290,365634790,944480186,S130000303,2753568590,20627578.5,P100000001,14,일반고등학교,N,고창북고등학교,
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,10150000,복식부기,결산세출,310785290,1290299530,128348620,116176658,1065059178,S130000304,3464074570,22247016.9,P100000001,14,일반고등학교,N,자유고등학교,
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,1830936690,복식부기,결산세출,471092678,127953470,79958200,300988020,1755826990,S130000312,4234898460,12327247.2,P100000001,14,일반고등학교,N,군산영광여자고등학교,
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,14055550,N,500283590,미지정,결산세출,406162120,527283130,398184700,566621300,1427904210,S130000313,5229143890,12702574.9,P100000001,14,일반고등학교,N,군산제일고등학교,
고,사립,4,전북특별자치도 군산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,0,복식부기,결산세출,597591750,1607566820,225557490,422648160,1396813770,S130000314,4164670630,14660015.0,P100000001,14,일반고등학교,N,군산중앙고등학교,
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,51341230,N,783309760,미지정,결산세출,359364730,522972250,212823670,431613861,1517241230,S130000315,5808966480,10564485.5,P100000001,14,일반고등학교,N,군산중앙여자고등학교,
고,사립,4,전북특별자치도 김제시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,853200,N,268881860,복식부기,결산세출,139278570,88170000,94607440,60319590,40537340,S130000316,875532790,26579335.4,P100000001,14,일반고등학교,N,동국대학교사범대학부속금산고등학교,
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,955510744,복식부기,결산세출,111587863,237496926,60529560,100402240,236675400,S130000321,1279243070,58459721.6,P100000001,14,일반고등학교,N,김제서고등학교,
고,사립,4,전북특별자치도 익산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,2477149380,미지정,결산세출,454206150,803164000,526618300,391492820,2317510810,S130000324,5174057340,15589472.1,P100000001,14,일반고등학교,N,남성고등학교,
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,517359570,복식부기,결산세출,259569250,305829490,43350240,137276000,708811410,S130000328,3113426790,16839810.4,P100000001,14,일반고등학교,N,남원서진여자고등학교,
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,760972100,복식부기,결산세출,252136702,125363250,451459910,167524660,573931208,S130000331,2773519570,29853259.6,P100000001,14,특성화고등학교,N,남원제일고등학교,
,사립,4,전북특별자치도 남원시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,7784340,N,1817363450,복식부기,결산세출,169796800,886895570,130142950,428153765,711324120,S130000332,3374164650,35498234.2,P100000001,14,일반고등학교,N,남원국악예술고등학교,
고,사립,4,전북특별자치도 김제시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,53505200,복식부기,결산세출,266992848,362490540,136412570,235997570,863234808,S130000333,4113661620,13996044.4,P100000001,14,일반고등학교,N,덕암고등학교,
