SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,전북특별자치도 고창군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,672356820,복식부기,결산세출,339196661,313356090,431419594,1711300686,1703783269,S130000299,5194710710,20984056.3,P100000001,14,특성화고등학교,N,강호항공고등학교
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,81520590,N,441142200,복식부기,결산세출,312334827,431196713,319304130,305760130,925045810,S130000303,2559257310,18038797.7,P100000001,14,일반고등학교,N,고창북고등학교
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,0,미지정,결산세출,302930960,674223960,120058850,112780409,1013386390,S130000304,3604708370,19623195.1,P100000001,14,일반고등학교,N,자유고등학교
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,3602000,N,456668790,미지정,결산세출,479115920,130715530,107428310,252310940,1713693360,S130000312,4701141460,10790476.4,P100000001,14,일반고등학교,N,군산영광여자고등학교
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,13591540,N,339235300,복식부기,결산세출,348583630,454800960,413725280,512266330,1329116740,S130000313,5024666800,11831678.2,P100000001,14,일반고등학교,N,군산제일고등학교
고,사립,4,전북특별자치도 군산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,0,복식부기,결산세출,521754470,901786340,275571840,183491690,1573620100,S130000314,4031929540,13091178.3,P100000001,14,일반고등학교,N,군산중앙고등학교
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,7688400,N,491013200,복식부기,결산세출,419738741,366723760,212829170,329417948,1453114100,S130000315,5523510370,9517876.4,P100000001,14,일반고등학교,N,군산중앙여자고등학교
고,사립,4,전북특별자치도 김제시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,327559210,미지정,결산세출,127716125,190995350,69296480,80078360,52404600,S130000316,903902420,31853682.6,P100000001,14,일반고등학교,N,동국대학교사범대학부속금산고등학교
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,701737020,복식부기,결산세출,126553070,127311220,7976880,75010250,213849940,S130000321,1421130540,52422920.0,P100000001,14,일반고등학교,N,김제서고등학교
고,사립,4,전북특별자치도 익산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,581209700,복식부기,결산세출,439862730,395585790,422974620,561953270,2349262380,S130000324,5011799470,12532282.4,P100000001,14,일반고등학교,N,남성고등학교
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,162545080,복식부기,결산세출,198730820,330458260,35024620,175194310,680855900,S130000328,2986143810,14834262.3,P100000001,14,일반고등학교,N,남원서진여자고등학교
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,639364110,미지정,결산세출,276262990,123564500,341376370,147302110,652738210,S130000331,2794855660,25646721.4,P100000001,14,특성화고등학교,N,남원제일고등학교
,사립,4,전북특별자치도 남원시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,658583380,복식부기,결산세출,160023792,123678810,71306820,303897803,607864640,S130000332,3129288550,26189864.2,P100000001,14,일반고등학교,N,남원국악예술고등학교
고,사립,4,전북특별자치도 김제시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,35795250,복식부기,결산세출,271532140,428273000,157468440,172672560,843702484,S130000333,4296148330,14103618.6,P100000001,14,일반고등학교,N,덕암고등학교
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,33659980,N,2102715370,미지정,결산세출,327235435,390356670,802245640,143451769,1306297655,S130000334,4200211233,20772709.3,P100000001,14,특성화고등학교,N,덕암정보고등학교
,사립,4,전북특별자치도 전주시 완산구,,전북특별자치도교육청,전북특별자치도교육청,P100000001,131654640,N,868286470,미지정,결산세출,411387830,279731320,40396600,178888740,1165132060,S130000337,4856385180,10604094.7,P100000001,14,일반고등학교,N,동암고등학교
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,3770000,미지정,결산세출,118035370,204855098,35640000,102738630,404675270,S130000339,1521858320,26871603.2,P100000001,14,일반고등학교,N,만경고등학교
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,55000000,미지정,결산세출,117598998,205808770,18792670,142493630,235601010,S130000340,1858274890,75244856.2,P100000001,14,일반고등학교,N,만경여자고등학교
,사립,4,전북특별자치도 정읍시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,0,복식부기,결산세출,244818674,313543510,119930550,81336040,1364889434,S130000344,2671603870,15177601.5,P100000001,14,일반고등학교,N,배영고등학교
,사립,4,전북특별자치도 부안군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,568627650,복식부기,결산세출,156143740,308970904,58841620,247859190,876394833,S130000345,1547184000,19402174.9,P100000001,14,일반고등학교,N,백산고등학교
고,사립,4,전북특별자치도 장수군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,8759030,N,196639000,복식부기,결산세출,165530840,133501670,58928920,46681510,269317250,S130000346,2093561590,44371937.5,P100000001,14,일반고등학교,N,백화고등학교
,사립,4,전북특별자치도 부안군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,15755500,N,46104180,복식부기,결산세출,263067490,155591210,91036370,440048140,1024956440,S130000350,3014601860,21134565.6,P100000001,14,일반고등학교,N,부안여자고등학교
고,사립,4,전북특별자치도 전주시 완산구,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,214403170,미지정,결산세출,958796030,383873880,166417100,483371500,5107103000,S130000355,7098234730,13222201.3,P100000001,14,자율고등학교,N,상산고등학교
,사립,4,전북특별자치도 정읍시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,55175690,미지정,결산세출,312355085,372206870,97202250,151939976,823195980,S130000356,3395104170,13775608.5,P100000001,14,일반고등학교,N,서영여자고등학교
,사립,4,전북특별자치도 남원시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,25396000,N,184444070,복식부기,결산세출,300381740,257871350,59617350,79637630,793448750,S130000358,2848762330,15474691.2,P100000001,14,일반고등학교,N,성원고등학교
고,사립,4,전북특별자치도 익산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,65646230,N,659812000,복식부기,결산세출,182712930,124182590,56679780,190610090,634376270,S130000359,2075717050,21450198.6,P100000001,14,일반고등학교,N,성일고등학교
고,사립,4,전북특별자치도 완주군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,14280000,N,98159410,복식부기,결산세출,153703630,111354800,55257700,152527590,831959030,S130000360,2124931550,19356140.5,P100000001,14,특성화고등학교,N,세인고등학교
,사립,4,전북특별자치도 순창군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,113019050,미지정,결산세출,223223940,279670590,208365780,268134195,829129380,S130000362,3172500690,16069538.2,P100000001,14,일반고등학교,N,순창고등학교
,사립,4,전북특별자치도 정읍시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,122112010,미지정,결산세출,171789498,83348880,21968300,81438910,378849190,S130000364,1659822780,32299097.0,P100000001,14,일반고등학교,N,신태인고등학교
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,59995860,복식부기,결산세출,197237120,836719040,213354630,250217520,866160420,S130000369,2458762130,42828480.0,P100000001,14,일반고등학교,N,전북인공지능고등학교
,사립,4,전북특별자치도 전주시 완산구,,전북특별자치도교육청,전북특별자치도교육청,P100000001,33029770,N,902292740,복식부기,결산세출,354435590,913436120,92430430,113720810,1223458010,S130000373,4274082050,11559774.2,P100000001,14,일반고등학교,N,전주대학교사범대학부설고등학교
,사립,4,전북특별자치도 전주시 완산구,,전북특별자치도교육청,전북특별자치도교육청,P100000001,7233000,N,792390200,복식부기,결산세출,382192835,394211060,96146910,117830748,1325670215,S130000374,4333413700,12777167.5,P100000001,14,일반고등학교,N,완산고등학교
,사립,4,전북특별자치도 전주시 완산구,,전북특별자치도교육청,전북특별자치도교육청,P100000001,64170080,N,0,복식부기,결산세출,279627419,176733970,163284220,163668540,925665520,S130000376,3316991840,21120919.5,P100000001,14,특성화고등학교,N,완산여자고등학교
,사립,4,전북특별자치도 완주군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,85421000,복식부기,결산세출,362135554,130793530,95334120,86810111,743559333,S130000377,4013241650,12625389.7,P100000001,14,일반고등학교,N,완주고등학교
고,사립,4,전북특별자치도 정읍시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,44055000,복식부기,결산세출,181473550,114214540,6483400,139408360,231171710,S130000378,1371027190,99420654.8,P100000001,14,일반고등학교,N,왕신여자고등학교
