FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,3,전북특별자치도 고창군,전북특별자치도고창교육지원청,전북특별자치도교육청,P100000097,N,복식부기,결산세입,5994640,809330,0,9392060,4100000,S130000466,1665741030,P100000001,14,N,고창남중학교,,
사립,3,전북특별자치도 고창군,전북특별자치도고창교육지원청,전북특별자치도교육청,P100000097,N,미지정,결산세입,28808079,1707431,0,425661798,38858000,S130000467,2831583930,P100000001,14,N,고창북중학교,,
사립,3,전북특별자치도 고창군,전북특별자치도고창교육지원청,전북특별자치도교육청,P100000097,N,미지정,결산세입,251087060,3195170,0,49270710,1200000,S130000468,6551148600,P100000001,14,N,자유중학교,중,3.0
사립,3,전북특별자치도 고창군,전북특별자치도고창교육지원청,전북특별자치도교육청,P100000097,N,복식부기,결산세입,22549567,70039668,0,573683940,5664000,S130000477,2977774270,P100000001,14,N,영선중학교,중,3.0
사립,3,전북특별자치도 군산시,전북특별자치도군산교육지원청,전북특별자치도교육청,P100000108,N,미지정,결산세입,29234550,3912956,0,60045000,3000000,S130000551,4328514070,P100000001,14,N,군산영광중학교,중,3.0
사립,3,전북특별자치도 군산시,전북특별자치도군산교육지원청,전북특별자치도교육청,P100000108,N,복식부기,결산세입,2470721600,21245590,0,38319080,3500000,S130000555,5367350670,P100000001,14,N,군산제일중학교,,
사립,3,전북특별자치도 군산시,전북특별자치도군산교육지원청,전북특별자치도교육청,P100000108,N,복식부기,결산세입,1973274110,10478119,0,281485830,9574500,S130000557,4064533910,P100000001,14,N,군산중앙중학교,,
사립,3,전북특별자치도 군산시,전북특별자치도군산교육지원청,전북특별자치도교육청,P100000108,N,미지정,결산세입,13893610,470315,0,10115570,2404920,S130000562,1355823080,P100000001,14,N,군산대성중학교,,
사립,3,전북특별자치도 김제시,전북특별자치도김제교육지원청,전북특별자치도교육청,P100000128,N,미지정,결산세입,12085472,7988271,0,15667710,44603670,S130000686,2224143800,P100000001,14,N,동국대학교사범대학부속금산중학교,,
사립,3,전북특별자치도 김제시,전북특별자치도김제교육지원청,전북특별자치도교육청,P100000128,N,복식부기,결산세입,17161580,2524520,0,39296920,594100,S130000687,4563895260,P100000001,14,N,금성중학교,,
사립,3,전북특별자치도 김제시,전북특별자치도김제교육지원청,전북특별자치도교육청,P100000128,N,미지정,결산세입,22239840,9735760,0,38185520,32530000,S130000694,3948966630,P100000001,14,N,덕암중학교,중,3.0
사립,3,전북특별자치도 김제시,전북특별자치도김제교육지원청,전북특별자치도교육청,P100000128,N,미지정,결산세입,33333680,536307,0,6667200,15000000,S130000695,1284271410,P100000001,14,N,만경여자중학교,,
사립,3,전북특별자치도 김제시,전북특별자치도김제교육지원청,전북특별자치도교육청,P100000128,N,미지정,결산세입,7603680,643577,0,39195800,5065900,S130000696,1223860500,P100000001,14,N,만경중학교,,
사립,3,전북특별자치도 남원시,전북특별자치도남원교육지원청,전북특별자치도교육청,P100000141,N,미지정,결산세입,8977608,598452,0,234240010,132367790,S130000800,1806223390,P100000001,14,N,용북중학교,,
사립,3,전북특별자치도 부안군,전북특별자치도부안교육지원청,전북특별자치도교육청,P100000165,N,미지정,결산세입,473250,6016870,0,231443800,800000,S130000921,1584810720,P100000001,14,N,백산중학교,,
사립,3,전북특별자치도 부안군,전북특별자치도부안교육지원청,전북특별자치도교육청,P100000165,N,미지정,결산세입,12414220,597690,0,15079960,24045400,S130000922,2057583100,P100000001,14,N,변산서중학교,,
사립,3,전북특별자치도 부안군,전북특별자치도부안교육지원청,전북특별자치도교육청,P100000165,N,복식부기,결산세입,50109980,17571620,0,44572570,9458890,S130000925,8453899700,P100000001,14,N,낭주중학교,,
