SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,전북특별자치도 고창군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,20000000,39673000,0,1599400000,40300000,S130000299,5240716000,P100000001,14,특성화고등학교,N,강호항공고등학교,
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,33718000,5184000,0,530683000,300000,S130000303,3334499000,P100000001,14,일반고등학교,N,고창북고등학교,
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,500000,0,165900000,28800000,S130000304,4028465000,P100000001,14,일반고등학교,N,자유고등학교,
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,18320000,0,173945000,14089000,S130000312,5624311000,P100000001,14,일반고등학교,N,군산영광여자고등학교,
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,3500000,5500000,0,963524000,1000000,S130000313,6358880000,P100000001,14,일반고등학교,N,군산제일고등학교,
고,사립,4,전북특별자치도 군산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,30705000,0,1773573000,3000000,S130000314,5713139000,P100000001,14,일반고등학교,N,군산중앙고등학교,
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,30000000,23850000,0,583409000,13446000,S130000315,7063677000,P100000001,14,일반고등학교,N,군산중앙여자고등학교,
고,사립,4,전북특별자치도 김제시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,5000000,17687000,0,10852000,19140000,S130000316,1151160000,P100000001,14,일반고등학교,N,동국대학교사범대학부속금산고등학교,
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,234000,0,57822000,6075000,S130000321,4629308000,P100000001,14,일반고등학교,N,김제서고등학교,
고,사립,4,전북특별자치도 익산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,90120000,0,3221989000,137000000,S130000324,8985174000,P100000001,14,일반고등학교,N,남성고등학교,
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,28000000,1825000,0,120695000,17395000,S130000328,5012359000,P100000001,14,일반고등학교,N,남원서진여자고등학교,
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,6700000,0,118860000,22030000,S130000331,3168031000,P100000001,14,특성화고등학교,N,남원제일고등학교,
,사립,4,전북특별자치도 남원시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,20000000,7180000,0,302840000,9100000,S130000332,4331892000,P100000001,14,일반고등학교,N,남원국악예술고등학교,
고,사립,4,전북특별자치도 김제시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,5950000,0,396966000,3400000,S130000333,5608670000,P100000001,14,일반고등학교,N,덕암고등학교,
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,26000000,0,529333000,22000000,S130000334,5979646000,P100000001,14,특성화고등학교,N,덕암정보고등학교,
,사립,4,전북특별자치도 전주시 완산구,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,50000000,35410000,0,467475000,11592000,S130000337,6484332000,P100000001,14,일반고등학교,N,동암고등학교,
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,5500000,1146000,0,115956000,57196000,S130000339,1960785000,P100000001,14,일반고등학교,N,만경고등학교,
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,1001000,2100000,0,26180000,30591000,S130000340,1859968000,P100000001,14,일반고등학교,N,만경여자고등학교,
,사립,4,전북특별자치도 정읍시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,14362000,13554000,0,755564000,40310000,S130000344,3599473000,P100000001,14,일반고등학교,N,배영고등학교,
,사립,4,전북특별자치도 부안군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,950000,0,150057000,168725000,S130000345,3723816000,P100000001,14,일반고등학교,N,백산고등학교,
고,사립,4,전북특별자치도 장수군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,5000000,1618000,0,37354000,3000000,S130000346,1807151000,P100000001,14,일반고등학교,N,백화고등학교,
,사립,4,전북특별자치도 부안군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,7000000,0,106540000,3248000,S130000350,3729713000,P100000001,14,일반고등학교,N,부안여자고등학교,
고,사립,4,전북특별자치도 전주시 완산구,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,0,166772000,0,14598462000,850000000,S130000355,0,P100000001,14,자율고등학교,N,상산고등학교,
,사립,4,전북특별자치도 정읍시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,5000000,6450000,0,305710000,42196000,S130000356,3961855000,P100000001,14,일반고등학교,N,서영여자고등학교,
,사립,4,전북특별자치도 남원시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,15800000,1550000,0,157282000,9911000,S130000358,3596811000,P100000001,14,일반고등학교,N,성원고등학교,
고,사립,4,전북특별자치도 익산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,3000000,3650000,0,306144000,32887000,S130000359,2552907000,P100000001,14,일반고등학교,N,성일고등학교,
고,사립,4,전북특별자치도 완주군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,10000000,2700000,0,607858000,14834000,S130000360,3040261000,P100000001,14,특성화고등학교,N,세인고등학교,
,사립,4,전북특별자치도 순창군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,10000000,0,0,154655000,36000000,S130000362,3681121000,P100000001,14,일반고등학교,N,순창고등학교,
,사립,4,전북특별자치도 정읍시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,6500000,150000,0,31341000,26540000,S130000364,2642720000,P100000001,14,일반고등학교,N,신태인고등학교,
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,예산세입,1000000,2000000,0,187193000,318000000,S130000369,5463198000,P100000001,14,일반고등학교,N,전북인공지능고등학교,
