SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,전북특별자치도 고창군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,106714886,6977615,0,1153463770,57840000,S130000299,9050499240,P100000001,14,특성화고등학교,N,강호항공고등학교
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,394960903,9923378,0,561514560,23300000,S130000303,4648140000,P100000001,14,일반고등학교,N,고창북고등학교
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,41750620,17709380,0,106190100,27636180,S130000304,5647517330,P100000001,14,일반고등학교,N,자유고등학교
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,21119770,17804830,0,240563440,343025540,S130000312,7621140250,P100000001,14,일반고등학교,N,군산영광여자고등학교
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,70389860,28574470,0,522451520,45361730,S130000313,8016776570,P100000001,14,일반고등학교,N,군산제일고등학교
고,사립,4,전북특별자치도 군산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,67707197,28053283,0,1616459720,33104000,S130000314,5958099960,P100000001,14,일반고등학교,N,군산중앙고등학교
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,1806096,20857993,0,223471290,4673104,S130000315,8920189760,P100000001,14,일반고등학교,N,군산중앙여자고등학교
고,사립,4,전북특별자치도 김제시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,27088963,9771678,0,10522250,20100000,S130000316,1717033230,P100000001,14,일반고등학교,N,동국대학교사범대학부속금산고등학교
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,79768854,1527746,0,48650020,6463000,S130000321,2634891200,P100000001,14,일반고등학교,N,김제서고등학교
고,사립,4,전북특별자치도 익산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,185568995,19311419,0,2090916980,134850000,S130000324,8070035490,P100000001,14,일반고등학교,N,남성고등학교
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,230527477,9092643,0,77957090,13906000,S130000328,4273717810,P100000001,14,일반고등학교,N,남원서진여자고등학교
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,238509704,10409822,0,91655780,4824000,S130000331,4872151080,P100000001,14,특성화고등학교,N,남원제일고등학교
,사립,4,전북특별자치도 남원시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,42321043,11644206,0,149886810,19665000,S130000332,6408009590,P100000001,14,일반고등학교,N,남원국악예술고등학교
고,사립,4,전북특별자치도 김제시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,59654991,6052274,0,255306310,3650000,S130000333,6179320110,P100000001,14,일반고등학교,N,덕암고등학교
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,2033460658,20554658,0,282739510,18664920,S130000334,7277235640,P100000001,14,특성화고등학교,N,덕암정보고등학교
,사립,4,전북특별자치도 전주시 완산구,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,685196610,6633350,0,207640700,10036000,S130000337,7260132770,P100000001,14,일반고등학교,N,동암고등학교
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,5134428,2281124,0,88492600,58118000,S130000339,2310979290,P100000001,14,일반고등학교,N,만경고등학교
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,4499791,2199193,0,34986070,22986200,S130000340,2578422430,P100000001,14,일반고등학교,N,만경여자고등학교
,사립,4,전북특별자치도 정읍시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,34147338,9132910,0,421174544,31000310,S130000344,4352303170,P100000001,14,일반고등학교,N,배영고등학교
,사립,4,전북특별자치도 부안군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,55002360,2073504,0,136445320,131746000,S130000345,3583393780,P100000001,14,일반고등학교,N,백산고등학교
고,사립,4,전북특별자치도 장수군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,25970401,3359099,0,65291470,3422520,S130000346,2896990310,P100000001,14,일반고등학교,N,백화고등학교
,사립,4,전북특별자치도 부안군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,61753170,11360210,0,104711440,34144890,S130000350,5085893720,P100000001,14,일반고등학교,N,부안여자고등학교
고,사립,4,전북특별자치도 전주시 완산구,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,252175860,52371879,0,11972710980,1143654220,S130000355,1182890160,P100000001,14,자율고등학교,N,상산고등학교
,사립,4,전북특별자치도 정읍시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,58650629,3535571,0,279153420,30938600,S130000356,5063538330,P100000001,14,일반고등학교,N,서영여자고등학교
,사립,4,전북특별자치도 남원시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,60475690,3104490,0,89499590,6886000,S130000358,4413240110,P100000001,14,일반고등학교,N,성원고등학교
고,사립,4,전북특별자치도 익산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,25247706,7240510,0,137143800,35732950,S130000359,4146490120,P100000001,14,일반고등학교,N,성일고등학교
고,사립,4,전북특별자치도 완주군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,38319410,2910491,0,432497130,47797983,S130000360,3022712170,P100000001,14,특성화고등학교,N,세인고등학교
,사립,4,전북특별자치도 순창군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,10761460,2269880,0,155012240,38855000,S130000362,5976490950,P100000001,14,일반고등학교,N,순창고등학교
,사립,4,전북특별자치도 정읍시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,미지정,결산세입,3271076,271524,0,33486200,23483414,S130000364,2464829530,P100000001,14,일반고등학교,N,신태인고등학교
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,32100723,3043521,0,119798130,266715800,S130000369,4479913700,P100000001,14,일반고등학교,N,전북인공지능고등학교
,사립,4,전북특별자치도 전주시 완산구,,전북특별자치도교육청,전북특별자치도교육청,P100000001,N,복식부기,결산세입,35185365,24938210,0,229261570,7800000,S130000373,7744991450,P100000001,14,일반고등학교,N,전주대학교사범대학부설고등학교
