SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,전북특별자치도 고창군,,전북특별자치도교육청,전북특별자치도교육청,P100000001,3000000,N,0,복식부기,예산세출,336362000,254324000,57680000,874605000,902080000,S130000299,4523676000,14604468.5,P100000001,14,특성화고등학교,N,강호항공고등학교
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,5000000,N,0,복식부기,예산세출,270658000,141735000,225750000,151719000,425651000,S130000303,2608000000,13921865.5,P100000001,14,일반고등학교,N,고창북고등학교
고,사립,4,전북특별자치도 고창군,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,15000000,N,0,복식부기,예산세출,220457000,162336000,16250000,121132000,396191000,S130000304,3430456000,15197986.1,P100000001,14,일반고등학교,N,자유고등학교
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,5000000,N,5244840000,복식부기,예산세출,395321000,109403000,79160000,248172000,640246000,S130000312,4377338000,15545490.2,P100000001,14,일반고등학교,N,군산영광여자고등학교
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,12542000,N,371586000,복식부기,예산세출,382840000,315123000,248228000,229468000,884736000,S130000313,5090068000,10552648.5,P100000001,14,일반고등학교,N,군산제일고등학교
고,사립,4,전북특별자치도 군산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,0,복식부기,예산세출,357488000,722516000,261173000,302437000,1302073000,S130000314,4183880000,12420848.4,P100000001,14,일반고등학교,N,군산중앙고등학교
,사립,4,전북특별자치도 군산시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,70936000,복식부기,예산세출,323504000,266391000,171500000,484879000,609337000,S130000315,5434527000,8027343.5,P100000001,14,일반고등학교,N,군산중앙여자고등학교
고,사립,4,전북특별자치도 김제시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,64204000,복식부기,예산세출,136866000,72263000,15821000,55666000,21758000,S130000316,893522000,21357627.1,P100000001,14,일반고등학교,N,동국대학교사범대학부속금산고등학교
,사립,4,전북특별자치도 김제시,,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,692552000,복식부기,예산세출,129208000,99759000,7660000,136190000,96887000,S130000321,1341819000,49099509.8,P100000001,14,일반고등학교,N,김제서고등학교
고,사립,4,전북특별자치도 익산시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,4000000,N,1355183000,복식부기,예산세출,358295000,412456000,578050000,398940000,2719374000,S130000324,5231655000,14195061.6,P100000001,14,일반고등학교,N,남성고등학교
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,3000000,N,0,복식부기,예산세출,220323000,194375000,20402000,103724000,355517000,S130000328,2845710000,12394208.6,P100000001,14,일반고등학교,N,남원서진여자고등학교
고,사립,4,전북특별자치도 남원시,4.0,전북특별자치도교육청,전북특별자치도교육청,P100000001,0,N,4202522000,복식부기,예산세출,258711000,89417000,15356000,61138000,214515000,S130000331,2617865000,43622947.4,P100000001,14,특성화고등학교,N,남원제일고등학교
