정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,51731000.0
,교직원보수,0.0
,기타 교직원 보수,32333333.333333332
,교직원 복지 및 역량강화,19397666.666666668
학생복지/교육격차 해소,학생복지/교육격차 해소,662469000.0
,급식 관리,601122666.6666666
,기숙사 관리,0.0
,보건관리,37003000.0
,교육격차 해소,200000.0
,학생복지,24143333.333333332
기본적 교육활동,기본적 교육활동,230666666.66666666
,교과 활동,190629000.0
,창의적 체험활동,40037666.666666664
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,214543666.66666666
,방과후학교 운영,128210333.33333333
,직업교육,0.0
,국제교육,0.0
,독서활동,30389666.666666668
,교기육성,54597000.0
,기타 선택적 교육활동,1346666.6666666667
교육활동 지원,교육활동 지원,139745666.66666666
,교무업무 운영,83024000.0
,생활지도 운영,21402000.0
,연구학교 운영,3333333.3333333335
,학습지원실 운영,17360000.0
,교육여건 개선,14626333.333333334
학교 일반운영,학교 일반운영,220551333.33333334
,학교기관운영,79099000.0
,시설 장비 유지,136495666.66666666
,학교운영 협력,4956666.666666667
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,3933333.3333333335
,반환금,0.0
,예비비,3933333.3333333335
세출합계,세출합계,1523640666.6666667
