정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,17140500.0
,교직원보수,0.0
,기타 교직원 보수,13483000.0
,교직원 복지 및 역량강화,3657500.0
학생복지/교육격차 해소,학생복지/교육격차 해소,86997000.0
,급식 관리,61432250.0
,기숙사 관리,0.0
,보건관리,22241250.0
,교육격차 해소,0.0
,학생복지,3323500.0
기본적 교육활동,기본적 교육활동,74947750.0
,교과 활동,36109000.0
,창의적 체험활동,37588750.0
,자유학기(년) 활동,1250000.0
선택적 교육활동,선택적 교육활동,96270250.0
,방과후학교 운영,69143000.0
,직업교육,0.0
,국제교육,4500000.0
,독서활동,10557500.0
,교기육성,12069750.0
,기타 선택적 교육활동,0.0
교육활동 지원,교육활동 지원,62408000.0
,교무업무 운영,21846500.0
,생활지도 운영,11125000.0
,연구학교 운영,9810000.0
,학습지원실 운영,11576500.0
,교육여건 개선,8050000.0
학교 일반운영,학교 일반운영,139363750.0
,학교기관운영,37524250.0
,시설 장비 유지,100252000.0
,학교운영 협력,1587500.0
학교시설 확충,학교시설 확충,3750000.0
,시설확충 및 개선,3750000.0
학교 재무활동,학교 재무활동,0.0
,반환금,0.0
,예비비,0.0
세출합계,세출합계,480877250.0
