정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,34547415.0
,교직원보수,0.0
,기타 교직원 보수,30239442.5
,교직원 복지 및 역량강화,4307972.5
학생복지/교육격차 해소,학생복지/교육격차 해소,65714485.0
,급식 관리,26404857.5
,기숙사 관리,0.0
,보건관리,11537802.5
,교육격차 해소,11201455.0
,학생복지,16570370.0
기본적 교육활동,기본적 교육활동,77780695.0
,교과 활동,55467040.0
,창의적 체험활동,21429155.0
,자유학기(년) 활동,884500.0
선택적 교육활동,선택적 교육활동,38008055.0
,방과후학교 운영,31178515.0
,직업교육,0.0
,국제교육,0.0
,독서활동,5829540.0
,교기육성,0.0
,기타 선택적 교육활동,1000000.0
교육활동 지원,교육활동 지원,81953370.0
,교무업무 운영,5060332.5
,생활지도 운영,6112252.5
,연구학교 운영,15194037.5
,학습지원실 운영,17762435.0
,교육여건 개선,37824312.5
학교 일반운영,학교 일반운영,95766967.5
,학교기관운영,36606602.5
,시설 장비 유지,57404012.5
,학교운영 협력,1756352.5
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,432000.0
,반환금,432000.0
,예비비,0.0
세출합계,세출합계,394202987.5
