정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,1362854028.75
,교직원보수,933439878.75
,기타 교직원 보수,355651448.75
,교직원 복지 및 역량강화,73762701.25
학생복지/교육격차 해소,학생복지/교육격차 해소,971044843.5
,급식 관리,667792516.625
,기숙사 관리,122787350.0
,보건관리,80927931.875
,교육격차 해소,10083078.75
,학생복지,89453966.25
기본적 교육활동,기본적 교육활동,242945086.375
,교과 활동,181796300.5
,창의적 체험활동,56002432.125
,자유학기(년) 활동,5146353.75
선택적 교육활동,선택적 교육활동,246163883.875
,방과후학교 운영,119778587.5
,직업교육,0.0
,국제교육,0.0
,독서활동,53558129.125
,교기육성,27836371.25
,기타 선택적 교육활동,44990796.0
교육활동 지원,교육활동 지원,460768719.125
,교무업무 운영,87418562.375
,생활지도 운영,65176133.5
,연구학교 운영,31940148.875
,학습지원실 운영,59108510.5
,교육여건 개선,217125363.875
학교 일반운영,학교 일반운영,474331417.75
,학교기관운영,111017253.25
,시설 장비 유지,361045709.5
,학교운영 협력,2268455.0
학교시설 확충,학교시설 확충,37033971.625
,시설확충 및 개선,37033971.625
학교 재무활동,학교 재무활동,707958.75
,반환금,707958.75
,예비비,0.0
세출합계,세출합계,3795849909.75
