정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,399221500.0
,교직원보수,293411187.5
,기타 교직원 보수,80579937.5
,교직원 복지 및 역량강화,25230375.0
학생복지/교육격차 해소,학생복지/교육격차 해소,545010000.0
,급식 관리,500200062.5
,기숙사 관리,0.0
,보건관리,32477125.0
,교육격차 해소,0.0
,학생복지,12332812.5
기본적 교육활동,기본적 교육활동,124088250.0
,교과 활동,64091625.0
,창의적 체험활동,58196687.5
,자유학기(년) 활동,1799937.5
선택적 교육활동,선택적 교육활동,126738000.0
,방과후학교 운영,73535250.0
,직업교육,0.0
,국제교육,0.0
,독서활동,18657125.0
,교기육성,34478750.0
,기타 선택적 교육활동,66875.0
교육활동 지원,교육활동 지원,50347062.5
,교무업무 운영,14814000.0
,생활지도 운영,4920937.5
,연구학교 운영,0.0
,학습지원실 운영,24250375.0
,교육여건 개선,6361750.0
학교 일반운영,학교 일반운영,262751250.0
,학교기관운영,72649500.0
,시설 장비 유지,187160562.5
,학교운영 협력,2941187.5
학교시설 확충,학교시설 확충,87500.0
,시설확충 및 개선,87500.0
학교 재무활동,학교 재무활동,738812.5
,반환금,726250.0
,예비비,12562.5
세출합계,세출합계,1508982375.0
